Optimize time:0.4012418297926585
Begin Prob:-26970.783936413907
End Prob:-26835.95780818816
Substitution parameters:[0.22606885777263688, 0.25786512052300925, 0.2725877719799618, 0.2434782497243922, 1.4537260112288621]
Trees:
((2:853.8253280181733,4:545.0847336928341):853.8257628566871,(1:559.1305768356325,3:854.1021121477182):854.1021121477182);
(3:240.0907100926728,(2:854.1021121477182,(1:569.8861735385273,4:545.0959446941191):293.954592638393):237.93272670891827);
(3:0.805992,(4:0.458526,(1:545.1170735592302,2:0.517128):1e-06):0.805992);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.0013649964092442891, 0.5025273843786465, 0.4961076167454612,
1, 0.0012245467890885093, 0.5026000710925161, 0.49617537965275516,
2, 0.0011788175630791336, 0.5026250318340895, 0.49619614813644913,
3, 0.001141809931912622, 0.5026455896450039, 0.49621259795655837,
4, 0.001070439299728307, 0.5026834538552397, 0.4962461043818154,
5, 0.0010597698294441042, 0.5026906728735268, 0.4962495548307297,
6, 0.0010424590409660833, 0.5027012841060227, 0.49625625438802773,
7, 0.0010180478361808281, 0.502715519759444, 0.4962664299371163,
8, 0.001002191100926524, 0.5027253743165764, 0.4962724321149695,
9, 0.0010140431852747281, 0.5027212617842991, 0.49626469256293465,
10, 0.001070691996123855, 0.5026946490677882, 0.49623465646703546,
11, 0.0011004512422397507, 0.502681565932284, 0.4962179803556787,
12, 0.001109975566256353, 0.5026786419569362, 0.4962113800093268,
13, 0.0011035286233901844, 0.5026837509598234, 0.4962127179489424,
14, 0.00110984804774493, 0.5026824707466906, 0.4962076787396782,
15, 0.0011013293116549996, 0.50268871117461, 0.4962099570465246,
16, 0.0010871919002459877, 0.5026978300648616, 0.4962149755676415,
17, 0.0010568896480623094, 0.5027150464668118, 0.4962280614193765,
18, 0.0010058576915778277, 0.5027427117207507, 0.49625142811838563,
19, 0.0009238249213495123, 0.5027859465887505, 0.4962902260195913,
20, 0.0008250144347521836, 0.5028376367167714, 0.49633734637996246,
21, 0.0007427196312289035, 0.5028810563139691, 0.4963762215855773,
22, 0.0006769014400512638, 0.5029162241548513, 0.4964068719346865,
23, 0.0006447997919727162, 0.5029343949217042, 0.4964208028166064,
24, 0.0005997014209681499, 0.5029591662565739, 0.49644112985453503,
25, 0.0005625674369211129, 0.5029799214360027, 0.4964575086582683,
26, 0.0005337626179520887, 0.5029965222560934, 0.49646971265683254,
27, 0.00047762390836191524, 0.503026961410433, 0.49649541221177035,
28, 0.00037738642813742564, 0.503079620007115, 0.4965429910966164,
29, 0.00021599385799196132, 0.5031631531484388, 0.49662085052443206,
30, 0.00017547187547468956, 0.503185702920679, 0.49663882273533894,
31, 0.00010796499440005493, 0.503221848574999, 0.4966701839596696,
32, 8.20926300742358e-05, 0.5032369743423434, 0.4966809305571195,
33, 6.556095643162277e-05, 0.5032474142020276, 0.4966870223742939,
34, 4.490520444265749e-05, 0.5032599850032168, 0.4966951073224958,
35, 3.5115454808406104e-05, 0.5032670738228002, 0.4966978082511172,
36, 3.10243915183903e-05, 0.5032712556262997, 0.4966977175102067,
37, 2.24007130153399e-05, 0.5032777406792054, 0.4966998561356855,
38, 2.17430655595806e-05, 0.5032800869292454, 0.4966981675304981,
39, 1.9283115819109587e-05, 0.5032834022772097, 0.49669731212981394,
40, 2.0179328534610318e-05, 0.5032849721776991, 0.49669484602078556,
41, 1.8978166124157772e-05, 0.5032876233419501, 0.4966933960217713,
42, 1.8438696626328812e-05, 0.5032899753945952, 0.4966915834381567,
43, 1.9983569315646684e-05, 0.5032912716341534, 0.4966887423263856,
44, 2.203555035820161e-05, 0.5032923495744811, 0.49668561240358616,
45, 2.1409190920056255e-05, 0.5032948389156315, 0.49668374942432597,
46, 1.849357141189302e-05, 0.5032985069322886, 0.4966829970285726,
47, 1.639320428218757e-05, 0.5033017980968828, 0.4966818062285068,
48, 1.6610985817933472e-05, 0.5033038849519543, 0.4966795015932096,
49, 1.4567192771939051e-05, 0.5033071856821799, 0.49667824465434407,
50, 9.351929655926224e-06, 0.5033121050752166, 0.4966785405260796,
51, 8.716332353179761e-06, 0.5033145968450038, 0.4966766843564446,
52, 8.703370547109763e-06, 0.5033167924281258, 0.4966745017317445,
53, 7.929690347577431e-06, 0.5033193726890268, 0.49667269515269713,
54, 8.504684597931221e-06, 0.5033212393957217, 0.4966702534503033,
55, 1.1070486927276719e-05, 0.5033220636754312, 0.49666686336886795,
56, 1.1616854068470984e-05, 0.5033239747940107, 0.4966644058815523,
57, 1.2991125258301176e-05, 0.5033254875812615, 0.4966615188218031,
58, 1.2437317067571601e-05, 0.5033280507788009, 0.49665950943275994,
59, 1.665706268489006e-05, 0.5033280894900195, 0.49665525097344604,
60, 2.1516159898841308e-05, 0.5033277998673337, 0.49665068150009245,
61, 2.499049656972556e-05, 0.5033282143104189, 0.4966467927206267,
62, 2.5972515710812367e-05, 0.5033299066134593, 0.4966441183978248,
63, 2.7773669924092176e-05, 0.5033311078499393, 0.4966411160052043,
64, 3.3715827556344034e-05, 0.5033301933918208, 0.49663608830688355,
65, 4.282115099554379e-05, 0.5033277131393163, 0.4966294632369987,
66, 4.727839810765625e-05, 0.5033276350852123, 0.4966250840416277,
67, 5.7715079525618884e-05, 0.5033245531177739, 0.49661772932756115,
68, 6.236942055537198e-05, 0.5033244318304427, 0.4966131962749762,
