Optimize time:0.47846495747566226
Begin Prob:-27138.14929073019
End Prob:-27047.534620968858
Substitution parameters:[0.22313952761586034, 0.2619688500675686, 0.2652079576341021, 0.24968366468246908, 1.7952188702743037]
Trees:
(1:765.3464862308714,(4:979.0911823026577,(2:979.0911823026577,3:978.7405212068396):978.7143412689753):394.34337431663624);
(1:346.5651215742541,(2:418.6774321860288,(3:395.91092876328815,4:390.01601345719234):978.7570525586885):327.79140346610353);
(1:326.6916984120236,(3:0.636656,(2:0.891115,4:0.771789):1e-06):0.615619);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.0015078704065403508, 0.254946640347968, 0.743545492370653,
1, 0.000946195329618514, 0.2547404643487147, 0.7443133434500205,
2, 0.0006437756399493501, 0.25445214512214986, 0.7449040823700256,
3, 0.00041143349723814476, 0.254182947881083, 0.7454056217543343,
4, 0.0002992283489781417, 0.2538647772039758, 0.7458359975786466,
5, 0.0002775153229048274, 0.2535134164121938, 0.74620907140029,
6, 0.00023393693629358942, 0.25320128608313736, 0.7465647801140941,
7, 0.00020642673188209175, 0.2529081418425986, 0.7468854345620211,
8, 0.000161073259380168, 0.25263185650560527, 0.7472070733708107,
9, 9.859384372970612e-05, 0.2523927033499414, 0.7475087059418052,
10, 6.15255569511331e-05, 0.2521373284683158, 0.7478011491058741,
11, 2.1879256563923303e-05, 0.25189758348918184, 0.7480805403858254,
12, 1.4446067226319353e-05, 0.2516387879827835, 0.7483467690801148,
13, 1.1584962688023763e-05, 0.25136192808136626, 0.7486264900844085,
14, 8.861218857491717e-06, 0.25106585417290006, 0.7489252877348108,
15, 9.059660489793428e-06, 0.25078729855376725, 0.7492036449155364,
16, 9.052321786539452e-06, 0.2505414249476648, 0.7494495258603182,
17, 1.1329832692747235e-05, 0.2503099198724249, 0.7496787534229172,
18, 1.0534545656773371e-05, 0.2501093902439969, 0.7498800783407489,
19, 1.1814775353555507e-05, 0.24989386602523248, 0.7500943223325323,
20, 1.5683886533882907e-05, 0.24966292401879212, 0.7503213952294635,
21, 1.4412746863968591e-05, 0.24936464732774402, 0.750620943058202,
22, 1.819029230127951e-05, 0.24906958241615546, 0.7509122304257518,
23, 1.941732829335593e-05, 0.24879378945837916, 0.751186796346302,
24, 2.4429242588278573e-05, 0.24850153409492717, 0.7514740397966114,
25, 2.7487813514643748e-05, 0.24822472096743178, 0.7517477943511179,
26, 3.5713116764201906e-05, 0.2479310825820746, 0.7520332074370926,
27, 5.267068593318043e-05, 0.24761848919504176, 0.7523288432554776,
