Optimize time:0.17495796925491758
Begin Prob:-27096.65821472339
End Prob:-27095.53979262946
Substitution parameters:[0.2217713502492739, 0.2553027025531395, 0.2680908445243186, 0.25483510267326803, 0.8729796206596282]
Trees:
(3:637.5280253403342,(2:579.0214430885551,(1:589.5534794552997,4:658.2456413716326):618.0343282156415):683.839917986881);
(3:621.8850831778421,(1:640.5225817843232,(2:658.4033410780244,4:597.9155168945008):628.6800610796939):716.235394695851);
(3:0.968768,(4:0.694837,(1:615.9073244677843,2:0.723793):0.0198199):0.968768);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.3273060574794335, 0.3366980797187756, 0.3359958613348862,
1, 0.3367824251731767, 0.3326525748432771, 0.33056499851837823,
2, 0.3314464632360414, 0.33341396254794575, 0.3351395727525734,
3, 0.33455026243522085, 0.3343356806979309, 0.33111405540173994,
4, 0.33807423579819296, 0.32836250083727636, 0.3335632619007062,
5, 0.32914379303716806, 0.33888537482701936, 0.3319708306716618,
6, 0.33331209941484197, 0.3329966169360734, 0.3336912821843911,
7, 0.3334281225324138, 0.3321039903359662, 0.3344678856668456,
8, 0.32980887342120213, 0.3388526616610163, 0.33133846345418216,
9, 0.33433526221590887, 0.332031078824638, 0.33363365749676627,
10, 0.3330490304789112, 0.33226553705216705, 0.33468543100639436,
11, 0.3361976888959371, 0.3331827798461145, 0.3306195297955129,
12, 0.33315872034105515, 0.3318815506101547, 0.33495972758585785,
13, 0.33104874096391873, 0.33861247953767953, 0.33033877803505307,
14, 0.3344817635768794, 0.32810140635783486, 0.3374168286010988,
15, 0.3307153948258578, 0.33903347153418806, 0.3302511321755609,
16, 0.3338320559391627, 0.3281824721738301, 0.3379854704239014,
17, 0.3309387097221923, 0.33716665752367186, 0.3318946312889835,
18, 0.3354591254473333, 0.3308704497766824, 0.33367042331353386,
19, 0.3300725412655169, 0.3364249440339069, 0.3335025132387272,
20, 0.33544364514255165, 0.3313623142302616, 0.33319403916432644,
21, 0.3298758035056925, 0.3365173106317598, 0.3336068844021087,
22, 0.336732828248915, 0.32924367548126304, 0.3340234948104905,
23, 0.32971000890763497, 0.3391684263625609, 0.33112156326974657,
24, 0.3363966994905342, 0.32950549361814124, 0.3340978054309784,
25, 0.33005433765512776, 0.33910137576335103, 0.330844285119751,
26, 0.33979698770656785, 0.3244961018856678, 0.3357069089477844,
27, 0.3270305342749434, 0.3395211415183904, 0.3334483227444508,
28, 0.34265070200010933, 0.32629423160060994, 0.33105506493562464,
29, 0.3304912374919676, 0.3355951812334362, 0.3339135798114963,
30, 0.3375143647613999, 0.33070670215065745, 0.33177893162328115,
31, 0.3272938367781679, 0.33619640519391103, 0.33650975656157944,
32, 0.33552618824986447, 0.3349290511655232, 0.3295447591183943,
