Optimize time:2.5375414164861043
Begin Prob:-27169.34925763108
End Prob:-27057.22580437086
Substitution parameters back:[0.26152264459415187, 0.1988762930292856, 0.1996734572922505, 0.339927605084312, 5.3098103263923875]
Substitution parameters hot:[0.2776149099043291, 0.19826279782176456, 0.21711770296900984, 0.30700458930489644, 8.541165560530596]
Transition parameters:[0.9974285833259728, 0.6333805716427435, 0.001066040854390544]
hscale parameters:59.41995906917155
Trees:
((2:673.6498157771692,4:673.7623342920621):673.6340708222733,(3:550.1528529187229,1:673.5891558063122):617.4651527783685);
(3:673.5890914309425,(4:673.7635034448465,(2:673.5950423737186,1:673.5938243170676):673.7623265686956):673.5870765625217);
(3:673.5892915279718,(2:605.4832186010948,(1:673.5894265814369,4:673.5886412271813):673.5893348900153):673.5892268612139);
((2:40028.24448043435,4:40034.930325983805):40027.308915858885,(3:32690.06000221847,1:40024.64006744888):36689.75410473041);
(3:40024.63624226706,(4:40034.9997969944,(2:40024.98984704323,1:40024.91747016689):40034.929867061684):40024.51651886796);
(3:40024.64813202435,(2:35977.788066347304,(1:40024.65615689571,4:40024.60949117799):40024.650708595196):40024.64428952824);

Position, Posteriors1, Posteriors2, Posteriors3, Posteriors4, Posteriors5, Posteriors6,
0, 0.20479340579595168, 0.3898138446039791, 0.39104634799249255, 0.004782133247479522, 0.004782133247409934, 0.004782133247392536,
1, 0.20520729192616452, 0.39001510843261866, 0.39125262868294036, 0.004508323031036958, 0.004508323030922149, 0.004508323030922149,
2, 0.20506928362874643, 0.39072566451216095, 0.3919694534688874, 0.00407853217482768, 0.004078532174723817, 0.004078532174723817,
3, 0.20523540921524183, 0.39099788858019274, 0.3922465535461032, 0.0038400489302313928, 0.0038400489301196328, 0.0038400489301196328,
4, 0.20624244881615864, 0.3907854679716596, 0.3920380892739514, 0.0036446640234949314, 0.0036446640234021168, 0.003644664023388858,
5, 0.20766192522960333, 0.39024677576512085, 0.39150262540509895, 0.0035295572443622193, 0.0035295572442338146, 0.0035295572442338146,
6, 0.21015193390078613, 0.38915634343012445, 0.3904149126616955, 0.0034256027127727057, 0.0034256027126605454, 0.0034256027126605454,
7, 0.21385110940392127, 0.38740524978575175, 0.3886656143614064, 0.003359341526799097, 0.0033593415266646638, 0.0033593415266646638,
8, 0.21613395880020433, 0.38640872864584586, 0.387672836450378, 0.0032614914123294566, 0.0032614914122345347, 0.0032614914122345347,
9, 0.2175642278615363, 0.3859214954253768, 0.38718981260148694, 0.00310815408138274, 0.003108154081269666, 0.003108154081269666,
10, 0.21917750282712528, 0.38534582614401386, 0.3866186183295652, 0.002952683610314275, 0.002952683610196115, 0.002952683610206857,
11, 0.2195218703044531, 0.38544195182401564, 0.386719112838477, 0.0027723543896880534, 0.0027723543895871957, 0.0027723543895871957,
12, 0.2187115141384462, 0.38620088864608926, 0.38748291712073046, 0.002534892742943905, 0.0025348927428516864, 0.002534892742860908,
13, 0.21696700075171374, 0.38758777058812616, 0.38887773228407796, 0.0021891648375316525, 0.002189164837452011, 0.002189164837452011,
14, 0.21576503819726048, 0.3884831102458798, 0.38977926579714545, 0.0019908612990543586, 0.001990861298989174, 0.001990861298989174,
15, 0.21366407906606313, 0.390006996244536, 0.3913112400654337, 0.001672560920107281, 0.0016725609200525183, 0.0016725609200525183,
16, 0.21238241908490324, 0.39092490147171605, 0.3922350644402204, 0.001485871045230004, 0.0014858710451813536, 0.0014858710451813536,
17, 0.21127073516766298, 0.39174602043659623, 0.3930621888512337, 0.0013070178925539168, 0.0013070178925158776, 0.0013070178925158776,
18, 0.21060128028711672, 0.3922224651053516, 0.3935434534250791, 0.0012109331049673566, 0.0012109331049321138, 0.0012109331049277084,
19, 0.21042387563590417, 0.3923780995128029, 0.39370285800136645, 0.0011650549934562493, 0.0011650549934181034, 0.0011650549934181034,
