Optimize time:1.922464602722062
Begin Prob:-27173.819070116922
End Prob:-27065.411336450223
Substitution parameters back:[0.26597156584988224, 0.20353680950815256, 0.20748338628640492, 0.3230082383555603, 3.819071364217425]
Substitution parameters hot:[0.279594441474882, 0.18372139705332882, 0.26162386522867104, 0.2750602962431181, 3.8204011029986034]
Transition parameters:[0.9991789523059895, 0.4096431394468156, 0.001066040854390544]
hscale parameters:45.96275727294014
Trees:
(2:328.6055454917694,(3:416.4084485908731,(1:416.4084485908731,4:416.4084485908731):416.4084485908731):416.4084485908731);
(2:416.4084485908731,(4:416.4084485908731,(3:416.4084485908731,1:416.4084485908731):416.4084485908731):416.4084485908731);
(2:416.4084485908731,(1:416.4084485908731,(3:416.4084485908731,4:416.4084485908731):416.4084485908731):416.4084485908731);
(2:15103.616925980286,(3:19139.28044898387,(1:19139.28044898387,4:19139.28044898387):19139.28044898387):19139.28044898387);
(2:19139.28044898387,(4:19139.28044898387,(3:19139.28044898387,1:19139.28044898387):19139.28044898387):19139.28044898387);
(2:19139.28044898387,(1:19139.28044898387,(3:19139.28044898387,4:19139.28044898387):19139.28044898387):19139.28044898387);

Position, Posteriors1, Posteriors2, Posteriors3, Posteriors4, Posteriors5, Posteriors6,
0, 0.007473729971281011, 0.9779689356392598, 0.012019355657601148, 0.000845992590520052, 0.0008459925904000215, 0.0008459925903969438,
1, 0.007106649234375288, 0.9790841017043975, 0.011755702288460311, 0.0006845152699280234, 0.0006845152698134718, 0.0006845152698084913,
2, 0.006823887528662729, 0.9796196191497288, 0.011581681946809669, 0.0006582701375895218, 0.0006582701374841517, 0.0006582701374769674,
3, 0.006492552259859383, 0.980312394751367, 0.011443109538504078, 0.0005839808290569886, 0.0005839808289635101, 0.0005839808289592612,
4, 0.006102792500159257, 0.9813478915301841, 0.011342784454251192, 0.00040217685028378296, 0.0004021768502194061, 0.00040217685021794294,
5, 0.0056224077918140105, 0.9822786706574881, 0.011236377776082034, 0.0002875142688941999, 0.0002875142688471312, 0.0002875142688450392,
6, 0.005239871080607949, 0.9828277044305281, 0.01118031615619621, 0.0002507024556208763, 0.0002507024555807461, 0.00025070245557892197,
7, 0.004924614726156357, 0.9833163363209809, 0.01107825697804506, 0.00022693033460415016, 0.00022693033456782518, 0.00022693033456617405,
8, 0.004683110924925952, 0.9837707673865156, 0.011033673215616662, 0.00017081583205731242, 0.00017081583202934833, 0.00017081583202810548,
9, 0.0044852502721442426, 0.9840498283509916, 0.01102668144711749, 0.0001460796510157064, 0.00014607965099232328, 0.00014607965099072896,
10, 0.004243242537235234, 0.9843971509367598, 0.011014188788820658, 0.00011513892245287034, 0.00011513892243443992, 0.00011513892243360218,
11, 0.003952062626143215, 0.9847454944431506, 0.011019925287239524, 9.417222365521286e-05, 9.417222363979602e-05, 9.417222363911083e-05,
12, 0.0037165928016915525, 0.9849795117006576, 0.011063672860103487, 8.00738880685886e-05, 8.007388805518849e-05, 8.007388805489717e-05,
13, 0.0035243810764404495, 0.9851730854365087, 0.01107196769111784, 7.685493987836201e-05, 7.685493986550055e-05, 7.685493986522096e-05,
14, 0.003288338094602601, 0.9854222664551272, 0.011087783130109266, 6.720378149685863e-05, 6.720378148610124e-05, 6.720378148561228e-05,
15, 0.00309544481680446, 0.9856444254176578, 0.011068464384580624, 6.388813535478356e-05, 6.388813534432449e-05, 6.388813534409206e-05,
16, 0.0029455241321763633, 0.9858098741226728, 0.011089171542166053, 5.180974033214296e-05, 5.180974032366124e-05, 5.180974032309579e-05,
17, 0.0028240370437957597, 0.9859561208788213, 0.011080175600219557, 4.655516542699807e-05, 4.655516541937657e-05, 4.655516541903784e-05,
18, 0.002709705220340648, 0.9860804872762269, 0.011107553350099558, 3.4084390815829244e-05, 3.408439081049732e-05, 3.408439081024932e-05,
19, 0.0026028786340030266, 0.9862207844019265, 0.011114534810393196, 2.0600391775115942e-05, 2.0600391771818416e-05, 2.060039177166853e-05,
20, 0.0025131248844943448, 0.986286336569728, 0.01115589702373241, 1.4880179786561269e-05, 1.4880179784233516e-05, 1.4880179784071114e-05,
21, 0.0024074885233051793, 0.9863725538625091, 0.011179890603722719, 1.3355342736919595e-05, 1.3355342734830378e-05, 1.3355342734684619e-05,
22, 0.0023226393523464507, 0.9864593246759032, 0.011177055422167667, 1.3659855965489115e-05, 1.3659855963352263e-05, 1.365985596320318e-05,
23, 0.00221874958412505, 0.9865481651573685, 0.011191236253288894, 1.3949343617859569e-05, 1.3949343615575936e-05, 1.3949343615474441e-05,
24, 0.0020941335191555803, 0.9866567194299999, 0.011203018026057478, 1.5376016594189384e-05, 1.537601659167219e-05, 1.5376016591560316e-05,
25, 0.001998651615034763, 0.9867689684440876, 0.011181350028386322, 1.7009646956322894e-05, 1.700964695366202e-05, 1.700964695353826e-05,
26, 0.0019091435196671963, 0.9869019361922268, 0.011134616306943547, 1.8101002960826678e-05, 1.8101002957995084e-05, 1.810100295786338e-05,
