Optimize time:4.699242709477742
Begin Prob:-26820.243027603254
End Prob:-26147.419521564676
Substitution parameters back:[1, 0.10985471159655684, 0.30690836080926187, 0.08626557896230329, 0.49697134863187803, 1.4597583756592887]
Substitution parameters hot:[1, 0.42395186021824927, 0.09263882895410669, 0.344309181104517, 0.139100129723127, 4.315015384714377]
Transition parameters:[0.6000358858748864, 0.49998285834730694, 0.4925806856351444]
hscale parameters:76.62582878876665
Trees:
(2:187.62923123693446,(1:278.0213577578487,(3:246.86414743880167,4:343.22570035142905):272.5388938249415):114.56268545502427);
(2:234.37846083066285,(3:231.77882822993305,(4:243.56486019105478,1:270.8980326403783):253.93069543358106):258.33445046986935);
(2:299.72555320515096,(4:285.5287824293788,(3:241.7825241029563,1:254.0873280545431):266.4372731186156):275.3313046538637);
(2:14377.245348529248,(1:21303.616959173356,(3:18916.169895730465,4:26299.95375103313):20883.51861650982):8778.460721258018);
(2:17959.443811385023,(3:17760.244808807805,(4:18663.35927595965,1:20757.786268315347):19457.649992506034):19795.091371944327);
(2:22966.71892351627,(4:21878.879596698585,(3:18526.786296028975,1:19469.652096902606):20415.9768729329):21097.48941059471);

Position, Posteriors1, Posteriors2, Posteriors3, Posteriors4, Posteriors5, Posteriors6,
0, 0.016350449657193282, 0.016350449657193282, 0.020474326059033373, 0.3478243089324762, 0.34782430894006844, 0.2511761549113898,
1, 0.021554205923988434, 0.02155420592391002, 0.006199125286876555, 0.3906191122702683, 0.3906191122802158, 0.16945423647345811,
2, 0.3231500911853372, 0.3231500911841616, 0.24488419445852075, 0.032870491229523936, 0.03287049123060018, 0.043074638873306426,
3, 0.02135320953787617, 0.021353209537798488, 0.010810913301104008, 0.36137518169322685, 0.3613751816998002, 0.22373230239369307,
4, 0.3360628186354008, 0.3360628186354008, 0.22826944957801662, 0.0362554215164886, 0.03625542151727997, 0.027094068281066263,
5, 0.1128776322061732, 0.1128776322061732, 0.20358748138643612, 0.15013964797551213, 0.15013964797933557, 0.2703779564120827,
6, 0.0014449388121488924, 0.0014449388121436358, 0.0007861602952701424, 0.3791708251803322, 0.37917082518998807, 0.2379823098767257,
7, 0.01695553873882556, 0.01695553873882556, 0.012326545349936612, 0.34163683879011064, 0.34163683880129647, 0.27048869774733414,
8, 0.01590885855948212, 0.01590885855948212, 0.02001396661085313, 0.3467184468284856, 0.34671844683857644, 0.2547314207693056,
9, 0.01851561333761378, 0.01851561333761378, 0.011464657536807248, 0.3678989391686035, 0.3678989391779724, 0.2157062356068391,
10, 0.14707628989520044, 0.14707628989520044, 0.12494961289776726, 0.20170129190223243, 0.20170129190663516, 0.17749522166942872,
11, 0.3553387601526507, 0.35533876015394344, 0.28163710486302235, 0.0024057276496108632, 0.0024057276496633755, 0.0028739176996504007,
12, 0.3608135849847446, 0.3608135849847446, 0.27095747853301955, 0.002305360061306955, 0.002305360061348889, 0.0028046295403711657,
13, 0.3652078747243173, 0.3652078747243173, 0.2620404321041835, 0.0027186119081767214, 0.0027186119082459534, 0.0021065927964896126,
14, 0.018365103300906686, 0.018365103300906686, 0.02088866395466465, 0.330369220205175, 0.3303692202135881, 0.2816426871879811,
15, 0.3263862354266002, 0.3263862354266002, 0.3381933209045486, 0.002309573302213321, 0.0023095733022721362, 0.004415059805627473,
16, 0.01413413941376073, 0.01413413941376073, 0.03767106335102998, 0.2779162354279631, 0.27791623543402943, 0.3782281851256984,
17, 0.012843775528114566, 0.012843775528114566, 0.037012849038313714, 0.24302750198818251, 0.24302750199437143, 0.4512445940882481,
18, 0.3419543034638381, 0.3419543034638381, 0.3077023198219146, 0.002456874720214235, 0.0024568747202857394, 0.0034753219786057676,
19, 0.018216600986105058, 0.018216600986105058, 0.01279275577415242, 0.31779071197346864, 0.31779071198156145, 0.3151926164663489,
20, 0.015459627953863898, 0.015459627953863898, 0.02248795806838217, 0.28951013792108754, 0.2895101379284602, 0.36757250834203403,
21, 0.32885765464767275, 0.32885765464647637, 0.33325814845652946, 0.0023432880533387395, 0.002343288053406938, 0.004339964309139059,
22, 0.0013994238695030003, 0.0013994238695030003, 0.0015067924378131625, 0.35484723468805784, 0.3548472346945125, 0.28599988860443243,
23, 0.30833672922555483, 0.30833672922555483, 0.37387458810648433, 0.002032608983477584, 0.002032608983529346, 0.005386733639389688,
24, 0.3092881001133376, 0.3092881001133376, 0.37306382018564593, 0.0021260542435878214, 0.0021260542436342287, 0.004107869261079277,
25, 0.1172446336735695, 0.1172446336735695, 0.22917380785266137, 0.15910112046821726, 0.15910112047111127, 0.2181346820236191,
26, 0.28710007922349373, 0.28710007922349373, 0.3379711400875139, 0.028372575213702133, 0.028372575214424666, 0.03108354919905947,
27, 0.36013045712546976, 0.36013045712546976, 0.27224558003449784, 0.0028786262025700766, 0.0028786262026538555, 0.0017362514736377222,
28, 0.0010292204699974817, 0.0010292204699974817, 0.0037659119468777223, 0.27451620838649815, 0.27451620839348895, 0.4451432284979434,
29, 0.014490870497657411, 0.014490870497657411, 0.021379072063842507, 0.27953426477281684, 0.2795342647799354, 0.3905706555537776,
30, 0.015883072480988043, 0.015883072480988043, 0.02048466077039813, 0.3201986152042695, 0.3201986152147534, 0.3073519620133171,
31, 0.0012089968698417713, 0.0012089968698373729, 0.002221185842713782, 0.3202816315346849, 0.32028163154284117, 0.35479755550343606,
32, 0.3209372356124095, 0.3209372356124095, 0.24660491062993967, 0.03062479468130652, 0.03062479468230923, 0.050271026944521055,
33, 0.02139235264515408, 0.02139235264515408, 0.0071102029965499835, 0.3493742605161285, 0.3493742605250256, 0.2513565688342366,
34, 0.12944284564948672, 0.12944284564948672, 0.13575475073316307, 0.18582536195053723, 0.18582536195594546, 0.23370883222424266,
35, 0.0013039945481950943, 0.0013039945481903503, 0.0013011895213044032, 0.3660005159962847, 0.3660005160082682, 0.26408978753885587,
36, 0.0014222993963461873, 0.001422299396341013, 0.0006860583159554244, 0.4029945443275226, 0.40299454434071735, 0.19048025238489433,
37, 0.019973081408373398, 0.019973081408300734, 0.006959856203340604, 0.3972888880859107, 0.397288888096028, 0.15851620295951752,
38, 0.2711122156625979, 0.2711122156625979, 0.35735061164884274, 0.025133634757028248, 0.025133634757668295, 0.050157685673216004,
