Optimize time:0.38186158153745864
Begin Prob:-26977.70076402296
End Prob:-26790.650872823528
Substitution parameters:[0.21269578889053956, 0.2692368214960436, 0.28719877032314667, 0.23086861929027028, 1.3542922631857761]
Trees:
(4:263.1204548381626,(1:263.1215298180873,(2:361.7619953994454,3:951.3728796238431):282.6522280490606):263.1817000910264);
(4:249.2369076240817,(2:361.7619953994454,(1:372.99436592075403,3:236.99500499082046):262.3799873384838):380.86399027597184);
(4:0.840741,(3:0.486935,(1:366.8433557767314,2:0.499229):1e-06):0.840741);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.009666150587924999, 0.010949368527682997, 0.9793844813223833,
1, 0.009229690416032235, 0.010302121635659463, 0.9804681883861207,
2, 0.0085226354170048, 0.009614903476941909, 0.9818624615441374,
3, 0.007992461735703128, 0.009083691571366594, 0.9829238471295777,
4, 0.0071839016112301415, 0.008618547778575814, 0.9841975510490727,
5, 0.00699957710844469, 0.008313744593686988, 0.984686678735481,
6, 0.00686781510552687, 0.008079824928830264, 0.9850523604046487,
7, 0.006920273385740427, 0.007924621494977436, 0.9851551055566867,
8, 0.0070072864399107915, 0.00770450615820346, 0.9852882078402008,
9, 0.0070731529054375904, 0.007529578444414919, 0.9853972690882755,
10, 0.007074807678745428, 0.00731252055532036, 0.9856126722026929,
11, 0.007109715285385835, 0.00714970393290426, 0.9857405812172493,
12, 0.007095335528789599, 0.006995460126466869, 0.9859092047824017,
13, 0.0070239388532343724, 0.006864656870613588, 0.9861114047154494,
14, 0.006852967948247396, 0.006728764852191645, 0.9864182676379716,
15, 0.006612965920929397, 0.0066193010271069054, 0.9867677334916518,
16, 0.006342397770686063, 0.006540026839728523, 0.9871175758274977,
17, 0.005870047786836401, 0.0064449343273226545, 0.9876850183208848,
18, 0.005490304444170216, 0.006298351154875534, 0.9882113448379192,
19, 0.005358117015336054, 0.006140039696243408, 0.9885018437263823,
20, 0.005186371067239777, 0.005926371908950749, 0.9888872574596226,
21, 0.004885162008105133, 0.005721502778011335, 0.9893933356507536,
22, 0.004300599833487552, 0.005491600711147934, 0.9902077998950379,
23, 0.0039777974090464225, 0.005257659097715216, 0.99076454393295,
24, 0.0034391001128557096, 0.005007593473091693, 0.9915533068503856,
25, 0.0027880468354751415, 0.004811602713573707, 0.9924003508880302,
26, 0.0024079063877311385, 0.004537068417619979, 0.9930550256310637,
27, 0.0021989164048946317, 0.004260933078867308, 0.9935401509538863,
28, 0.0021417012406618093, 0.004080141470225733, 0.9937781577232287,
29, 0.0021022692303974346, 0.0038375563914077302, 0.9940601748140604,
30, 0.0020756130222893136, 0.003635183393616373, 0.9942892040174085,
31, 0.002039083519147682, 0.0034699458205431828, 0.9944909710930082,
32, 0.0019675606349845018, 0.0033287301289171047, 0.994703709672918,
33, 0.0018297255866425112, 0.0031645487552968126, 0.9950057260915108,
34, 0.0017223389286544063, 0.0030356169150832636, 0.9952420445905834,
35, 0.0017094521950736762, 0.0029494132632210887, 0.9953411349760185,
36, 0.0017359178239297586, 0.0028592851218266864, 0.9954047974885691,
37, 0.0017270038175194325, 0.0027655095105699012, 0.9955074871040347,
38, 0.0016795338423813693, 0.0026670232126240682, 0.9956534433790788,
39, 0.0015694228304998826, 0.0025545750727911216, 0.9958760025311534,
40, 0.0014829068849860861, 0.0024021912684391764, 0.9961149022790956,
41, 0.001334116104313164, 0.002238412316083667, 0.9964274720126977,
42, 0.0012680775459062794, 0.0020719589448473883, 0.9966599639437292,
43, 0.001261644576015794, 0.001957916859564867, 0.9967804389987933,
44, 0.0012293911370248173, 0.0018359315317475241, 0.9969346777618958,
45, 0.0011670345983550497, 0.0017141030794788866, 0.997118862754075,
46, 0.0010503601064705797, 0.0015723126650474457, 0.9973773276639649,
47, 0.0010024034340445319, 0.0014756134567466257, 0.9975219835458784,
48, 0.000946472438024834, 0.0013976920050158494, 0.9976558359915314,
49, 0.0009238166498775595, 0.0012882745046744848, 0.9977879092829188,
50, 0.0008739893155955612, 0.0011705984868527945, 0.9979554126350056,
51, 0.0008077315491840602, 0.0010155767140264573, 0.9981766921747333,
52, 0.0007329431698701755, 0.0008892951727083592, 0.9983777620970231,
53, 0.0007096705560728896, 0.0008061864096855755, 0.9984841434729852,
54, 0.000661920898619639, 0.0007287264298053121, 0.9986093531104296,
55, 0.0005988881841803895, 0.0006654203315744497, 0.9987356919266553,
56, 0.0004907433702996786, 0.0005966570970597753, 0.9989125999747943,
57, 0.00040257254200656324, 0.0005409035006279411, 0.9990565243961794,
58, 0.00036153554152030707, 0.0005029520078383264, 0.9991355128898513,
59, 0.00029672639870629794, 0.00047058879759860926, 0.9992326852465923,
60, 0.0001783827852180598, 0.00043562134354056646, 0.9993859963134208,
61, 0.00011443408472955262, 0.0003995175067599167, 0.9994860488490815,
62, 7.10637656346321e-05, 0.0003617522897784937, 0.9995671843890944,
63, 4.343955305947062e-05, 0.00032233639981359597, 0.9996342244910178,
64, 3.702180914157246e-05, 0.0002972209785922667, 0.999665757658729,
65, 3.506189867232548e-05, 0.0002714139205667601, 0.999693524630448,
66, 2.851841745556265e-05, 0.0002486766355845924, 0.999722805395606,
67, 2.5392972768621043e-05, 0.0002245642251088466, 0.999750043252402,
68, 2.070789747545255e-05, 0.00020563977325929305, 0.9997736527783909,
69, 2.4954227358527647e-05, 0.00019658853073630629, 0.999778457690398,
70, 4.6692297868731673e-05, 0.00019471776138415788, 0.9997585903876434,
71, 5.8534392801906215e-05, 0.00019293473580508585, 0.9997485313164927,
72, 6.323994776036073e-05, 0.00019119640433435523, 0.9997455640949978,
73, 6.458024074464425e-05, 0.0001838039969382132, 0.9997516162098067,
74, 6.289642146188289e-05, 0.0001793876564307545, 0.9997577163709372,
75, 6.815099090965038e-05, 0.00017399067435019795, 0.9997578587814955,
76, 7.599668246976956e-05, 0.00017211999753853762, 0.9997518837676419,
77, 7.762170700339284e-05, 0.0001692824661311351, 0.9997530962713697,
78, 7.264347226466725e-05, 0.00016450091703987079, 0.9997628560573899,
79, 7.512475058744838e-05, 0.00015874197659380884, 0.9997661337190256,
80, 7.042394735383346e-05, 0.00014968629584403997, 0.9997798902028591,
81, 5.534965549997999e-05, 0.0001376014517677791, 0.9998070493366134,
82, 4.910926197241419e-05, 0.00011840324036193498, 0.9998324879416308,
83, 5.05660303654203e-05, 0.00010676466714809817, 0.9998426697470021,
84, 5.294770669029476e-05, 9.705926889544541e-05, 0.9998499934661783,
85, 7.749469013369298e-05, 9.301860732398065e-05, 0.9998294871454764,
86, 9.037184432645712e-05, 8.859516723025495e-05, 0.999821033429042,
87, 9.906773862382492e-05, 8.595740013800077e-05, 0.9998149752998317,
88, 0.00010122963077658376, 8.409182378911675e-05, 0.9998146789831301,
89, 9.625037962267061e-05, 8.212441814260992e-05, 0.9998216256407318,
90, 8.910796080908885e-05, 8.172180466033004e-05, 0.9998291706698768,
91, 7.770954174243738e-05, 7.733508148283037e-05, 0.9998449558122786,
92, 8.04920973920519e-05, 7.629343421833395e-05, 0.9998432149034413,
93, 7.558793413284861e-05, 7.393373244023436e-05, 0.999850478768981,
94, 7.220237892358158e-05, 7.28012414095295e-05, 0.999854996815194,
95, 8.770079641232296e-05, 7.594099257975353e-05, 0.9998363586484974,
96, 9.543999332604358e-05, 7.968929768352073e-05, 0.9998248711481599,
97, 0.0001061398839425639, 8.54252273234692e-05, 0.9998084353328321,
98, 0.00011237681732704807, 8.703356568882859e-05, 0.9998005900629999,
99, 0.00010858012825698242, 8.6376126542204e-05, 0.999805044187913,
100, 9.976275546398442e-05, 8.673043765137723e-05, 0.9998135072479595,
101, 0.00010514303523752905, 9.129564657044406e-05, 0.9998035617616058,
102, 0.00012127844442847079, 9.49148673219978e-05, 0.9997838071312226,
103, 0.00012908198807451776, 9.944387327374183e-05, 0.9997714745829843,
104, 0.00014173583861651592, 0.00010707861325383002, 0.999751185991186,
105, 0.00014474336423767582, 0.00011287798167133681, 0.9997423790962356,
106, 0.00014325178370750541, 0.00011412072342007569, 0.9997426279353779,
107, 0.00013157309573965902, 0.0001126304549920484, 0.9997557968946353,
108, 0.0001172103926727793, 0.000113120618351731, 0.9997696694356069,
109, 8.472237472023361e-05, 0.00011119261207645055, 0.9998040854586753,
110, 7.042240944496518e-05, 0.00010405265794408279, 0.9998255253788374,
111, 5.736689552849833e-05, 9.184868203775434e-05, 0.9998507848664456,
112, 4.197814816164186e-05, 8.22437522767718e-05, 0.9998757785469641,
113, 2.3361703090859054e-05, 7.425886874615977e-05, 0.9999023798730768,
114, 1.850081269658277e-05, 7.000668153431869e-05, 0.9999114929512553,
115, 1.4903984494847972e-05, 6.139151234921257e-05, 0.9999237049526121,
116, 5.814989807106557e-06, 5.1262584278369174e-05, 0.9999429228765271,
117, 2.219429258013876e-06, 4.006562032799331e-05, 0.9999577154003274,
118, 1.6168847276984391e-06, 3.3241689178416954e-05, 0.9999651418766167,
119, 1.8532549985051702e-06, 2.9014375189556632e-05, 0.9999691328192136,
120, 1.7898965127932498e-06, 2.6114234868749647e-05, 0.9999720963169751,
121, 1.4037052049531325e-06, 2.427856143738617e-05, 0.9999743181821039,
122, 1.557538023239844e-06, 2.4250519305788956e-05, 0.9999741923949491,
123, 1.2089788013131515e-06, 2.4735663278446062e-05, 0.9999740558105692,
124, 1.3002886922357878e-06, 2.7087034454251545e-05, 0.9999716131305918,
125, 1.5622588841921507e-06, 2.6639357240423357e-05, 0.9999717988368794,
126, 1.479601463950884e-06, 2.720678166958057e-05, 0.9999713140681644,
127, 8.809998325931749e-07, 2.515906584648017e-05, 0.9999739603852275,
128, 7.163904611976981e-07, 2.4736526195150564e-05, 0.9999745475362517,
129, 5.010263387632774e-07, 2.568284116429102e-05, 0.9999738165833182,
130, 9.39672872749963e-07, 2.9024282524685394e-05, 0.9999700364984045,
131, 9.76952875994135e-07, 3.1412327001183486e-05, 0.9999676111735664,
132, 1.4342039702625647e-06, 3.283898760136868e-05, 0.9999657272617417,
133, 2.5893853616641737e-06, 3.665228903552027e-05, 0.9999607587765937,
134, 3.325298632333483e-06, 4.120281775407044e-05, 0.9999554723381517,
135, 2.7106634999235835e-06, 4.689051921176868e-05, 0.9999503992699572,
136, 1.9913735866921905e-06, 4.902701476939544e-05, 0.9999489820647518,
137, 2.368389340111857e-06, 5.0162717377722254e-05, 0.9999474693477964,
138, 2.7003533394266156e-06, 4.786515110328042e-05, 0.9999494349482816,
139, 3.5564201303046535e-06, 4.474863262616079e-05, 0.9999516954001642,
140, 4.041298056785841e-06, 4.240716125373199e-05, 0.9999535519947034,
141, 8.647782847251693e-06, 4.290061174595394e-05, 0.9999484520566112,
142, 1.0315169347013626e-05, 4.24334388221924e-05, 0.9999472518444934,
143, 1.5960275156266735e-05, 4.459944752896858e-05, 0.9999394407280032,
144, 1.7318408260847196e-05, 4.470100493685886e-05, 0.9999379810348199,
145, 1.5442246235393138e-05, 4.4795735280361676e-05, 0.9999397624623294,
146, 1.577735926736372e-05, 4.4074225052762564e-05, 0.9999401488615979,
147, 1.480398281009255e-05, 4.4304629060177275e-05, 0.9999408918309193,
148, 9.550060396410775e-06, 4.3258347070274645e-05, 0.9999471920392784,
149, 9.217878185137728e-06, 4.520414207623575e-05, 0.999945578427537,
150, 1.0791444158462102e-05, 4.628774153055541e-05, 0.9999429212613568,
151, 1.1097406665001597e-05, 4.8339894958703716e-05, 0.9999405631444653,
152, 1.117671325873201e-05, 4.7145606392654294e-05, 0.9999416781302302,
153, 8.507695652454842e-06, 4.61839944263635e-05, 0.9999453087552431,
154, 8.586426485169267e-06, 4.799777565074292e-05, 0.9999434162457249,
155, 5.399214865251798e-06, 4.854476657848689e-05, 0.9999460564684292,
156, 4.766899065445934e-06, 4.809121432214142e-05, 0.9999471423362,
157, 5.240352806100055e-06, 4.6782182367733586e-05, 0.999947977917922,
158, 4.469577513315527e-06, 4.612368403133044e-05, 0.9999494071919073,
159, 3.6255610490523912e-06, 4.68264849080439e-05, 0.9999495484074716,
160, 5.022223320724741e-06, 4.998932439602245e-05, 0.9999449889071396,
161, 3.8536619944726e-06, 5.1887741243126584e-05, 0.999944259056232,
162, 3.1951698734356144e-06, 5.2777601412211833e-05, 0.9999440276864281,
163, 3.907321718489233e-06, 5.62021244782325e-05, 0.9999398910098509,
