Optimize time:0.15420589917235905
Begin Prob:-26768.535576007645
End Prob:-26765.667746990563
Substitution parameters:[0.21534748763380857, 0.27770047022181926, 0.27738182755304436, 0.2295702145913279, 0.6517554246631501]
Trees:
(2:383.2228777130045,(3:381.966537093678,(1:380.8650822245099,4:381.9665902852798):380.7746241850246):385.0398312658651);
(2:462.439385030165,(1:511.4007631756386,(3:381.96666828290785,4:381.8845221561712):383.4163759657226):411.6528334648874);
(2:0.994251,(4:0.409281,(1:461.3956537740969,3:0.607676):0.13988):0.994251);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.318378039514215, 0.3322657063725746, 0.3493562561566694,
1, 0.3145204550130694, 0.33380587766691067, 0.35167366936333155,
2, 0.33187869844894446, 0.3305247608700787, 0.337596542724078,
3, 0.32741468784577715, 0.3321738218061339, 0.3404114923899121,
4, 0.31945253143703495, 0.3327179358118296, 0.34782953479212064,
5, 0.33130079928015177, 0.33811533110641817, 0.330583871654222,
6, 0.3361498158579778, 0.3373164045148596, 0.3265337816686194,
7, 0.3329157727592417, 0.3362341487675483, 0.330850080516537,
8, 0.3306571354962459, 0.3355323188156443, 0.33381054773012714,
9, 0.34330621545608553, 0.32976890017231275, 0.32692488641293344,
10, 0.34083788807502013, 0.32940567250585706, 0.32975644146067656,
11, 0.3462725787415252, 0.327596727729888, 0.326130695569656,
12, 0.3371525975167076, 0.3305797286346473, 0.3322676758908886,
13, 0.3307141081963557, 0.33144972441927967, 0.3378361694246646,
14, 0.3228141195776231, 0.33078597413702326, 0.34639990832577805,
15, 0.3221396041222398, 0.3312164073574726, 0.34664399056261,
16, 0.3245347538149857, 0.3340653921166464, 0.34139985610928664,
17, 0.320485138243296, 0.3381405036877486, 0.3413743601092673,
18, 0.32843380673463196, 0.33406921843053217, 0.3374969768765979,
19, 0.32987433927189064, 0.33428730976414983, 0.3358383530038192,
20, 0.3303409627858116, 0.33365718994572874, 0.33600184931083815,
21, 0.33200943613291706, 0.3343212145371386, 0.33366935137143655,
22, 0.33327832081090675, 0.3355527768325885, 0.3311689043975638,
23, 0.3347809961576942, 0.33782992531956585, 0.3273890805653778,
24, 0.33094341415359346, 0.3397369357911874, 0.3293196520977163,
25, 0.32683358038214094, 0.34425059120718043, 0.3289158304519152,
26, 0.34041251409438716, 0.3423665450269641, 0.317220942919846,
27, 0.33732742846629543, 0.33736296184941394, 0.32530961172645806,
28, 0.33759579276803314, 0.33475202844152, 0.32765218083520037,
29, 0.3413900987198789, 0.3328717044633926, 0.3257381988597104,
30, 0.3511334742413234, 0.33051986615422463, 0.3183466616485896,
31, 0.3414655823993139, 0.3293920060839839, 0.32914241356167107,
32, 0.3527820440456532, 0.32888961919635634, 0.3183283388025765,
