Optimize time:0.6462419748968549
Begin Prob:-26843.192750683538
End Prob:-25518.219140597266
Substitution parameters:[0.2722480886630191, 0.1988668267183432, 0.21071524550972232, 0.31816983910891544, 1.6122509754476932]
Trees:
(2:999.9999215812713,(1:999.9999215812713,(4:999.9999215812713,3:999.9999215812713):999.9999215812713):999.9999215812713);
(2:999.9999215812713,(4:853.6478703250283,(3:999.9939607262457,1:999.9999215812713):999.9999215812713):999.9999215812713);
(2:1.20919,(3:0.258665,(4:423.76655641892205,1:0.374025):0.00785189):1.20919);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.00032317206265192986, 0.00032317206265192986, 0.999353655091869,
1, 0.00024949448930808787, 0.00024949448930808787, 0.9995010102372214,
2, 0.00021536716915551528, 0.00021536716915551528, 0.9995692648763043,
3, 0.0002026201112430857, 0.0002026201112430857, 0.9995947589936329,
4, 0.00019966687635228475, 0.00019966687635228475, 0.9996006654654095,
5, 0.0001961394712483025, 0.0001961394712483025, 0.9996077202780849,
6, 0.00018815376894322147, 0.00018815376894322147, 0.9996236916789085,
7, 0.00017740377516361108, 0.00017740377516361108, 0.9996451916636578,
8, 0.00017253307530493622, 0.00017253307530493622, 0.999654933063668,
9, 0.00016291187703126314, 0.00016291187703126314, 0.9996741754581807,
10, 0.00014222855855194276, 0.00014222855855194276, 0.9997155420939128,
11, 0.00013481003897894517, 0.00013481003897894517, 0.9997303791350621,
12, 0.00013121434982000846, 0.00013121434982000846, 0.999737570513287,
13, 0.00012288165868826258, 0.00012288165868826258, 0.9997542359002988,
14, 0.00011260372760766232, 0.00011260372760766232, 0.9997747917615153,
15, 0.00010036043057776755, 0.00010036043057776755, 0.9997992783539074,
16, 9.39490393101357e-05, 9.39490393101357e-05, 0.9998121011341041,
17, 9.105254843526736e-05, 9.105254843526736e-05, 0.999817894118241,
18, 8.661794175322837e-05, 8.661794175322837e-05, 0.999826763331472,
19, 7.746467782834084e-05, 7.746467782834084e-05, 0.9998450698597875,
20, 6.34745536031188e-05, 6.34745536031188e-05, 0.999873050103603,
21, 3.338438393651636e-05, 3.338438393651636e-05, 0.9999332304460185,
22, 1.4123474543635463e-05, 1.4123474543635463e-05, 0.9999717522647892,
23, 8.826830378794386e-06, 8.826830378794386e-06, 0.9999823455503699,
24, 6.413955316435128e-06, 6.413955316435128e-06, 0.999987171302998,
25, 3.2470876869508396e-06, 3.2470876869508396e-06, 0.9999935050356646,
26, 1.5858282035854131e-06, 1.5858282035854131e-06, 0.9999968275529072,
27, 8.676157396458602e-07, 8.676157396458602e-07, 0.9999982639762101,
28, 7.047412538730842e-07, 7.047412538730842e-07, 0.9999985897239579,
29, 6.658103500888165e-07, 6.658103500888165e-07, 0.9999986675875115,
30, 5.905400067172954e-07, 5.905400067172954e-07, 0.9999988181268854,
31, 5.785251444261643e-07, 5.785251444261643e-07, 0.9999988421593453,
32, 5.550272606979193e-07, 5.550272606979193e-07, 0.9999988891510642,
33, 5.691584737000539e-07, 5.691584737000539e-07, 0.9999988608876387,
34, 6.441680550912563e-07, 6.441680550912563e-07, 0.9999987108684887,
35, 7.070576700219861e-07, 7.070576700219861e-07, 0.9999985850891795,
36, 7.378623950902606e-07, 7.378623950902606e-07, 0.9999985234764595,
37, 8.171391657487942e-07, 8.171391657487942e-07, 0.9999983649263138,
38, 8.804888541905746e-07, 8.804888541905746e-07, 0.999998238226641,
39, 9.09002441124692e-07, 9.09002441124692e-07, 0.9999981812014254,
40, 1.0063804397321457e-06, 1.0063804397321457e-06, 0.9999979864426031,
41, 1.086560723371014e-06, 1.086560723371014e-06, 0.9999978260844711,
42, 1.2858137286762432e-06, 1.2858137286762432e-06, 0.9999974275775803,
43, 1.3715318911912019e-06, 1.3715318911912019e-06, 0.9999972561419227,
44, 1.5670238072181303e-06, 1.5670238072181303e-06, 0.9999968651549376,
45, 2.214592205971264e-06, 2.214592205971264e-06, 0.9999955700211911,
46, 2.4999555052885257e-06, 2.4999555052885257e-06, 0.999994999294129,
47, 2.741297342691529e-06, 2.741297342691529e-06, 0.9999945166059933,
48, 2.861996199696527e-06, 2.861996199696527e-06, 0.9999942752092623,
49, 2.8978194611088926e-06, 2.8978194611088926e-06, 0.9999942035633205,
50, 2.8340266372863774e-06, 2.8340266372863774e-06, 0.9999943311501438,
51, 2.717505454641607e-06, 2.717505454641607e-06, 0.9999945641941342,
52, 2.440150889958796e-06, 2.440150889958796e-06, 0.9999951189030053,
53, 2.1094955389153517e-06, 2.1094955389153517e-06, 0.9999957802117836,
54, 1.9437816666784007e-06, 1.9437816666784007e-06, 0.9999961116375853,
55, 1.907607023695595e-06, 1.907607023695595e-06, 0.999996183989429,
56, 1.8277625874624593e-06, 1.8277625874624593e-06, 0.9999963436779121,
57, 1.6027271193815739e-06, 1.6027271193815739e-06, 0.999996793745278,
58, 1.5342899944760607e-06, 1.5342899944760607e-06, 0.9999969306201631,
59, 1.4509149902724015e-06, 1.4509149902724015e-06, 0.9999970973664238,
60, 1.4559238995041416e-06, 1.4559238995041416e-06, 0.9999970873474594,
61, 1.4231457054860079e-06, 1.4231457054860079e-06, 0.9999971529036487,
62, 1.3059282646506893e-06, 1.3059282646506893e-06, 0.999997387334363,
63, 1.0327373687159837e-06, 1.0327373687159837e-06, 0.9999979337174838,
64, 9.136491301581764e-07, 9.136491301581764e-07, 0.9999981718954926,
65, 8.602795311638671e-07, 8.602795311638671e-07, 0.9999982786299634,
66, 7.945548952924517e-07, 7.945548952924517e-07, 0.9999984100808339,
67, 7.680081262234097e-07, 7.680081262234097e-07, 0.9999984631734137,
68, 7.985655149099111e-07, 7.985655149099111e-07, 0.9999984020627415,
69, 8.137054499174868e-07, 8.137054499174868e-07, 0.9999983717802547,
70, 7.831142880597688e-07, 7.831142880597688e-07, 0.9999984329636845,
71, 7.421789996320952e-07, 7.421789996320952e-07, 0.9999985148289967,
72, 7.388810517835993e-07, 7.388810517835993e-07, 0.9999985214282805,
73, 6.88974558361088e-07, 6.88974558361088e-07, 0.9999986212397244,
74, 6.776310568819701e-07, 6.776310568819701e-07, 0.9999986439261292,
75, 7.015428074999126e-07, 7.015428074999126e-07, 0.9999985960976878,
76, 6.829218249785075e-07, 6.829218249785075e-07, 0.9999986333359874,
77, 7.06141542600511e-07, 7.06141542600511e-07, 0.9999985868972524,
78, 6.951504341339445e-07, 6.951504341339445e-07, 0.9999986088815275,
79, 6.727932987258247e-07, 6.727932987258247e-07, 0.9999986535958638,
80, 5.983636924666358e-07, 5.983636924666358e-07, 0.9999988024544914,
81, 5.160688708420067e-07, 5.160688708420067e-07, 0.9999989670473829,
82, 3.8676130121765344e-07, 3.8676130121765344e-07, 0.9999992256637866,
83, 2.3003190452123409e-07, 2.3003190452123409e-07, 0.999999539126399,
84, 1.8536347873759526e-07, 1.8536347873759526e-07, 0.9999996284605694,
85, 7.774032038093025e-08, 7.774032038093025e-08, 0.9999998437088047,
86, 3.359400511857637e-08, 3.359400511857637e-08, 0.9999999320025404,
87, 1.649588496011807e-08, 1.649588496011807e-08, 0.9999999662031774,
88, 1.246258982843285e-08, 1.246258982843285e-08, 0.9999999742685762,
89, 1.5360242005451234e-08, 1.5360242005451234e-08, 0.9999999684732761,
90, 1.475718075724997e-08, 1.475718075724997e-08, 0.9999999696810851,
91, 9.190359358690541e-09, 9.190359358690541e-09, 0.999999980816938,
92, 7.701180058163723e-09, 7.701180058163723e-09, 0.9999999837928045,
93, 7.622284161514732e-09, 7.622284161514732e-09, 0.9999999839492376,
94, 9.175641900477588e-09, 9.175641900477588e-09, 0.9999999808424038,
95, 7.47128891840033e-09, 7.47128891840033e-09, 0.9999999842511899,
96, 9.544188555868207e-09, 9.544188555868207e-09, 0.9999999801075321,
97, 1.4157382384431247e-08, 1.4157382384431247e-08, 0.9999999708816181,
98, 3.1745046601508105e-08, 3.1745046601508105e-08, 0.9999999357060027,
99, 7.910478495131018e-08, 7.910478495131018e-08, 0.999999840987597,
100, 1.0713009169312637e-07, 1.0713009169312637e-07, 0.9999997849409059,
101, 1.7935765466988522e-07, 1.7935765466988522e-07, 0.999999640484085,
102, 2.0779187365803795e-07, 2.0779187365803795e-07, 0.9999995836188603,
103, 2.0973350972949517e-07, 2.0973350972949517e-07, 0.9999995797371385,
104, 1.9156776538814288e-07, 1.9156776538814288e-07, 0.9999996160696183,
105, 2.0753933618389458e-07, 2.0753933618389458e-07, 0.9999995841245392,
106, 2.0129254785388904e-07, 2.0129254785388904e-07, 0.9999995966209912,
107, 2.3151172386143467e-07, 2.3151172386143467e-07, 0.9999995361832755,
108, 3.8117594537521017e-07, 3.8117594537521017e-07, 0.9999992368578389,
109, 4.535745348885871e-07, 4.535745348885871e-07, 0.9999990920591274,
110, 6.997772557842155e-07, 6.997772557842155e-07, 0.9999985996556261,
111, 8.633172822187029e-07, 8.633172822187029e-07, 0.9999982725763771,
112, 9.916906513710407e-07, 9.916906513710407e-07, 0.9999980158337751,
113, 1.0534262117027738e-06, 1.0534262117027738e-06, 0.9999978923610271,
114, 1.058737619350341e-06, 1.058737619350341e-06, 0.9999978817381514,
115, 1.0035658113466211e-06, 1.0035658113466211e-06, 0.9999979920814589,
116, 9.301276850812719e-07, 9.301276850812719e-07, 0.9999981389609311,
117, 8.366830852613915e-07, 8.366830852644353e-07, 0.9999983258472102,
118, 8.39252296659302e-07, 8.39252296659302e-07, 0.9999983207103926,
119, 7.828033304717874e-07, 7.828033304717874e-07, 0.9999984336039678,
120, 7.906637288577585e-07, 7.906637288577585e-07, 0.9999984178842861,
121, 7.732039799886678e-07, 7.732039799886678e-07, 0.9999984528051901,
122, 8.116437261603685e-07, 8.116437261603685e-07, 0.9999983759275438,
123, 9.237676358684525e-07, 9.237676358684525e-07, 0.9999981516756435,
124, 1.2519767171908365e-06, 1.2519767171908365e-06, 0.9999974952547283,
125, 1.9756598282565963e-06, 1.9756598282565963e-06, 0.9999960478895326,
126, 2.323982544867558e-06, 2.323982544867558e-06, 0.9999953512414147,
127, 2.629421132083827e-06, 2.629421132083827e-06, 0.9999947403623158,
128, 2.83546240178823e-06, 2.83546240178823e-06, 0.9999943282797947,
129, 2.901923007693796e-06, 2.901923007693796e-06, 0.9999941953560878,
130, 2.872354005220282e-06, 2.872354005220282e-06, 0.9999942544983678,
131, 2.733407550850625e-06, 2.733407550850625e-06, 0.9999945323947348,
132, 2.5599200730642823e-06, 2.5599200730642823e-06, 0.9999948793687646,
133, 2.4876324456306795e-06, 2.4876324456306795e-06, 0.9999950239449505,
134, 2.390038218453203e-06, 2.390038218453203e-06, 0.9999952191324752,
135, 2.130020724673548e-06, 2.130020724673548e-06, 0.9999957391682808,
136, 1.724622274961847e-06, 1.724622274961847e-06, 0.9999965499687674,
137, 1.1057703704709098e-06, 1.1057703704709098e-06, 0.999997787671137,
138, 8.071673360290594e-07, 8.071673360290594e-07, 0.9999983848769571,
139, 3.458320444497458e-07, 3.458320444497458e-07, 0.9999993075473536,
140, 2.0309075745066223e-07, 2.0309075745066223e-07, 0.9999995930266696,
141, 1.5272447587850098e-07, 1.5272447587850098e-07, 0.9999996937586288,
142, 1.2561436463259785e-07, 1.2561436463259785e-07, 0.9999997479790499,
143, 7.98247644706326e-08, 7.98247644706326e-08, 0.9999998395615095,
144, 6.659335762624018e-08, 6.659335762624018e-08, 0.9999998660241635,
145, 4.711830533102353e-08, 4.711830533102353e-08, 0.9999999049723601,
146, 3.835226204934065e-08, 3.835226204934065e-08, 0.9999999225037784,
147, 4.347006694671295e-08, 4.347006694671295e-08, 0.999999912266507,
148, 4.443670294085638e-08, 4.443670294085638e-08, 0.9999999103347403,
149, 3.097450856720476e-08, 3.097450856720476e-08, 0.9999999372594195,
150, 3.14734843207227e-08, 3.14734843207227e-08, 0.9999999362626133,
151, 4.0114813103954946e-08, 4.0114813103954946e-08, 0.9999999189822153,
152, 3.5651982933420244e-08, 3.5651982933420244e-08, 0.9999999279098145,
153, 1.6300116564701528e-08, 1.6300116564701528e-08, 0.999999966614269,
154, 9.66258080064606e-09, 9.66258080064606e-09, 0.9999999798856154,
155, 8.402496001198405e-09, 8.402496001198405e-09, 0.9999999824067346,
