Optimize time:0.40553546733326384
Begin Prob:-26971.299436246885
End Prob:-26905.480258758842
Substitution parameters:[0.2717707538043517, 0.19529226178032646, 0.21552811329941782, 0.31740887111590405, 1.6626851748457352]
Trees:
(2:999.9999215812713,(3:999.9999215812713,(1:999.9999215812713,4:999.9999215812713):999.9999215812713):999.9999215812713);
(2:999.9999215812713,(1:999.9999215812713,(3:999.9999215812713,4:999.9999215812713):999.9999215812713):999.9999215812713);
(2:1.03937,(4:0.694135,(3:377.5189684393273,1:1.05671):1e-06):1.03937);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.007245728239406904, 0.32682889513007074, 0.6659253737245626,
1, 0.0067603730879796705, 0.3269752387865414, 0.6662643852172592,
2, 0.006259412583127664, 0.3273641011851992, 0.666376483323339,
3, 0.005608140015455115, 0.32773630785390806, 0.6666555492236909,
4, 0.005049471499602188, 0.32829870069208694, 0.666651824900847,
5, 0.004613326493565275, 0.3291556506024923, 0.6662310199966696,
6, 0.00434987493502387, 0.3304561239235723, 0.6651939982324101,
7, 0.00399830688903081, 0.33155925124890206, 0.6644424389546564,
8, 0.0036674114812999172, 0.33209159464919125, 0.6642409909629138,
9, 0.003264663403267477, 0.3326706120125057, 0.6640647216753996,
10, 0.002984828850415132, 0.3334570621380567, 0.6635581061045203,
11, 0.0027906832704733776, 0.3345574632714613, 0.6626518505513361,
12, 0.0025461827186238446, 0.33569145810301865, 0.6617623562707037,
13, 0.0022323244909420803, 0.33675175157869514, 0.6610159210250283,
14, 0.00200909835312529, 0.3379966530431703, 0.659994245697724,
15, 0.001803801751575541, 0.3386209187990444, 0.6595752765435846,
16, 0.0016631499114177547, 0.33955813166157756, 0.6587787155200729,
17, 0.0015704384021313922, 0.34085155140364676, 0.6575780072882487,
18, 0.001440852659860959, 0.342019605098292, 0.656539539334132,
19, 0.0012792685083532723, 0.3433271709232088, 0.6553935576615276,
20, 0.0011709311777824936, 0.345304880653229, 0.6535241852649638,
21, 0.0010661041368672517, 0.3464127948258729, 0.6525210981311547,
22, 0.0009651365194445125, 0.3469402586460794, 0.6520946019304696,
23, 0.0009194705277388504, 0.3480094933096742, 0.6510710332576651,
24, 0.0009091319654390841, 0.3496814104027443, 0.6494094547252579,
25, 0.0008990140938764314, 0.3505519746036683, 0.6485490083954099,
26, 0.000918739262115681, 0.35195873484789925, 0.6471225229847993,
27, 0.0009350931242100479, 0.3539147131068853, 0.6451501908631427,
28, 0.0009440334818566987, 0.3565321008785817, 0.6425238627359467,
29, 0.0009234147513917058, 0.3587949523849841, 0.640281629957352,
30, 0.000914893979017906, 0.36149414392720236, 0.6375909591863097,
31, 0.0008784442201241086, 0.36398769658620983, 0.6351338562891428,
32, 0.000892144109730891, 0.3680011012167553, 0.6311067517646777,
33, 0.0008881228278353365, 0.37291956044398794, 0.6261923138191954,
34, 0.0009252732449168864, 0.3794361276655212, 0.6196385961808966,
35, 0.0010474560553669046, 0.3892310688195052, 0.6097214722151908,
36, 0.0011204900524124483, 0.3995193376286868, 0.5993601694089855,
37, 0.0011497809384900574, 0.41064634220762014, 0.5882038739464169,
38, 0.0011525752153491117, 0.4171827876716089, 0.5816646342055026,
39, 0.0011693566180177993, 0.4248588158175685, 0.5739718246565246,
40, 0.0011293010147734315, 0.43123569944615325, 0.5676349966328357,
41, 0.0010890795177752842, 0.4349283879959, 0.5639825295799573,
42, 0.0011000963628890203, 0.4404360506552428, 0.5584638500729028,
43, 0.0012106932905452412, 0.44980565071415884, 0.5489836530849324,
44, 0.001271878823488447, 0.4596492404547752, 0.5390788778121556,
45, 0.0014424148649733724, 0.4745263967688757, 0.5240311854552872,
46, 0.0018005560256742653, 0.49702922957311335, 0.501170211487444,
47, 0.001981655599064577, 0.5155480260819967, 0.4824703154053068,
48, 0.002117094925625342, 0.5261575858350364, 0.47172531632548004,
49, 0.0021686670568786606, 0.5360945613157153, 0.4617367687128581,
50, 0.002197856798497692, 0.541862790363863, 0.45593934992325885,
51, 0.002161751632965478, 0.5466743932437766, 0.45116385220966637,
52, 0.0021170624306924893, 0.5494922287018144, 0.4483907059544137,
53, 0.0021328352287159525, 0.552858087712759, 0.44500907414366686,
54, 0.0022402118017562107, 0.5579152938741753, 0.4398444914100738,
55, 0.0022827383384806965, 0.5623015445177626, 0.4354157142295669,
56, 0.0022740953008373232, 0.566299291517003, 0.43142661026738816,
57, 0.0023423614304806514, 0.5722980323225951, 0.4253596033330197,
58, 0.0023825630809053027, 0.5758049603741651, 0.42181247362922125,
59, 0.0025471345334627197, 0.5813902522647898, 0.4160626102871629,
60, 0.0026626184214919146, 0.5846319570585178, 0.4127054216033238,
61, 0.0028577364439285676, 0.589381962648348, 0.40776029799058305,
62, 0.003172743740753226, 0.5963236145696579, 0.40050363877155615,
63, 0.0033686098004860913, 0.6023399787580779, 0.3942914085242642,
64, 0.0034914317047581344, 0.6082624867312779, 0.3882460786489517,
65, 0.003558073824163856, 0.6144966968370629, 0.38194522642432843,
66, 0.0037695088551735457, 0.6238464257338142, 0.3723840624945092,
67, 0.003913097445944309, 0.634070055570682, 0.3620168440642915,
68, 0.003955256168740732, 0.6436251470897121, 0.35241959382587856,
69, 0.0039011404279901117, 0.6522600135497282, 0.3438388431073104,
70, 0.0038350653649907793, 0.6573722306848885, 0.3387927010336553,
71, 0.0037318185939557783, 0.6607799921896375, 0.33548818629981797,
72, 0.003589440421185555, 0.6650028222875748, 0.3314077343764901,
73, 0.0035213958099597773, 0.6705744750871602, 0.3259041261882529,
74, 0.003453213705726003, 0.6738515312532165, 0.3226952521246161,
75, 0.003331192005793852, 0.6769483625608861, 0.3197204425192229,
76, 0.003225527876249899, 0.6811292473711666, 0.31564522183876204,
77, 0.0031383172642576165, 0.6835477708169531, 0.3133139090066886,
78, 0.003056322114146266, 0.6849397887061324, 0.3120038862689367,
79, 0.0029626135920894593, 0.685800184290591, 0.3112371992036998,
80, 0.0028374205959973424, 0.686779752092263, 0.31038282439478276,
81, 0.00269262096649995, 0.6873599657856688, 0.3099474103300329,
82, 0.0025222357365801903, 0.687626707096977, 0.30985105425159293,
83, 0.0024056670533719494, 0.6881183305534962, 0.3094759994768424,
84, 0.0023068704115584144, 0.6881712987234059, 0.30952182794733646,
85, 0.0022028286160266012, 0.687814337797506, 0.30998283067305993,
86, 0.0020568596618071055, 0.6873803774018366, 0.31056276002035077,
87, 0.0019872278437379084, 0.6873325043491069, 0.31068026489143,
88, 0.0019337348672729966, 0.6874012195131183, 0.310665042702705,
89, 0.001853091235853124, 0.6874258141996643, 0.3107210916488935,
90, 0.0018119654905758154, 0.6875645209819646, 0.3106235106130357,
91, 0.001775197976313071, 0.6872990723449829, 0.310925726763903,
92, 0.0017229500648560697, 0.6866828171374263, 0.31159422988523905,
93, 0.0016413797502046689, 0.6860132760672356, 0.3123453412697124,
94, 0.0015359492967590496, 0.685397779687925, 0.3130662681023598,
95, 0.0014724680031860094, 0.6849307173613457, 0.31359681172119064,
96, 0.0013792120451772102, 0.6843906275252049, 0.3142301575148972,
97, 0.0012502474362706712, 0.683772398507173, 0.31497735114284364,
98, 0.0011459231299546936, 0.6832942677307923, 0.3155598062250575,
99, 0.0010693289310366632, 0.6831138578076651, 0.3158168103457417,
100, 0.0010226724491061092, 0.683169087900022, 0.31580823673447045,
101, 0.001001434095349495, 0.6833435593263667, 0.31565500366197174,
102, 0.000958511772178853, 0.683390040006296, 0.31565144530276446,
103, 0.0009441405498328179, 0.6837232950806722, 0.31533256144712785,
104, 0.0009574244505367955, 0.6843983770771774, 0.3146441955494599,
