Optimize time:0.24179756926165688
Begin Prob:-27051.837205564214
End Prob:-27043.62202913506
Substitution parameters:[0.2698467142276116, 0.19697122706443754, 0.2158374801999841, 0.31734457850796677, 1.8061663595354684]
Trees:
((3:999.3759764605267,4:302.43570089594346):822.69828671022,(1:743.2459848223947,2:998.8390104836918):890.2493818538243);
(4:302.3044836666496,(2:820.0905251499935,(1:309.017685357953,3:768.7352996360651):999.3759764605267):999.9968021532302);
(4:0.754788,(1:114.90031224541704,(3:1.50897,2:0.946964):1e-06):0.754788);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.44271870230076144, 0.27846708684068716, 0.2788142093410326,
1, 0.44303337538034854, 0.27830946514794436, 0.2786571579537612,
2, 0.44350370804746003, 0.2780740230106356, 0.27842226742312615,
3, 0.44412026618512623, 0.27776546125152396, 0.2781142710448443,
4, 0.4446751622106001, 0.2774877272679156, 0.2778371090028282,
5, 0.44517889744544653, 0.2772355720663432, 0.2775855289670973,
6, 0.4456985275637681, 0.27697546853358196, 0.2773260023832534,
7, 0.4461272359834641, 0.27676083881703306, 0.2771119236779694,
8, 0.44670609469030587, 0.27647112977059773, 0.2768227740187698,
9, 0.447445650621852, 0.27610106468843154, 0.2764532831695358,
10, 0.44801971134318497, 0.2758137683934616, 0.2761665187428711,
11, 0.448570210545435, 0.275538266019778, 0.27589152191364485,
12, 0.4490974789384106, 0.2752743919618442, 0.2756281275773352,
13, 0.44957448240371695, 0.2750356472975286, 0.275389868776615,
14, 0.45023061366647593, 0.27470734340050657, 0.2750620414089259,
15, 0.4510484156364691, 0.2742982006599673, 0.2746533821824166,
16, 0.45179942114031296, 0.27392245943756216, 0.2742781178989715,
17, 0.4525527537204385, 0.2735455466777709, 0.27390169807820125,
18, 0.4532298492803542, 0.2732067511695407, 0.27356339802836255,
19, 0.4540787044860811, 0.27278206817705664, 0.2731392258149535,
20, 0.4549764322138337, 0.27233294704101846, 0.2726906192246589,
21, 0.4556919122841365, 0.2719749716909686, 0.27233311450313175,
22, 0.45655886928669204, 0.27154125257814693, 0.27189987661398696,
23, 0.45734382690767206, 0.27114853286931156, 0.2715076387021967,
24, 0.45802285310464413, 0.2708087929842025, 0.2711683523901085,
25, 0.45890242701222533, 0.27036878100044304, 0.27072879046575055,
26, 0.45995714745909133, 0.2698411874447519, 0.27020166357402925,
27, 0.46083197226688716, 0.26940352465165146, 0.2697645015609149,
28, 0.46164446247661856, 0.2689970274696545, 0.2693585085302429,
29, 0.4626767279972493, 0.26848064103225483, 0.2688426294468671,
30, 0.46392680424401916, 0.2678553364630388, 0.2682178577686752,
31, 0.4651085965160122, 0.26726417036697486, 0.2676272315945726,
32, 0.46617569278677273, 0.266730370664081, 0.2670939350255094,
33, 0.46727075493950543, 0.26618258533438427, 0.26654665820437956,
34, 0.4685872754907158, 0.26552405581604627, 0.2658886671734887,
35, 0.46969707568525404, 0.2649689150764103, 0.26533400772139987,
36, 0.4708675360402663, 0.2643834438993245, 0.2647490185433031,
37, 0.4720109504868194, 0.2638115166825885, 0.26417753131305594,
38, 0.4734338524088461, 0.263099844811157, 0.26346630126078757,
39, 0.474543906812541, 0.26254463269445844, 0.26291145897413487,
40, 0.4755739352089956, 0.26202943628706477, 0.26239662698425986,
41, 0.4766313284064144, 0.2615005554952093, 0.26186811458132025,
42, 0.47789724910265824, 0.2608674069869671, 0.2612353423909931,
43, 0.47923340735063835, 0.26019914058594906, 0.26056745054641245,
44, 0.48040905753243623, 0.25961113686185405, 0.2599798040887374,
45, 0.4813186685991528, 0.25915617991081136, 0.2595251499732869,
46, 0.4824295985391652, 0.25860056048740276, 0.25896983945516905,
47, 0.48348743527603527, 0.25807146696090516, 0.2584410962447144,
48, 0.4847327292437857, 0.2574486383503049, 0.2578186308895674,
49, 0.4857858395698961, 0.2569219194084856, 0.2572922395069125,
50, 0.48663322935046993, 0.2564980761545595, 0.2568686929809702,
51, 0.4876738213380463, 0.25597762999112533, 0.2563485471579301,
52, 0.48889986591602563, 0.2553644529949665, 0.25573567957469656,
53, 0.4899357115524272, 0.25484639146426113, 0.25521789546938206,
54, 0.4907891068976833, 0.2544195605051224, 0.25479133108109353,
55, 0.49151161710421126, 0.2540581810213027, 0.2544302003582572,
56, 0.49217547985216575, 0.2537261043834563, 0.2540984142498025,
57, 0.4927846035614442, 0.25342139286360665, 0.2537940020580329,
58, 0.49329488089506934, 0.2531661066195427, 0.2535390109683671,
59, 0.49398133546523615, 0.2528227478204513, 0.2531959151986459,
60, 0.4946572026504364, 0.2524846754131019, 0.2528581204204784,
61, 0.4951914233533028, 0.25221743671118985, 0.2525911384175796,
62, 0.4957418639585262, 0.25194208867739365, 0.2523160458455807,
63, 0.4961393146413562, 0.25174324185719804, 0.25211744198310604,
64, 0.4964958233970095, 0.2515648580708386, 0.25193931701251276,
65, 0.49701947407055236, 0.25130291866431564, 0.2516776057449127,
66, 0.4974969905914891, 0.2510640261298329, 0.25143898176002993,
67, 0.4981300818316401, 0.25074735096375167, 0.25112256568695307,
68, 0.4987337707752263, 0.2504453694559875, 0.250820858251706,
69, 0.49927126748089706, 0.250176490636421, 0.25055224036512563,
70, 0.4996568431497082, 0.24998357815998754, 0.250359577172197,
71, 0.5000081477991419, 0.24980778209235746, 0.25018406858998954,
72, 0.5003956279846432, 0.24961390002702052, 0.24999047047059125,
73, 0.5007310215565806, 0.24944605981818133, 0.24982291710623897,
74, 0.5011972431181891, 0.24921281201359974, 0.24958994334856285,
75, 0.5017866891290054, 0.24891795432255195, 0.24929535502627947,
