Optimize time:0.4154478214846717
Begin Prob:-27449.761577790934
End Prob:-27267.112870124787
Substitution parameters:[0.2714068871911941, 0.19958605397186266, 0.2106619040903548, 0.3183451547465884, 9.999942446345104]
Trees:
(2:999.9999215812713,(1:999.9999215812713,(3:999.9999215812713,4:999.9999215812713):999.9999215812713):999.9999215812713);
(2:999.9999215812713,(3:999.9999215812713,(4:999.9999215812713,1:999.9999215812713):999.9999215812713):999.9999215812713);
(2:1.27817,(4:0.514119,(3:381.9656972748695,1:1.88856):1e-06):1.27817);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.9997435357779668, 0.0001284447947312037, 0.00012801812628363444,
1, 0.9997756195248038, 0.00011239155064390272, 0.00011198762320096423,
2, 0.9997936863871874, 0.00010334528983270778, 0.00010296702064809015,
3, 0.9998187569555136, 9.081946228024953e-05, 9.042227822347506e-05,
4, 0.999850450491563, 7.49653236613141e-05, 7.458287855856208e-05,
5, 0.9998683019002931, 6.60291366384307e-05, 6.566765625113074e-05,
6, 0.9998814485871839, 5.9443811327089814e-05, 5.910629665205871e-05,
7, 0.9998911276896503, 5.4592292716738945e-05, 5.427871415081499e-05,
8, 0.9998982499237635, 5.1020036781002183e-05, 5.072873271566065e-05,
9, 0.9999085128926497, 4.588473676762343e-05, 4.5601064323597094e-05,
10, 0.9999220751801143, 3.909815457777669e-05, 3.88253581839754e-05,
11, 0.9999319505676646, 3.415246008229498e-05, 3.3895667101281936e-05,
12, 0.9999456566434655, 2.7303209695554194e-05, 2.7038841962828756e-05,
13, 0.9999534317469067, 2.341437551310524e-05, 2.3152573267605625e-05,
14, 0.9999591565693844, 2.054917729437654e-05, 2.0292949618253073e-05,
15, 0.9999663282754399, 1.6955045118577812e-05, 1.6715376316538598e-05,
16, 0.99997154993342, 1.4336052702849949e-05, 1.4112708314282529e-05,
17, 0.999974484004209, 1.2863393193878305e-05, 1.2651298101492448e-05,
18, 0.999976477956968, 1.1862976665726374e-05, 1.1657762326506093e-05,
19, 0.9999792595594859, 1.0470417901096472e-05, 1.0268715710254209e-05,
20, 0.9999808148444129, 9.69128263963547e-06, 9.49256647020957e-06,
21, 0.9999816698079649, 9.262732692555276e-06, 9.066152447119718e-06,
22, 0.9999827697895066, 8.710626201174057e-06, 8.518276621512621e-06,
23, 0.9999835578097425, 8.314785424635803e-06, 8.126100684311696e-06,
24, 0.9999839689165004, 8.1080898913773e-06, 7.921688658976747e-06,
25, 0.9999841384945404, 8.022692491701423e-06, 7.837510655632537e-06,
26, 0.9999844392924541, 7.871314464379478e-06, 7.688090725971168e-06,
27, 0.9999849043718119, 7.637341429514054e-06, 7.456986132086338e-06,
28, 0.9999855878106169, 7.294363931530382e-06, 7.116521478911302e-06,
29, 0.9999859873023058, 7.093021673789817e-06, 6.918374889136175e-06,
30, 0.9999866031309184, 6.783532654834301e-06, 6.612038271499992e-06,
31, 0.9999870329633622, 6.567335850800625e-06, 6.398400360401549e-06,
32, 0.9999873203418129, 6.422647067950091e-06, 6.255709678434744e-06,
33, 0.9999874981821677, 6.332995251860447e-06, 6.167515483365327e-06,
34, 0.9999877648900092, 6.19837801058062e-06, 6.035426954519981e-06,
35, 0.9999881732591311, 5.992503564672384e-06, 5.8329300440905764e-06,
36, 0.9999884461807486, 5.8547317660021145e-06, 5.697785936961489e-06,
37, 0.9999885339095977, 5.810186992514518e-06, 5.654595686083129e-06,
38, 0.9999887244975023, 5.7138469483502395e-06, 5.56035049345064e-06,
39, 0.9999887789792601, 5.685579895683499e-06, 5.534135775743469e-06,
40, 0.9999887507124824, 5.698876955810396e-06, 5.5491027759659584e-06,
41, 0.9999888010906475, 5.67258446868015e-06, 5.5250184564239905e-06,
42, 0.9999889644158902, 5.589720300642329e-06, 5.44455827235357e-06,
43, 0.9999892098130726, 5.4652389318783584e-06, 5.3236401359170484e-06,
44, 0.999989592266093, 5.27202538514847e-06, 5.1344026120377074e-06,
45, 0.999989847962443, 5.1426229374288945e-06, 5.008104533365658e-06,
46, 0.9999902417551766, 4.944037301541886e-06, 4.812900998344676e-06,
47, 0.9999908051017701, 4.6601465736006284e-06, 4.533445981078995e-06,
48, 0.9999915250368635, 4.296864367222596e-06, 4.176790654706434e-06,
49, 0.9999920402613782, 4.036638331350921e-06, 3.9217930590051896e-06,
50, 0.9999927377330046, 3.6843993249046218e-06, 3.576559074664318e-06,
51, 0.9999937043155933, 3.1963016987115062e-06, 3.09807266840194e-06,
52, 0.999994238847873, 2.9261617231779436e-06, 2.8336804999535077e-06,
53, 0.9999945246422444, 2.7815369258542873e-06, 2.6925129792250387e-06,
54, 0.9999948871685512, 2.5978927238093816e-06, 2.5136321737807828e-06,
55, 0.9999954284025895, 2.324494764908362e-06, 2.245795861184267e-06,
56, 0.9999960891185843, 1.990309573840068e-06, 1.919267157888236e-06,
57, 0.9999965670926747, 1.7483479341727135e-06, 1.68325241867851e-06,
58, 0.9999968583664904, 1.6002693637665952e-06, 1.5400517004457255e-06,
59, 0.99999706555603, 1.4948154703109395e-06, 1.438320427062714e-06,
60, 0.9999973378179641, 1.3561418174626483e-06, 1.30473357601107e-06,
61, 0.9999977219584734, 1.1606930425098483e-06, 1.1160381691322444e-06,
62, 0.9999979985424964, 1.0198249961158415e-06, 9.803203201279265e-07,
63, 0.9999984081563462, 8.11471250009709e-07, 7.790596369946646e-07,
64, 0.9999987053351301, 6.601763980194312e-07, 6.33173373162457e-07,
65, 0.9999988890928566, 5.662142916877926e-07, 5.433756230086364e-07,
66, 0.9999989849025647, 5.170670966072089e-07, 4.9671361261178e-07,
67, 0.9999991375229083, 4.391813130995583e-07, 4.2197467192299535e-07,
68, 0.9999992376836594, 3.880523862093918e-07, 3.7294367521923494e-07,
69, 0.999999371612118, 3.196739455136999e-07, 3.073944141788273e-07,
70, 0.9999994611718281, 2.7393976266586934e-07, 2.635684791847479e-07,
71, 0.999999503594277, 2.521646543869512e-07, 2.4291773266669475e-07,
72, 0.9999995290601164, 2.38996101929229e-07, 2.3062241543895776e-07,
73, 0.9999995792096318, 2.1340455601158265e-07, 2.0606476810841335e-07,
