Optimize time:0.49675330738226575
Begin Prob:-27434.74601543802
End Prob:-26519.630990288766
Substitution parameters:[0.2672647581123937, 0.20214846683566426, 0.21340574297120435, 0.31718103208073767, 6.311388117675669]
Trees:
(1:755.8016479430232,(2:779.24441111629,(4:755.8016479430232,3:763.9322585681878):798.9984034187966):771.0781120237401);
(1:763.9322585681878,(4:755.8016479430232,(2:755.8016479430232,3:755.8016479430232):755.8016479430232):769.5397987371156);
(1:1.07095,(3:0.354863,(2:755.8016479430232,4:0.318547):1e-06):1.07095);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.19677121607884646, 0.19677121607884646, 0.6064575675405678,
1, 0.1549706927140493, 0.1549706927140493, 0.6900586142704589,
2, 0.1986396317435661, 0.1986396317435661, 0.6027207362107273,
3, 0.46994164912643577, 0.46994164912643577, 0.06011670144641779,
4, 0.37532594617786835, 0.37532594617786835, 0.2493481073410472,
5, 0.17903284628561464, 0.17903284628561464, 0.6419343071257708,
6, 0.14656229161732104, 0.14656229161732104, 0.7068754164617925,
7, 0.47600701016551095, 0.47600701016551095, 0.04798597936490834,
8, 0.4580448099770253, 0.4580448099770253, 0.08391037973950036,
9, 0.4267018987739716, 0.4267018987739716, 0.14659620214641264,
10, 0.44783665004599404, 0.44783665004599404, 0.10432669960341438,
11, 0.3606685160497896, 0.3606685160497896, 0.2786629675939812,
12, 0.19440615994487714, 0.19440615994487714, 0.6111876798039984,
13, 0.15160047669198887, 0.15160047669198887, 0.6967990463113056,
14, 0.16846386288677823, 0.16846386288677823, 0.6630722739219242,
15, 0.3381477601637807, 0.3381477601637807, 0.32370447936856445,
16, 0.3854863169227044, 0.3854863169227044, 0.2290273658474893,
17, 0.33689658945472434, 0.33689658945472434, 0.3262068207831738,
18, 0.12991805567955741, 0.12991805567955741, 0.7401638883353495,
19, 0.1339820379535344, 0.13398203795304695, 0.7320359237867654,
20, 0.14546679689219624, 0.14546679689219624, 0.7090664059094537,
21, 0.32054915863316386, 0.32054915863316386, 0.3589016824292414,
22, 0.2827250568463581, 0.2827250568463581, 0.4345498860019862,
23, 0.20336865054841455, 0.20336865054841455, 0.5932626985995266,
24, 0.25000176198839863, 0.25000176198839863, 0.49999647571945555,
25, 0.3865636744293827, 0.3865636744293827, 0.2268726508373783,
26, 0.48820017844744534, 0.48820017844744534, 0.023599642801271404,
27, 0.47545383274422415, 0.47545383274422415, 0.04909233420654293,
28, 0.489186205048465, 0.489186205048465, 0.02162758959697952,
29, 0.4084591973928418, 0.4084591973928418, 0.18308160490642122,
30, 0.09997407083886042, 0.09997407083886042, 0.8000518580106694,
31, 0.11184485080219228, 0.11184485080219228, 0.7763102980843818,
32, 0.29647470127712483, 0.29647470127712483, 0.4070505971347326,
33, 0.3089523809590949, 0.3089523809590949, 0.3820952377706636,
34, 0.17885407653685978, 0.1788540765362091, 0.6422918466158236,
35, 0.13692282733444724, 0.13692282733444724, 0.7261543450195387,
36, 0.23255500278217903, 0.23255500278217903, 0.5348899941254487,
37, 0.17141524191129165, 0.17141524191129165, 0.6571695158686383,
38, 0.22038959931413052, 0.22038959931413052, 0.5592208010638581,
39, 0.4400083313292352, 0.4400083313276345, 0.11998333703391001,
40, 0.48772488890232824, 0.4877248889005539, 0.02455022188595401,
41, 0.4197326948573288, 0.4197326948573288, 0.1605346099759637,
42, 0.42006888907418843, 0.42006888907266027, 0.1598622215450357,
43, 0.39935129995658863, 0.39935129995658863, 0.20129739977638303,
44, 0.1485700386656264, 0.1485700386656264, 0.7028599223616059,
45, 0.2382273310323071, 0.2382273310323071, 0.5235453376269456,
46, 0.0854925675944318, 0.0854925675944318, 0.829014864503267,
47, 0.05475830751428611, 0.05475830751428611, 0.8904833846649735,
48, 0.1704906660849778, 0.1704906660849778, 0.6590186675207563,
49, 0.11686445488870055, 0.11686445488870055, 0.7662710899120136,
50, 0.14834166928018044, 0.14834166928018044, 0.703316661129481,
51, 0.2907972700302369, 0.2907972700302369, 0.41840545963043524,
52, 0.47706395258789963, 0.47706395258789963, 0.04587209451450382,
53, 0.39084277352593766, 0.3908427735245158, 0.21831445263914637,
54, 0.35512940047537206, 0.35512940047537206, 0.2897411987380922,
55, 0.2363722246692533, 0.2363722246692533, 0.5272555503501953,
56, 0.38839432580218797, 0.38839432580218797, 0.22321134808425205,
57, 0.47085431764794206, 0.47085431764794206, 0.05829136439431928,
58, 0.27505594255374594, 0.27505594255374594, 0.4498881145858583,
59, 0.08141204774323028, 0.08141204774323028, 0.8371759042062978,
60, 0.07345210057374094, 0.07345210057374094, 0.8530957985457135,
61, 0.2030807506904239, 0.2030807506904239, 0.5938384983136262,
62, 0.14263153362586473, 0.14263153362586473, 0.7147369324421221,
63, 0.12359875413614818, 0.12359875413569853, 0.7528024914232065,
64, 0.09241217425430505, 0.09241217425430505, 0.8151756511869761,
65, 0.269621859224198, 0.269621859224198, 0.46075628124814605,
