Optimize time:0.5061950806776683
Begin Prob:-27286.998720847958
End Prob:-27132.281263842353
Substitution parameters:[0.26870155799559076, 0.20345117496884868, 0.20913768830381407, 0.3187095787317465, 9.99994891085966]
Trees:
((3:140.7131805865622,4:163.98459134069634):151.49993023817794,(1:190.9837423098853,2:190.98381464204692):190.98381464204692);
(2:877.9008239715115,(3:190.98381464204692,(1:169.5714714749915,4:190.98381464204692):190.98381464204692):190.98381464204692);
(2:1.04763,(4:0.489017,(1:164.30914682703005,3:0.470296):1e-06):1.04763);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.4838666389756749, 0.2581345708846201, 0.25799878887856553,
1, 0.43206548009131607, 0.28399850612408717, 0.28393601252289963,
2, 0.24948477571000724, 0.37509795138945745, 0.37541727163895255,
3, 0.20147237399182583, 0.39913692864523376, 0.3993906961031568,
4, 0.19036231404808812, 0.4046672243227712, 0.4049704603671764,
5, 0.17881754316390724, 0.410323012311928, 0.41085944326154833,
6, 0.18958223781383055, 0.4049645494613712, 0.40545321146153074,
7, 0.16442273415523967, 0.4173999580661699, 0.41817730651257606,
8, 0.1754495083646316, 0.4118798552832653, 0.41267063508566093,
9, 0.23417106207210814, 0.3826203775347268, 0.383208559126716,
10, 0.43712931106298214, 0.28140347368217744, 0.28146721398650254,
11, 0.4702082105154288, 0.2649381572809074, 0.2648536309360337,
12, 0.34380350259211456, 0.32809688606418974, 0.328099610076234,
13, 0.39938581850495936, 0.3002865347858861, 0.3003276454406514,
14, 0.31356237623062916, 0.3430816758455296, 0.3433559466573008,
15, 0.46533227554555856, 0.2673533875773922, 0.26731433561000534,
16, 0.46686535202199625, 0.2666130788985459, 0.2665215678127913,
17, 0.3051030891636559, 0.3474024654518034, 0.34749444411771263,
18, 0.22780588186246067, 0.3859191864983983, 0.38627493037195376,
19, 0.2723378617358028, 0.36376971182382545, 0.36389242517251597,
20, 0.45073638899707924, 0.27467097911835314, 0.2745926306152672,
21, 0.4576724406945445, 0.27117604707035525, 0.271151510966178,
22, 0.30842606531692246, 0.34563148790273607, 0.34594244551190945,
23, 0.39310378065387835, 0.30339177869637907, 0.30350443938271154,
24, 0.26350215278518857, 0.36804115029069356, 0.36845669565549416,
25, 0.2756955779760082, 0.3619693034698901, 0.36233511728655327,
26, 0.4429953004820129, 0.2785213251936207, 0.2784833730568524,
