Optimize time:1.89274849096934
Begin Prob:-140367.32440173998
End Prob:-136074.7336900355
Substitution parameters:[1, 0.23759636774589274, 0.25799327857489024, 0.2549551414680567, 0.24945521221116038, 2.6781269938532453]
Trees:
(4:999.9999215812713,(3:715.4947350144841,(1:909.8305105756278,2:742.6460436022159):999.9999215812713):999.9999215812713);
((2:999.9963944077208,4:999.9963944077208):999.9843158602122,(1:999.9843158602122,3:999.9843158602122):999.9963944077208);
(4:0.322365,(1:798.374077874967,(2:0.455914,3:0.356657):1e-06):0.322365);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.0016032361062924833, 0.9952752811931528, 0.0031214439107935814,
1, 0.000672752008377621, 0.9981940192182699, 0.0011331899767132226,
2, 0.00027996019102832895, 0.9992552965530216, 0.0004647044286835701,
3, 0.00011199115279576801, 0.9996480040457454, 0.0002399660118650772,
4, 4.631215207326054e-05, 0.9998301618793404, 0.00012348719090775852,
5, 2.0716162806672043e-05, 0.9999162325856021, 6.301250067421731e-05,
6, 1.0211028635348335e-05, 0.9999589267822271, 3.082342700348924e-05,
7, 6.014514256624548e-06, 0.9999809229412472, 1.3023746394985878e-05,
8, 4.103519206159115e-06, 0.9999885126094763, 7.345076024424561e-06,
9, 3.1873869953820963e-06, 0.9999900311728505, 6.742651621806866e-06,
10, 2.995843521374149e-06, 0.9999901088793061, 6.856464154037705e-06,
11, 3.109118552941006e-06, 0.9999892698245253, 7.58223974195317e-06,
12, 3.4203955454387984e-06, 0.9999826536272136, 1.3887196248049815e-05,
13, 4.332712679804696e-06, 0.9999708716809022, 2.4756816621005353e-05,
14, 4.468432987175966e-06, 0.999966831496592, 2.866124900310723e-05,
15, 4.006305207308361e-06, 0.999970330627497, 2.5624246341887912e-05,
16, 3.498728031736911e-06, 0.9999799724287295, 1.6490019198129905e-05,
17, 3.6268308609798133e-06, 0.9999844270399322, 1.1907306619540538e-05,
18, 4.278014838057566e-06, 0.9999813452880666, 1.4337867212340831e-05,
19, 3.2339610017533695e-06, 0.9999877232938693, 9.003923855592649e-06,
20, 2.8432623236477936e-06, 0.999991243510661, 5.874369529660066e-06,
21, 2.866470584233888e-06, 0.9999936721487878, 3.4225203912052172e-06,
22, 2.8429415737964992e-06, 0.999994269792343, 2.848393373782303e-06,
23, 2.7568690998422252e-06, 0.9999937722362323, 3.432013836811733e-06,
24, 2.784570868081755e-06, 0.999994057044584, 3.1194762482695168e-06,
25, 2.6350437655887104e-06, 0.9999931103030539, 4.215751435504943e-06,
26, 2.716090292202127e-06, 0.9999922739232864, 4.971054534289216e-06,
27, 2.874280148502487e-06, 0.999991496711801, 5.590088096444268e-06,
28, 3.0282936996375096e-06, 0.9999869401197133, 9.992675880759973e-06,
29, 3.7586616973688345e-06, 0.9999789519529771, 1.7250486703506953e-05,
30, 3.56936934894826e-06, 0.9999783746326107, 1.801709131491524e-05,
31, 4.252873705359046e-06, 0.9999725391667899, 2.316903587729851e-05,
32, 3.6077308986948176e-06, 0.9999767489582233, 1.9604390909144305e-05,
33, 3.986389295466115e-06, 0.9999754809346179, 2.0493757603546014e-05,
34, 3.778878064813457e-06, 0.9999814587035846, 1.4723465711500732e-05,
35, 4.241924844137238e-06, 0.9999780038578978, 1.7715266357252612e-05,
36, 3.88279225006363e-06, 0.9999817516864563, 1.4326579650934053e-05,
37, 4.764374785665955e-06, 0.9999810610362977, 1.4135700356755938e-05,
38, 4.3452675044061e-06, 0.9999806445102517, 1.497133584151381e-05,
39, 3.3019074354733475e-06, 0.99998715961796, 9.499575122595644e-06,
40, 2.962240326026392e-06, 0.9999905996815688, 6.399177203693085e-06,
41, 2.8603769131383245e-06, 0.9999930585276976, 4.042201664319091e-06,
42, 2.702372769893653e-06, 0.999993117375236, 4.141349157894401e-06,
43, 2.6116048389575403e-06, 0.9999936464211647, 3.7030827746420973e-06,
44, 2.7311927742085434e-06, 0.9999945793389577, 2.650591324387337e-06,
45, 2.763198120979448e-06, 0.9999944993038611, 2.6985991324553557e-06,
