Optimize time:0.3902432355615828
Begin Prob:-28666.843433965296
End Prob:-27234.766584194218
Substitution parameters:[0.26692135322539645, 0.20549548421602093, 0.2131147022580251, 0.3144684603005574, 9.999937734060577]
Trees:
((2:626.1649813410705,1:626.1649813410705):618.034370715906,(4:626.1649813410705,3:620.5560797159596):626.1649813410705);
(2:617.425723248657,(4:618.1903660916365,(1:618.0344690900864,3:623.0593644315487):618.0304717360121):623.0593644315487);
(2:618.7797582920989,(3:0.148916,(4:0.201382,1:2.20756):0.0154622):1.17764);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.25817274266540025, 0.2848084914250037, 0.4570187633411947,
1, 0.27617339107474775, 0.24955880357309715, 0.474267802781705,
2, 0.23674634467157762, 0.2581101168976742, 0.5051435358610726,
3, 0.3088943865223444, 0.2791224146693287, 0.41198319623960383,
4, 0.25875777001807904, 0.2857616217194106, 0.4554806056931625,
5, 0.26156089576720687, 0.2363013132486293, 0.5021377884159238,
6, 0.2568256825940393, 0.2837807059053158, 0.45939360893292586,
7, 0.4542529531795667, 0.41039832361017864, 0.13534872064265013,
8, 0.254612127565575, 0.28061842208577437, 0.46476944778165397,
9, 0.41708670167889017, 0.4587951110434176, 0.12411818471058111,
10, 0.26541777626597984, 0.28804422366916954, 0.44653799749878686,
11, 0.2679410402656686, 0.2910311590546756, 0.4410277981129432,
12, 0.23508309133276972, 0.25517027142353704, 0.5097466346760352,
13, 0.41927254658126045, 0.4562973588171638, 0.12443009203327514,
14, 0.3065457363629719, 0.2768994364247776, 0.41655482464490834,
15, 0.2368849034221396, 0.25774955610427014, 0.5053655379049601,
16, 0.2595083624251625, 0.28551712992791234, 0.4549745050781316,
17, 0.265183065707531, 0.28868113577088733, 0.44613579595365516,
18, 0.4524700683896055, 0.4099019444112988, 0.13762798462959847,
19, 0.4519921364004551, 0.41028752390050516, 0.1377203371284175,
20, 0.2973299305070711, 0.2692164707751504, 0.433453596148515,
21, 0.41923119086733623, 0.456130581724251, 0.1246382248383646,
22, 0.2574037846690853, 0.28305919103204724, 0.45953702172848565,
23, 0.23743540996223425, 0.25784561641402076, 0.5047189710528246,
24, 0.25979172791765426, 0.2821959010906976, 0.45801236841884657,
25, 0.23489700018240034, 0.25575923185429317, 0.5093437653911704,
26, 0.4545764337157801, 0.41088332521405124, 0.13454023849959004,
27, 0.2220181421513417, 0.24170347947914916, 0.5362783757992393,
28, 0.2603871657629547, 0.2865194638663658, 0.45309336779916987,
29, 0.2151907718990434, 0.23672485519473463, 0.5480843703351317,
30, 0.22249481785159567, 0.24476603083932968, 0.5327391487397423,
31, 0.2603177543104757, 0.2864040242115758, 0.45327821890811626,
32, 0.21941200104947295, 0.24196834375291845, 0.5386196526264166,
33, 0.45540999875024857, 0.41159081344706916, 0.13299918523144322,
34, 0.23550033486451055, 0.25642558252541375, 0.5080740800384985,
35, 0.21502289008980474, 0.23654797599351512, 0.5484291313439649,
36, 0.26003322866082507, 0.28660629917134106, 0.45336046959612686,
37, 0.2540622892291382, 0.2295922393168297, 0.5163454688822079,
38, 0.2252321568031236, 0.24508607851451, 0.5296817621123129,
39, 0.22283904276293073, 0.24191021339062785, 0.5352507412752681,
40, 0.4159070245082958, 0.45287864884747125, 0.13121432407244688,
41, 0.4522927320975787, 0.4095486570892829, 0.13815860824233905,
42, 0.4514606739262871, 0.4088042121004684, 0.1397351114017641,
43, 0.4148209080774062, 0.4513027003221842, 0.1338763890297624,
44, 0.4164662312328176, 0.4579383513182504, 0.12559541487966042,
45, 0.22005370496683582, 0.24193737507655522, 0.53800891738962,
46, 0.23709799944433282, 0.25803915753455864, 0.5048628404533212,
47, 0.3313422905237419, 0.2999960988492812, 0.3686616080581617,
48, 0.2611272236179343, 0.23649003337326854, 0.5023827404419721,
49, 0.2247444939052828, 0.24496551419703297, 0.5302899893286186,
50, 0.2596478519282836, 0.23449286998037983, 0.5058592755212187,
51, 0.41678754197339835, 0.4593511197323288, 0.12386133572680375,
52, 0.2654033007057374, 0.28855344407420797, 0.44604325265163547,
53, 0.27515877973023417, 0.249149458104542, 0.475691759596627,
54, 0.3061099806653952, 0.2769409385358938, 0.41694907823082983,
55, 0.4156982007786849, 0.45790322869282457, 0.1263985679602232,
56, 0.4162296205743275, 0.4575542540064386, 0.12621612285092512,
57, 0.26508211581706337, 0.28825023994484755, 0.4466676416701641,
58, 0.30003077906899683, 0.27093581841023134, 0.42903339995170653,
59, 0.41348093931871766, 0.4558365149054182, 0.13068254320764428,
60, 0.2352904011301684, 0.25531113924173227, 0.5093984570586402,
61, 0.257111331520139, 0.28359513789454355, 0.45929352801449774,
62, 0.45336064908954943, 0.4106769745556728, 0.13596237378345433,
63, 0.4514320845757597, 0.40876760079056684, 0.13980031206255583,
64, 0.4181847102044705, 0.4553001727085432, 0.12651511451806668,
65, 0.2633720940828397, 0.28573145837793434, 0.4508964449698806,
66, 0.4171589356746503, 0.45305397356274923, 0.12978708819445559,
67, 0.26543236485754024, 0.28812341171452466, 0.44644422085906005,
68, 0.2674994245012087, 0.29051076359987693, 0.4419898093319974,
69, 0.2674446768809595, 0.2909918053521659, 0.4415635152009924,
70, 0.27518819563964086, 0.24916719971126008, 0.47564460208284104,
71, 0.30192528148111336, 0.2732942237613754, 0.42478049219018493,
72, 0.28170270416595594, 0.310547439789495, 0.4077498534786949,
73, 0.23774271376973327, 0.2581534854664041, 0.504103798196467,
74, 0.2125773459844471, 0.23448233565124393, 0.5529403157964505,
75, 0.45345268815536127, 0.4095888852319246, 0.13695842404210679,
76, 0.4173468389010019, 0.4540713721789024, 0.12858178635060022,
77, 0.41636973447953335, 0.4578519278686191, 0.12577833508226666,
