Optimize time:0.33911727997991775
Begin Prob:-27099.08495690971
End Prob:-27051.670633983358
Substitution parameters:[0.26720188151269975, 0.20175224442089212, 0.21277981939623472, 0.3182660546701734, 0.7551275771845563]
Trees:
(2:381.9666292840938,(3:381.9666292840938,(1:381.9666292840938,4:381.9666292840938):381.9666292840938):381.96701366579646);
(2:381.9666292840938,(4:497.85450805145433,(3:387.00924785606145,1:497.85450805145433):381.9666292840938):381.9666292840938);
(2:1.09799,(1:0.873259,(3:381.9666292840938,4:0.711944):0.2229):1.09799);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.361045688760402, 0.32247189635669293, 0.3164824171390661,
1, 0.3858907211626494, 0.3037979766864314, 0.3103113044079106,
2, 0.3040480334467329, 0.3507778801604932, 0.3451740886504814,
3, 0.3974079179883037, 0.30219309342885853, 0.3003989908428238,
4, 0.25123954337636045, 0.37351004733181875, 0.3752504115527249,
5, 0.47981977682959814, 0.2588221735361723, 0.26135805189472,
6, 0.21112536063153928, 0.3964605410857361, 0.392414100544538,
7, 0.43280242347526454, 0.2809149382675509, 0.28628264052130453,
8, 0.33827882603244624, 0.3338558557816604, 0.32786532044987,
9, 0.33545973495740017, 0.32457930213886593, 0.33996096516662094,
10, 0.2997502001026427, 0.35671090729864424, 0.34353889486294814,
11, 0.4510926252589016, 0.27055891742733684, 0.2783484595784772,
12, 0.2181218334048489, 0.3941493016858719, 0.38772886717186866,
13, 0.44906356749210213, 0.27300378955509913, 0.27793264521363975,
14, 0.18864960481389909, 0.40761172753499975, 0.4037386699119052,
15, 0.5326143174042101, 0.23175859346344593, 0.23562709139406574,
16, 0.1702198247029703, 0.41653830483365767, 0.4132418727223724,
17, 0.524668449927207, 0.2371966335295614, 0.23813491880097562,
18, 0.18828446308089683, 0.4090006570235605, 0.4027148821542184,
19, 0.488446522233986, 0.25211287183921116, 0.2594406081855807,
20, 0.2514197273056615, 0.37919951076359737, 0.369380764189028,
21, 0.3147728885601555, 0.33992651686216374, 0.3453005968366395,
22, 0.36530730416560503, 0.3190732308223846, 0.3156194672696906,
23, 0.3239679182317488, 0.3398727251353848, 0.33615935888953397,
24, 0.3053430022381471, 0.3455607521038441, 0.3490962479161633,
25, 0.30339769388691773, 0.35116320565394976, 0.34543910271947403,
26, 0.3540526962260644, 0.318969704941111, 0.3269776010925897,
27, 0.3116105722383722, 0.3493027250142441, 0.33908670500605725,
28, 0.3504532218263095, 0.32067751185987475, 0.3288692685729403,
29, 0.3088040748933428, 0.3487062929135558, 0.3424896344529667,
30, 0.29392887721790223, 0.3507261285502499, 0.35534499649276097,
31, 0.35901435458517694, 0.3239111244345419, 0.31707452324283153,
32, 0.3419068484079045, 0.3266859250596453, 0.33140722879417867,
33, 0.4069554565022552, 0.29563149207822065, 0.2974130536829383,
34, 0.27195182546656926, 0.3652703998713795, 0.3627777769255443,
35, 0.3367377121198708, 0.329985196605811, 0.3332770935374438,
36, 0.2575188482285848, 0.373390310623118, 0.3690908434095278,
37, 0.40677663681738074, 0.29367049465106015, 0.29955287079568416,
38, 0.35306179712584357, 0.3268419904289926, 0.32009621470871197,
39, 0.31569062146264376, 0.3396963475274486, 0.344613033271935,
40, 0.2559355484083329, 0.375230549719998, 0.36883390413473627,
41, 0.4646685260919664, 0.26309346467826994, 0.2722380114945008,
42, 0.2347594768157388, 0.38979117972254307, 0.37544934572791044,
43, 0.34928119568987065, 0.3176895194752879, 0.3330292871001532,
44, 0.3482152895792408, 0.32848781721844506, 0.3232968954679515,
45, 0.3991076721770603, 0.29751611954388896, 0.3033762105442647,
46, 0.28377402745641606, 0.36083471316507454, 0.35539126164484947,
47, 0.2942415056655567, 0.35050099224261944, 0.35525750435856274,
