Optimize time:0.3163554333978229
Begin Prob:-26834.8745292588
End Prob:-26788.296107420927
Substitution parameters:[0.2664212531035797, 0.20033745561743163, 0.21426884355858128, 0.3189724477204075, 9.999942770152128]
Trees:
(2:690.9833146420469,(1:690.9833146420469,(3:829.3847297108724,4:690.9833146420469):690.9833146420469):914.8648292157806);
(2:690.9833146420469,(3:690.9833146420469,(4:690.9833146420469,1:951.2163362490124):690.9833146420469):909.8301932487647);
(2:0.866342,(4:0.339097,(3:706.4095590287105,1:0.717078):1e-06):0.866342);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.9916940753984386, 0.004148387878618876, 0.004157535691221228,
1, 0.9917582064955107, 0.0041163212569348285, 0.004125471218343187,
2, 0.9918212105391382, 0.004084818706704147, 0.004093969725239818,
3, 0.991883285793186, 0.004053780125264447, 0.004062933054887862,
4, 0.9919463782888408, 0.004022232375209103, 0.0040313883095566055,
5, 0.9920086442905764, 0.003991097563806811, 0.004000257117818168,
6, 0.9920723547800941, 0.003959238922108391, 0.003968405270337497,
7, 0.9921355910477403, 0.003927618996619948, 0.003936788927623998,
8, 0.9921976406414638, 0.0038965918095988897, 0.003905766522368496,
9, 0.9922620972407451, 0.003864360807905418, 0.0038735409255851293,
10, 0.9923254487530863, 0.003832682141816178, 0.0038418680824459533,
11, 0.992384780744584, 0.0038030109749395253, 0.0038122072567643847,
12, 0.9924437762837451, 0.003773509620294681, 0.003782713072726634,
13, 0.9925025065493138, 0.0037441422472532107, 0.003753350182041503,
14, 0.9925607458729563, 0.003715022032796224, 0.0037242310721764477,
15, 0.9926199180463021, 0.0036854347870352295, 0.0036946461436372104,
16, 0.9926786837115414, 0.0036560521937333574, 0.003665263073026362,
17, 0.9927365205687635, 0.0036271338327172544, 0.0036363445779837283,
18, 0.9927934431659241, 0.0035986724306377414, 0.003607883380803547,
19, 0.9928497731679167, 0.0035705088065699745, 0.003579717001465597,
20, 0.9929051363142508, 0.003542828360267107, 0.0035520342988504517,
21, 0.9929594774734645, 0.0035156583254388482, 0.0035248631734831667,
22, 0.9930134587465047, 0.003488670093721855, 0.0034978701297964116,
23, 0.9930667917583247, 0.0034620074176035815, 0.003471199798701225,
24, 0.9931197447450414, 0.0034355366544492525, 0.003444717576368785,
25, 0.9931723647283849, 0.0034092334397791933, 0.0034184008055600425,
26, 0.9932216233385128, 0.003384608801474153, 0.0033937668352151174,
27, 0.9932700351440812, 0.003360406886854439, 0.0033695569424557524,
28, 0.9933180939879366, 0.003336383733582199, 0.0033455212507524576,
29, 0.9933657466192258, 0.003312565704578475, 0.0033216866472410844,
30, 0.9934153722619345, 0.003287760901780063, 0.0032968658060005675,
31, 0.9934641692652633, 0.003263369804662549, 0.003272459899161038,
32, 0.9935126016434619, 0.003239162100808332, 0.0032482352250233423,
33, 0.9935617700471556, 0.0032145865229365896, 0.003223642396504333,
34, 0.9936101716578966, 0.003190394157323431, 0.0031994331525465546,
35, 0.9936556203128158, 0.0031676758646599582, 0.0031767027906131223,
36, 0.9937008177391361, 0.0031450842259460056, 0.003154097001632463,
37, 0.9937456783625275, 0.0031226620649088634, 0.0031316585408496063,
38, 0.9937912862370889, 0.0030998668568711805, 0.003108845874530834,
39, 0.9938375881070811, 0.0030767247939989814, 0.0030856860667392723,
40, 0.9938831730782721, 0.0030539410449739774, 0.0030628848443379868,
41, 0.993928282878898, 0.003031395981848781, 0.0030403201116804817,
42, 0.9939704629502786, 0.0030103134120167915, 0.0030192226090708335,
43, 0.9940135977885215, 0.0029887523184713542, 0.002997648867728447,
44, 0.9940571958483264, 0.002966959324910871, 0.0029758438015096114,
45, 0.9941001443302481, 0.002945491201572095, 0.0029543634430363288,
46, 0.9941424527775005, 0.0029243431722295616, 0.0029332030237334177,
47, 0.9941845022633201, 0.0029033255623460486, 0.0029121711470438145,
48, 0.9942257732958499, 0.0028826966207392184, 0.002891529055952763,
49, 0.9942662800366826, 0.002862449278865048, 0.0028712696529735395,
50, 0.9943061288772939, 0.0028425305295255387, 0.002851339563513875,
51, 0.9943457094852123, 0.002822746903880025, 0.0028315425807477193,
52, 0.9943845208879416, 0.0028033475379929712, 0.002812130544088021,
53, 0.9944230553808648, 0.0027840879936853863, 0.002792855593564899,
54, 0.9944612014916863, 0.002765023446963382, 0.002773774029215945,
55, 0.9944986899555371, 0.0027462871130579177, 0.0027550219009824556,
56, 0.9945355018042202, 0.002727888680490115, 0.002736608484457728,
57, 0.9945734953742738, 0.002708898588221599, 0.002717605004377225,
58, 0.9946112563484136, 0.0026900256321338027, 0.0026987169853742114,
59, 0.9946482831455633, 0.0026715194160593205, 0.0026801964065497506,
60, 0.9946846658239838, 0.0026533349724861487, 0.002661998171046244,
61, 0.9947223967708074, 0.0026344764058386467, 0.0026431257903759393,
62, 0.9947610027664903, 0.0026151795201163437, 0.002623816682618072,
63, 0.9947992603191873, 0.0025960578699255, 0.002604680778272314,
64, 0.9948368851731177, 0.0025772525916943323, 0.002585861200234573,
65, 0.9948720475853676, 0.002559676909949775, 0.0025682744732058093,
66, 0.9949066888813478, 0.0025423614518972604, 0.002550948631398126,
67, 0.9949390770927615, 0.002526170843236388, 0.0025347510339788267,
68, 0.9949712814940009, 0.0025100729755672727, 0.0025186444983808375,
69, 0.9950029636302995, 0.002494236207569026, 0.002502799128122165,
70, 0.9950343932148982, 0.0024785264535485047, 0.0024870793001583154,
71, 0.9950665118657885, 0.002462471273103219, 0.002471015826543987,
72, 0.995099379371253, 0.002446040950679039, 0.0024545786461649117,
73, 0.995132012224871, 0.002429729128282095, 0.002438257615043039,
74, 0.9951643156941663, 0.0024135827013870422, 0.002422100574451671,
75, 0.9951973655112542, 0.002397062502040278, 0.002405570959126619,
76, 0.9952314682910994, 0.002380015025101891, 0.0023885156524575376,
77, 0.9952649828496019, 0.002363261172530177, 0.0023717549456820524,
78, 0.9952980934224539, 0.002346710177680655, 0.002355195369239475,
79, 0.9953309762935, 0.0023302737862258716, 0.002338748887964449,
80, 0.9953632776104647, 0.002314128350826526, 0.002322593006354163,
81, 0.9953953006812843, 0.002298123582765239, 0.002306574704317478,
82, 0.9954267867015564, 0.0022823868302346687, 0.0022908254412303715,
83, 0.995459598407472, 0.0022659871240458345, 0.0022744134428853424,
84, 0.9954918822596587, 0.0022498514426757864, 0.002258265272807089,
85, 0.9955236465764249, 0.0022339756203849934, 0.0022423767748137955,
86, 0.9955549399814456, 0.0022183349352107628, 0.00222672405337183,
87, 0.9955860000716866, 0.0022028116481079595, 0.0022111872527021286,
88, 0.9956169210995267, 0.002187358565323833, 0.002195719306784169,
89, 0.995648357055842, 0.0021716477154716113, 0.0021799942045843197,
90, 0.9956795688992813, 0.002156050015968644, 0.002164380063303025,
91, 0.9957112730384519, 0.002140205836354275, 0.002148520103253202,
92, 0.9957427043666374, 0.002124499553380162, 0.0021327950615993665,
93, 0.995773924384251, 0.0021088996888495395, 0.0021171749121045745,
94, 0.9958046818250776, 0.002093530740267536, 0.002101786419073114,
95, 0.99583492373119, 0.0020784190162569196, 0.0020866562396511024,
96, 0.995864950458466, 0.002063415662535946, 0.002071632862936922,
97, 0.9958947752767118, 0.0020485139886984244, 0.002056709720186027,
98, 0.9959226001983637, 0.0020346105563344694, 0.0020427882297211052,
99, 0.995950011691598, 0.002020913507495144, 0.002029073787288011,
100, 0.9959770945338341, 0.0020073813868072402, 0.0020155230651474,
101, 0.9960039840047593, 0.001993946876883294, 0.0020020681021669265,
102, 0.9960306455418565, 0.001980627419082598, 0.001988726022812856,
103, 0.9960567769446965, 0.0019675726625788064, 0.0019756493741411364,
104, 0.9960839822479938, 0.0019539813732477036, 0.0019620353633046,
105, 0.9961109890416243, 0.0019404905647684907, 0.001948519379397827,
106, 0.9961378031475496, 0.001927096999441609, 0.0019350988408586318,
107, 0.9961641994583744, 0.0019139121203306875, 0.00192188740731891,
108, 0.9961901849100281, 0.0019009321502352265, 0.0019088819218387018,
109, 0.9962159523255243, 0.0018880618416028572, 0.0018959848122765105,
110, 0.9962428009152836, 0.0018746511656727888, 0.001882546900523971,
111, 0.9962700873504353, 0.0018610219098884923, 0.0018688897200237304,
112, 0.9962972195018446, 0.0018474704406996553, 0.001855309039216284,
113, 0.9963247812267448, 0.0018337040058113996, 0.0018415137473914481,
