Optimize time:0.4039726483821869
Begin Prob:-27907.769320273284
End Prob:-26650.085692882796
Substitution parameters:[0.26708591145636185, 0.20500425788555296, 0.20567721946903605, 0.3222326111890491, 9.999954074261064]
Trees:
(4:471.03384935358616,(2:363.5748484297091,(3:472.2023844559722,1:471.40347304507264):369.90815180354406):362.68763691701724);
(4:361.2984306163603,(3:340.20874804989825,(2:472.1364828636243,1:363.2566280415519):370.16570765690824):472.053648620822);
(4:1.32006,(1:0.268665,(2:360.0897539828725,3:0.274774):1e-06):1.32006);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.6143621072696397, 0.05223054538345609, 0.33340734520456505,
1, 0.6344634896988082, 0.08786287623108269, 0.2776736319273274,
2, 0.74708116408668, 0.055541529362751786, 0.19737730440786158,
3, 0.7845073004995112, 0.04730257957977445, 0.1681901177774702,
4, 0.7756969529660735, 0.05673798216533738, 0.16756506272535682,
5, 0.7232978007923433, 0.07709042932824989, 0.19961176773729555,
6, 0.5482975303567522, 0.3047762229270925, 0.146926244574924,
7, 0.5388508647161326, 0.34737711955397066, 0.11377201358655727,
8, 0.4584498311363304, 0.44607125857648483, 0.09547890814650908,
9, 0.45473221196250924, 0.4674563692518225, 0.07781141664656654,
10, 0.5354636303914511, 0.41162987413306124, 0.05290649333449735,
11, 0.5594508537007299, 0.39873909017885717, 0.04181005397879289,
12, 0.5470664321009396, 0.41256151028696353, 0.04037205546895534,
13, 0.4848526122265889, 0.46906931198485474, 0.04607807364726273,
14, 0.3044273913633735, 0.6402411244590471, 0.055331482036593715,
15, 0.2551142583315947, 0.6915804070971623, 0.053305332430924224,
16, 0.28480078640826323, 0.6607009587894461, 0.05449825266240813,
17, 0.2720443873804042, 0.66581462285344, 0.062140987626186917,
18, 0.2967210339680412, 0.645022032400801, 0.058256931491791446,
19, 0.2888171161561063, 0.6458949332573547, 0.06528794844828494,
20, 0.32280992738390557, 0.6068871767566101, 0.07030289372319075,
21, 0.4241984386687592, 0.5050325194092462, 0.07076903978255256,
22, 0.7114499608492658, 0.2336836050915895, 0.054866431922030924,
23, 0.8155500458318747, 0.13790906327994398, 0.046540888750111975,
24, 0.8408983986282398, 0.11308474676077572, 0.04601685247536117,
25, 0.8277127926916606, 0.1170051142090904, 0.055282090962836344,
26, 0.7752191518034459, 0.1417119087491141, 0.08306893731297461,
27, 0.6402885401577051, 0.2115253098262259, 0.14818614788020468,
28, 0.5973375365527899, 0.22954787904841614, 0.17311458226275261,
29, 0.6169924337805465, 0.1930957278695067, 0.18991183621441493,
30, 0.5763961763690756, 0.19067890800207413, 0.23292491349472147,
31, 0.4344559627869723, 0.23825539807910168, 0.3272886369990648,
32, 0.3878618731948541, 0.21629685128135687, 0.39584127338962544,
33, 0.39350656827461217, 0.16690409214956858, 0.43958933744168777,
34, 0.4735882868932516, 0.03169580828145227, 0.49471590269221777,
35, 0.5008894260235665, 0.020231014831220827, 0.47887955701036816,
36, 0.5242524295292118, 0.054207739216781826, 0.4215398291200688,
37, 0.6028130926485896, 0.053692714879764084, 0.343494190336001,
