Optimize time:0.24229062431388432
Begin Prob:-26890.037287301915
End Prob:-26875.831527660965
Substitution parameters:[0.26971155568267935, 0.19770199700136182, 0.21129619546894912, 0.32129025184700977, 2.025283760634562]
Trees:
(1:553.1647696009443,(2:442.0020847674439,(3:381.9668345869908,4:854.7302363621735):381.96669272617794):854.6023845033244);
(1:891.0050061353811,(3:501.4228747889624,(2:558.5346303335922,4:381.9668345869908):558.5346303335922):891.1384927203707);
(1:594.8567056079089,(4:0.696283,(2:1.3764,3:0.923928):1e-06):0.904747);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.7202479155840407, 0.14019621693275114, 0.1395558657465756,
1, 0.7206766938885268, 0.13998215310950393, 0.13934115126714056,
2, 0.7211121039197085, 0.1397647580274481, 0.1391231363205148,
3, 0.7215560642331488, 0.13954308565975285, 0.1389008483727368,
4, 0.7219867510930194, 0.13932804029330914, 0.13868520687719565,
5, 0.7224122768019527, 0.13911558533955354, 0.13847213612363196,
6, 0.7228625211875327, 0.13889076911506681, 0.13824670796335373,
7, 0.7232745120795796, 0.13868508968210588, 0.13804039650101727,
8, 0.7237120717335528, 0.13846660975265798, 0.1378213167748243,
9, 0.7241547826725662, 0.1382455501170542, 0.13759966546987104,
10, 0.7245901178895747, 0.1380281719053303, 0.13738170846551426,
11, 0.7250330280865988, 0.13780700295670456, 0.13715996721585744,
12, 0.7254835769493672, 0.13758201141778661, 0.13693440989208752,
13, 0.7259092693812782, 0.13736944382623376, 0.13672128505304124,
14, 0.7263371118651915, 0.1371557913503538, 0.13650709504320746,
15, 0.7267576567837415, 0.136945798581545, 0.13629654289415047,
16, 0.7271720188781347, 0.13673887574359989, 0.1360891036393219,
17, 0.7276201131058964, 0.13651508849694538, 0.13586479665553994,
18, 0.7280719961382395, 0.1362893917210465, 0.13563861039624314,
19, 0.7285387742569004, 0.1360562418353263, 0.13540498216295055,
20, 0.7289816602292338, 0.1358350376378561, 0.13518330038747575,
21, 0.7293997441608483, 0.13562623422390835, 0.13497401987203975,
22, 0.7298106489122674, 0.1354210209644228, 0.13476832837926486,
23, 0.7302180156354112, 0.13521756291994316, 0.13456441970153313,
24, 0.7306540298522868, 0.13499977104734395, 0.13434619735635206,
25, 0.731095173749877, 0.13477941003224406, 0.13412541447393173,
26, 0.7315422752038448, 0.1345560515786854, 0.13390167147492243,
27, 0.7320247626731107, 0.13431498348070153, 0.13366025210020244,
28, 0.7324815593215249, 0.13408675842730985, 0.1334316805029308,
29, 0.7329424982523907, 0.13385644942856134, 0.13320105057015322,
30, 0.7333424957718397, 0.133656633313587, 0.13300086916744158,
31, 0.733774558980067, 0.1334407770327223, 0.13278466224026125,
32, 0.73420904770907, 0.1332236959237502, 0.13256725462140873,
33, 0.7346336728710919, 0.13301154481328412, 0.13235478056573602,
34, 0.7350510717265871, 0.13280300995518457, 0.13214591656913885,
35, 0.7354767948039095, 0.13259030994183715, 0.13193289350584547,
36, 0.7358836001462652, 0.1323870730688994, 0.13172932503585558,
37, 0.7363106488661648, 0.13217370902722908, 0.13151564035629656,
38, 0.7367187610203642, 0.1319698175740583, 0.1313114196537773,
39, 0.7371646352712553, 0.13174704073571455, 0.13108832224245393,
40, 0.7376022999132842, 0.13152838063227007, 0.13086931770198731,
41, 0.7380349014488694, 0.1313122352746844, 0.13065286152605093,
42, 0.7384431360793201, 0.13110827514715545, 0.1304485870228319,
43, 0.7388684845835245, 0.13089575292087358, 0.13023576074322202,
44, 0.7392959796067845, 0.13068214769133835, 0.13002187095005807,
45, 0.7396650289545128, 0.13049778998922443, 0.12983717930343971,
46, 0.740029431080521, 0.13031574021114267, 0.12965482695350003,
47, 0.7403871730446531, 0.13013701949292464, 0.12947580571099387,
48, 0.7407254907897687, 0.12996802413796835, 0.12930648332218347,
49, 0.7410889124646967, 0.12978647192966578, 0.12912461385432675,
50, 0.7414456567939843, 0.12960826964113878, 0.12894607181357745,
51, 0.7418287557146315, 0.1294168903909994, 0.12875435214635922,
52, 0.7422363043531195, 0.12921326747095957, 0.1285504264247311,
53, 0.7426325498220485, 0.1290152892984716, 0.12835215912976736,
54, 0.7430456284490676, 0.12880888910767785, 0.12814548069341108,
55, 0.7433993741231333, 0.12863217934421384, 0.1279684447827677,
56, 0.7437608791811999, 0.12845158024950598, 0.12778753882368266,
57, 0.7441557018634096, 0.1282543137817048, 0.12758998260800294,
58, 0.7445752801878716, 0.12804465018761269, 0.12738006787559783,
59, 0.7449899355728908, 0.1278374320253441, 0.12717263064880271,
60, 0.7454386985335614, 0.12761314972835633, 0.12694814998586276,
61, 0.7458838050524348, 0.12739068238589618, 0.12672551081033412,
62, 0.7462695336522905, 0.1271979314227924, 0.12653253317463853,
63, 0.7465890911751117, 0.1270383007374297, 0.1263726063390654,
64, 0.7469055425883044, 0.12688021120720036, 0.12621424445779358,
65, 0.747215768019878, 0.12672523069063915, 0.12605899954278085,
66, 0.7475278957594524, 0.12656929012695936, 0.12590281236382395,
67, 0.7478501268917533, 0.12640828865974701, 0.12574158270048943,
68, 0.7482013248892885, 0.1262327936644775, 0.12556587969844932,
69, 0.7485353556136388, 0.12606588817309738, 0.12539875446594978,
70, 0.7488614313965626, 0.1259029650762867, 0.1252356017835174,
71, 0.749213221599164, 0.12572717164173983, 0.12505960501667554,
72, 0.7495857242674184, 0.12554101325356026, 0.12487326073513966,
73, 0.7499357099317634, 0.12536611735702471, 0.12469817096936672,
74, 0.7503062502692908, 0.12518093817367837, 0.12451280981411927,
75, 0.7506863546817429, 0.12499096856930056, 0.12432267500632556,
76, 0.7510439577917764, 0.12481225105263141, 0.12414378941246597,
77, 0.7514331668446274, 0.12461772475876698, 0.1239491066544664,
78, 0.7517994439112227, 0.12443466863204215, 0.12376588571301891,
79, 0.7521961554967636, 0.12423638462603875, 0.12356745813492015,
80, 0.7526146733040837, 0.12402718839983826, 0.12335813655725453,
81, 0.7530668250954625, 0.12380116594885657, 0.12313200721680387,
82, 0.7535403351650924, 0.12356445053745874, 0.12289521255706035,
83, 0.7539451775005466, 0.1233621058133666, 0.12269271494701094,
84, 0.7543318083769472, 0.12316887295243631, 0.12249931693638229,
85, 0.7547399528202098, 0.12296487429044435, 0.12229517115514002,
86, 0.7551298246010509, 0.12277001815174463, 0.12210015551248506,
87, 0.7555394930032101, 0.12256525038036324, 0.1218952548810351,
88, 0.7559326502952703, 0.12236875296203792, 0.12169859500953761,
89, 0.7563190071915727, 0.12217565526816698, 0.12150533580464831,
90, 0.7567321942207664, 0.12196914096777156, 0.12129866307851801,
91, 0.7571553973697488, 0.1217576100389652, 0.12108699085844465,
92, 0.7575877440455717, 0.12154149698371736, 0.1208707572397471,
93, 0.7580521366766846, 0.12130935186110618, 0.1206385097298942,
94, 0.7585415981040008, 0.1210646712682261, 0.12039372889968336,
95, 0.7590272550691626, 0.12082187975173037, 0.12015086345416356,
96, 0.759543335623032, 0.1205638746862081, 0.11989278796570145,
97, 0.7600190222882295, 0.12032608562504488, 0.11965489036077452,
98, 0.760487373001679, 0.12009197686394364, 0.1194206484078495,
99, 0.7609634654869045, 0.11985399275374217, 0.11918254003140195,
100, 0.7614693836647777, 0.11960109472566968, 0.11892951988424483,
101, 0.7619675195146207, 0.11935208711585521, 0.11868039164173125,
102, 0.7624346876514336, 0.11911856868125402, 0.11844674193796274,
103, 0.7628944698834305, 0.11888873893332802, 0.11821678945167789,
104, 0.7633344683563319, 0.11866881619471974, 0.1179967137181337,
105, 0.7637398672013604, 0.11846621094846523, 0.11779392011834938,
106, 0.7641488340177828, 0.11826180752750116, 0.11758935672032722,
107, 0.7645689882875771, 0.11805180064047283, 0.11737920933467372,
108, 0.7649304598195603, 0.11787116899881085, 0.11719836944432473,
109, 0.7653166415731414, 0.1176781792887181, 0.11700517740290667,
110, 0.7657138199541854, 0.11747968135313505, 0.11680649695644253,
111, 0.766104224657704, 0.11728456987676783, 0.11661120372764126,
