Optimize time:0.3854596619473563
Begin Prob:-27090.181523467985
End Prob:-26775.162516427245
Substitution parameters:[0.2620042369639664, 0.20630929102345613, 0.2089138634348844, 0.322772608577693, 6.367043302202844]
Trees:
(2:617.9518628394079,(3:473.269859443506,(1:613.5266028607817,4:618.034370715906):621.0738807301829):621.0738807301829);
(2:534.2485599675564,(1:621.0738807301829,(3:616.4387053884466,4:618.034370715906):621.0738807301829):628.0960339945672);
(2:1.18559,(4:0.235905,(3:616.3790223498481,1:0.2413):1e-06):1.18559);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.2304273129505011, 0.49650757201207746, 0.2730651131443655,
1, 0.22664541831926427, 0.5025477558671378, 0.2708068239211809,
2, 0.22896754713128886, 0.5164481783846314, 0.2545842725904316,
3, 0.22439437390544634, 0.5169725936039334, 0.25863303059450454,
4, 0.22201355678806667, 0.519107659079862, 0.25887878223771593,
5, 0.22636441063423202, 0.5303615874822067, 0.24327399998949398,
6, 0.22841577628781795, 0.5416680084642439, 0.22991621335519213,
7, 0.24426623171380715, 0.5748472652065794, 0.18088650118616584,
8, 0.24732074616381453, 0.5899997842382765, 0.1626794677070554,
9, 0.2562696393006951, 0.6226018475492031, 0.12112851125761698,
10, 0.256672530142123, 0.6353261650109976, 0.10800130295398684,
11, 0.2610535423492291, 0.6528772510421514, 0.08606920471702688,
12, 0.25852590889839827, 0.6616159401380969, 0.07985814907132568,
13, 0.2613597085991698, 0.678855597559808, 0.059784691950378714,
14, 0.26553430245044884, 0.6957696252228236, 0.038696070437190644,
15, 0.26580178827103157, 0.7024449878449821, 0.03175322199349681,
16, 0.26688677202897254, 0.7086539019860288, 0.024459324094814317,
17, 0.26439796417075623, 0.7122368069469388, 0.02336522699126218,
18, 0.26019555336127614, 0.7114457887948127, 0.028358655953068152,
19, 0.258501222014499, 0.7129051438067862, 0.028593632289611624,
20, 0.2587466146515099, 0.715341696557039, 0.025911686903789713,
21, 0.2557966572622827, 0.7159397498728802, 0.02826359097584622,
22, 0.2500543783021145, 0.7099752923913141, 0.039970327419861444,
23, 0.2467086439830271, 0.7112848766672822, 0.04200647746674344,
24, 0.2466739501463709, 0.7166061682351658, 0.036719879733107134,
25, 0.2510311097428477, 0.7282297537424418, 0.02073913462735216,
26, 0.2504720809338785, 0.734612308127761, 0.014915609049817908,
27, 0.24900760168668473, 0.7369001042582497, 0.014092292165031887,
28, 0.2500802558477388, 0.7420440623428594, 0.007875679917667792,
29, 0.24849664905810434, 0.7458643733377823, 0.0056389757148834424,
30, 0.24660237724804202, 0.7473991916051153, 0.005998429256565659,
31, 0.24255462398817762, 0.7487646816975735, 0.008680692422216458,
32, 0.23934422703922317, 0.7498994412048545, 0.01075632986673009,
33, 0.23870126583692508, 0.7533995651596412, 0.007899167114066104,
34, 0.2375122479089214, 0.7542239125886181, 0.008263837613849367,
35, 0.23570405364413438, 0.7518380173578423, 0.012457927108465508,
36, 0.23498487057568176, 0.7492063427309191, 0.015808784804912546,
37, 0.23310375121242935, 0.7480657902589858, 0.01883045663960676,
38, 0.2343700545267688, 0.7503823695639287, 0.015247574020959763,
39, 0.23460274825255187, 0.7492366165516281, 0.016160633306270142,
40, 0.2351406170458143, 0.7521765524593398, 0.012682828602678222,
41, 0.23452360390173135, 0.7566230836567914, 0.008853310549473279,
42, 0.23322111658874875, 0.7580665869844283, 0.008712294536242194,
43, 0.2307975154795472, 0.7609629461133811, 0.008239536517650595,
44, 0.22780361775540459, 0.7613058041840748, 0.01089057617240511,
45, 0.2268402135472533, 0.7636950465974794, 0.009464737964532169,
46, 0.22359536254484869, 0.7654553749354818, 0.01094926062998612,
47, 0.22146817622181855, 0.7676419294906944, 0.010889892397524824,
48, 0.21674560063973156, 0.7688589772717688, 0.014395420198709164,
49, 0.20997699925531665, 0.7648894242425311, 0.02513357461156533,
50, 0.20389306668279003, 0.7605011275086726, 0.035605803920129186,
51, 0.20137278090679817, 0.7608425771814862, 0.037784640021578934,
52, 0.1995071666317321, 0.7609214521851534, 0.039571379293829465,
53, 0.20050341824341827, 0.7651343526712124, 0.034362227192891975,
54, 0.20608711880328423, 0.7769618506139503, 0.016951028690558177,
55, 0.20837823419273452, 0.7801828230685391, 0.011438940845745435,
56, 0.20969712976957872, 0.7795352604974656, 0.010767607840710245,
57, 0.2102588340303553, 0.7758125637582546, 0.013928600318253489,
58, 0.2075762013398869, 0.769479380135698, 0.02294441662991357,
59, 0.20658791904202653, 0.7649084271974316, 0.02850365186466534,
60, 0.20772277582925558, 0.7629804459790067, 0.029296776297447705,
61, 0.21164220328397884, 0.7646418413045792, 0.023715953517070915,
62, 0.2122213470295077, 0.763880926227147, 0.02389772484936871,
63, 0.2112120671237445, 0.7577977364015491, 0.03099019458068136,
64, 0.2047666672161376, 0.7453584581899743, 0.0498748726978781,
65, 0.20091927327591058, 0.7362801272291896, 0.06280059759851506,
66, 0.19952693122865436, 0.7298744470810116, 0.07059861979237933,
67, 0.19330860745766265, 0.7108747303691627, 0.09581666027520892,
68, 0.1923808453691267, 0.7010568276985796, 0.10656232503615705,
69, 0.19283662918971536, 0.6983071908887293, 0.10885617802249856,
70, 0.1988658141167454, 0.7036588561336623, 0.09747532785104293,
