Optimize time:2.569861773384942
Begin Prob:-198549.23885372287
End Prob:-193321.7635136775
Substitution parameters:[1, 0.23860842361027246, 0.257306419942567, 0.26032184052270063, 0.24376331592445988, 4.825138444682594]
Trees:
(4:667.4221471329719,(3:581.5599407120962,(1:994.9759596549392,2:537.6518718426373):532.6242182677065):660.7730719354804);
(4:618.0344491346347,(2:381.96669272617794,(1:762.1185162172023,3:759.105507119551):512.4343296297889):569.7099001759387);
(4:0.429683,(1:551.815058994646,(2:0.556741,3:0.421207):1e-06):0.429683);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.001085095922629233, 0.10171172737415132, 0.8972031550607987,
1, 0.00045704504016544725, 0.10067457447720465, 0.8988683588211571,
2, 0.00023009967045078668, 0.09973850499040178, 0.9000313736782756,
3, 0.00013689055764304724, 0.09886931563770984, 0.9009937721724781,
4, 7.554139297611787e-05, 0.09769285343534165, 0.9022315835381687,
5, 5.8300768413523404e-05, 0.09665902476117103, 0.903282652828712,
6, 5.000054928671943e-05, 0.09530003551183483, 0.904649942285526,
7, 4.7176214721627804e-05, 0.09354614221352614, 0.9064066599332786,
8, 4.916594052514e-05, 0.09129586736418568, 0.9086549450649374,
9, 4.267480343745729e-05, 0.08775800803790806, 0.9121992955436732,
10, 2.1276210700114644e-05, 0.08221978489252284, 0.9177589172974908,
11, 1.302332261292048e-05, 0.07724451034345368, 0.9227424447398042,
12, 9.407486707257713e-06, 0.07277548393805763, 0.927215086966679,
13, 8.179298776314188e-06, 0.0684911822509232, 0.9315006168614165,
14, 7.51705829544927e-06, 0.06438170861235479, 0.9356107527381976,
15, 6.927158190481249e-06, 0.06043988940596327, 0.9395531618383053,
16, 6.672260817461275e-06, 0.05690360196090127, 0.9430897041912634,
17, 6.038080794805146e-06, 0.053728612762449474, 0.9462653275848663,
18, 5.7901975172657806e-06, 0.050881589222685784, 0.9491125989868272,
19, 5.518794811414277e-06, 0.04815063634341424, 0.9518438232679274,
20, 5.500763447002808e-06, 0.045532301902908905, 0.9544621757617187,
21, 5.19042252073241e-06, 0.043182723953140364, 0.956812064042968,
22, 4.919627855534761e-06, 0.040928831120947, 0.9590662276528303,
23, 4.889541278881883e-06, 0.03876778659369894, 0.9612273022734982,
24, 4.832532183120473e-06, 0.036694387850717096, 0.9633007580308599,
25, 4.59311114852835e-06, 0.03483486365695707, 0.9651605216400486,
26, 4.444819105380124e-06, 0.033050877561612, 0.9669446560465547,
27, 4.328986908430827e-06, 0.03133915743501756, 0.9686564919823726,
28, 4.227117832860793e-06, 0.02969681203300257, 0.9702989392657835,
29, 4.125546841324198e-06, 0.028120829101928115, 0.9718750237917707,
30, 4.010327029284639e-06, 0.026608441371970878, 0.9733875267404024,
31, 3.851615452061846e-06, 0.0251571088905179, 0.9748390179256408,
32, 3.8505946880493865e-06, 0.02376501913752969, 0.9762311087047533,
33, 3.8065156236094325e-06, 0.022428907429513884, 0.9775672645153879,
34, 3.7527909029747525e-06, 0.021146318064519967, 0.9788499076018778,
35, 3.7109101604178984e-06, 0.019914989376224, 0.9800812781829907,
36, 3.5594094605324925e-06, 0.018811555248577003, 0.9811848638148395,
37, 3.467425727076028e-06, 0.017752117719734485, 0.9822443933211688,
38, 3.4005088983913497e-06, 0.016734888941044922, 0.9832616890063138,
39, 3.3449087893796194e-06, 0.015757999871723993, 0.9842386336841861,
40, 3.3000825013333565e-06, 0.014819730118261102, 0.9851769482637623,
41, 3.2779698733539353e-06, 0.013918491568007467, 0.9860782089341676,
42, 3.1829333690740293e-06, 0.013111341415647841, 0.9868854541521568,
43, 3.0518424359984956e-06, 0.012389087765525605, 0.9876078388813291,
44, 2.9793946378215645e-06, 0.011695193674480752, 0.9883018054276056,
45, 2.924554514291918e-06, 0.011028384408035639, 0.9889686695485901,
46, 2.870002538066807e-06, 0.010387538181329592, 0.9896095703620645,
47, 2.7948676821997414e-06, 0.009771528359766685, 0.9902256553302636,
48, 2.6533612905637943e-06, 0.00917928000326386, 0.9908180451923067,
49, 2.733101982324857e-06, 0.008610485736242835, 0.9913867597283221,
50, 2.6524837438329036e-06, 0.008101874389898595, 0.9918954517257518,
51, 2.505522961494291e-06, 0.007612585438221247, 0.9923848876592677,
52, 2.545075181055391e-06, 0.007142382881555552, 0.9928550506477705,
53, 2.4555509944015344e-06, 0.0066897818706973785, 0.9933077411948402,
54, 2.5478224226565587e-06, 0.0062545611717600025, 0.9937428696072562,
55, 2.5715363533324138e-06, 0.005835301413332072, 0.9941621056663308,
56, 2.5817401370117843e-06, 0.005431262103281672, 0.9945661347960473,
57, 2.5295174641933386e-06, 0.005069838998737972, 0.9949276101163396,
58, 2.5061979291839284e-06, 0.004721282907915516, 0.9952761895195252,
59, 2.505341367540441e-06, 0.00438494970951807, 0.9956125235805485,
60, 2.4707905324555484e-06, 0.004084159107483537, 0.9959133486919496,
61, 2.4171702822138524e-06, 0.003815485283835187, 0.9961820761475921,
62, 2.4052869815743355e-06, 0.0035558293669904, 0.996441743973641,
63, 2.365408954200128e-06, 0.0033240957642390826, 0.9966735174310626,
64, 2.3622834750625975e-06, 0.0030998272074755566, 0.9968977891214519,
65, 2.334603074202703e-06, 0.002899845394485877, 0.9970977986149048,
66, 2.2909392013385516e-06, 0.0027218905856250934, 0.9972757970876631,
67, 2.213804398140875e-06, 0.00256393770250058, 0.9974338271287568,
68, 2.105987207699217e-06, 0.0024105798192433294, 0.9975872927999796,
69, 2.1227352618819654e-06, 0.0022749531137876196, 0.9977229027437468,
70, 2.200097335065952e-06, 0.0021431251247468514, 0.9978546533916006,
71, 2.212195065566405e-06, 0.00202667921412589, 0.9979710872143323,
72, 2.193703045243001e-06, 0.0019242884943372655, 0.9980734964091301,
73, 2.2008689000558337e-06, 0.0018243268371470158, 0.9981734508699178,
74, 2.1897094717984955e-06, 0.0017368140829750879, 0.9982609747915625,
75, 2.159328037143685e-06, 0.001660744489283958, 0.9983370747526676,
76, 2.149849446242843e-06, 0.0015861658175544426, 0.9984116629224403,
77, 2.155132156497342e-06, 0.0015129467655826143, 0.9984848766752463,
78, 2.125634336733624e-06, 0.001449654108629263, 0.9985481988275762,
