Optimize time:0.3136411311891344
Begin Prob:-26093.220171472785
End Prob:-25968.518375462696
Substitution parameters:[0.21844919507566457, 0.27104963172398105, 0.28124117528406356, 0.22925999791629095, 1.3807518326620554]
Trees:
((2:483.0324676139683,4:375.8891602876754):354.06966135154426,(1:483.0324676139683,3:399.18753893748345):236.0775105047647);
(4:385.49896058519494,(1:399.18753893748345,(2:382.0635802945435,3:380.98348350785193):617.92504225422):379.19292046424505);
(4:0.792212,(3:0.372188,(1:381.9662045309897,2:1.55306):1e-06):0.792212);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.9961458759732182, 0.001926837246032425, 0.0019272863264589168,
1, 0.9976037257779384, 0.0011979404111240378, 0.0011983333553341091,
2, 0.9985697772783735, 0.0007149651854503083, 0.0007152570875226018,
3, 0.9992137244493114, 0.00039305129360372066, 0.0003932238042044528,
4, 0.9994859512377385, 0.0002569605742998516, 0.0002570877333726901,
5, 0.9996663579611675, 0.0001667782434136361, 0.00016686334287539952,
6, 0.9997541239872081, 0.00012290473408589828, 0.00012297082398623845,
7, 0.9997887932287322, 0.00010557367590839089, 0.00010563264634048689,
8, 0.999801194989338, 9.937440309512137e-05, 9.943015661520438e-05,
9, 0.9998231873731857, 8.838090580562146e-05, 8.843126905650255e-05,
10, 0.9998561577666459, 7.189928854290295e-05, 7.194249194583827e-05,
11, 0.9998766074632983, 6.167785537469779e-05, 6.171422679104894e-05,
12, 0.9998827835280018, 5.859147422228575e-05, 5.862454032456223e-05,
13, 0.9998940779009136, 5.2945292768606486e-05, 5.29763465730812e-05,
14, 0.9999127686819537, 4.3601567718408496e-05, 4.362929704651199e-05,
15, 0.9999404302388184, 2.9773040908361054e-05, 2.9796269789270162e-05,
16, 0.9999562963512918, 2.1842469075654833e-05, 2.18607297609703e-05,
17, 0.9999627411991241, 1.8621112205139233e-05, 1.8637236478779536e-05,
18, 0.9999649616829102, 1.7511826893149824e-05, 1.752603935694546e-05,
19, 0.9999710285787321, 1.4479841985392893e-05, 1.4491126195978683e-05,
20, 0.9999816568933769, 9.167907281359654e-06, 9.17474567739497e-06,
21, 0.9999852351246307, 7.379659598901662e-06, 7.384766814410506e-06,
22, 0.9999853196154446, 7.337729989495831e-06, 7.342205592695661e-06,
23, 0.9999883880392447, 5.80403213796033e-06, 5.807477873694097e-06,
24, 0.9999903416349151, 4.827715345718126e-06, 4.830202592314845e-06,
25, 0.9999891757474073, 5.410791699873458e-06, 5.413008804986685e-06,
26, 0.9999853781278384, 7.309452511878545e-06, 7.311970258801777e-06,
27, 0.9999848553071335, 7.570768315812787e-06, 7.573476270745289e-06,
28, 0.9999817469426185, 9.124416327706585e-06, 9.128193673595671e-06,
29, 0.9999819314975696, 9.031815222711721e-06, 9.03624114488228e-06,
30, 0.9999805707771271, 9.711896953397094e-06, 9.716878117216329e-06,
31, 0.9999760170068983, 1.1988167274709656e-05, 1.199437745362568e-05,
32, 0.9999752963772193, 1.2348026440604524e-05, 1.2355148638125821e-05,
33, 0.9999726252608357, 1.3683129895337e-05, 1.3691159863466272e-05,
34, 0.9999727574359101, 1.361696723488267e-05, 1.3625148159681929e-05,
35, 0.9999776470564864, 1.1172483613343003e-05, 1.1180008109349507e-05,
36, 0.9999790836232193, 1.0454189723946552e-05, 1.0461737497391028e-05,
37, 0.9999793189373462, 1.0336500495557265e-05, 1.0344108304130624e-05,
38, 0.9999777239107117, 1.1134015997466244e-05, 1.1141617576719802e-05,
39, 0.9999733651402606, 1.33135473298248e-05, 1.3320856442214353e-05,
40, 0.9999728267775374, 1.3583119307562727e-05, 1.3589643326766463e-05,
41, 0.99997498753141, 1.2503531459820744e-05, 1.2508477663032979e-05,
42, 0.9999752490591991, 1.2373112456668423e-05, 1.2377373322204124e-05,
43, 0.9999719667976382, 1.4014107014363588e-05, 1.4018643427086261e-05,
44, 0.999966932308922, 1.6531349425986516e-05, 1.653589013133437e-05,
45, 0.9999596237614773, 2.018584223560452e-05, 2.0189945746388134e-05,
46, 0.9999536204764757, 2.3187451958627018e-05, 2.3191619110906485e-05,
47, 0.9999537471559442, 2.31243081382669e-05, 2.312808200682508e-05,
48, 0.9999600869594472, 1.995488195777116e-05, 1.9957704559901377e-05,
49, 0.9999714267622455, 1.4285658154256658e-05, 1.4287126030839584e-05,
50, 0.999979059674906, 1.0469331983246916e-05, 1.0470539861620726e-05,
51, 0.999980559812472, 9.719212546571121e-06, 9.72051656182988e-06,
52, 0.9999805167250897, 9.740886162628605e-06, 9.741928107967279e-06,
53, 0.9999837107660581, 8.14418206713451e-06, 8.144593031383981e-06,
54, 0.9999826359578572, 8.681771094981094e-06, 8.681811669020493e-06,
55, 0.9999861791375345, 6.910436355439652e-06, 6.909968878332397e-06,
56, 0.9999858866081065, 7.056831592051079e-06, 7.056105615632214e-06,
57, 0.9999898314825664, 5.0844711894361396e-06, 5.083589894053981e-06,
58, 0.9999915447181622, 4.22798507534945e-06, 4.226840885332372e-06,
59, 0.99999240162264, 3.7994639296775757e-06, 3.7984582136133434e-06,
60, 0.9999943381604892, 2.831091204885117e-06, 2.8302928756796575e-06,
61, 0.9999942244233702, 2.8879391887120034e-06, 2.887184119923992e-06,
62, 0.9999930845645315, 3.4579219905720394e-06, 3.457059073926044e-06,
63, 0.9999949264767121, 2.5369924237668682e-06, 2.5360790855680334e-06,
64, 0.9999961461436807, 1.9271160116542668e-06, 1.926288238295413e-06,
65, 0.9999971580077184, 1.4210422298410086e-06, 1.4204971864174176e-06,
66, 0.9999970917566768, 1.45412344322705e-06, 1.4536692670348297e-06,
67, 0.9999972059161263, 1.396953108907789e-06, 1.3966816548102877e-06,
68, 0.9999966780506536, 1.6608512464410067e-06, 1.6606532518485017e-06,
69, 0.999995299415011, 2.3501535989295797e-06, 2.349983565163063e-06,
70, 0.999996814470777, 1.5925883563364107e-06, 1.5924962571488263e-06,
71, 0.999997719037183, 1.1402968466000645e-06, 1.1402235335795764e-06,
72, 0.9999980526464104, 9.735050027530377e-07, 9.73401022181931e-07,
73, 0.9999977425311969, 1.1285815222635382e-06, 1.1284420293005145e-06,
74, 0.9999969225875306, 1.5386021046540672e-06, 1.5383677043961341e-06,
75, 0.999996213289599, 1.8932257350821177e-06, 1.8930403410970994e-06,
76, 0.9999943021337897, 2.8488186156435752e-06, 2.8486023426602062e-06,
77, 0.999990473754124, 4.7629395164755924e-06, 4.762862476779738e-06,
78, 0.9999901913405594, 4.903915307618687e-06, 4.90430608036764e-06,
79, 0.999986476421822, 6.760959222250936e-06, 6.76217953905668e-06,
80, 0.9999870347786901, 6.481514270057376e-06, 6.483266421593486e-06,
81, 0.9999869217881777, 6.5378359773152494e-06, 6.5399319538209765e-06,
82, 0.9999829054874252, 8.545482371310468e-06, 8.548584566907472e-06,
83, 0.9999767277420244, 1.163391140624603e-05, 1.1637903928478966e-05,
84, 0.9999759953541679, 1.1999929098301736e-05, 1.2004271149347064e-05,
85, 0.9999797798452831, 1.010775859246953e-05, 1.011195254433674e-05,
86, 0.9999813035139362, 9.346255278969292e-06, 9.349788899400722e-06,
87, 0.9999863912397039, 6.802836781200131e-06, 6.805484778223966e-06,
88, 0.9999881063320287, 5.945460257413815e-06, 5.9477656720364496e-06,
89, 0.9999879547174387, 6.021288543875866e-06, 6.0235555875973015e-06,
