Optimize time:0.15177641808986664
Begin Prob:-27077.45110710064
End Prob:-27068.210604207543
Substitution parameters:[0.21574257015582285, 0.27218528989937557, 0.28009226001464593, 0.23197987993015576, 0.6357231645075239]
Trees:
((2:190.98381464204692,4:189.36087035569452):102.36676951727739,(1:711.227923285757,3:184.3460215656062):224.02366492490444);
(1:0.0010618746883289437,(2:184.287493373539,(3:107.39172830670954,4:185.25242502453347):190.98381464204692):88.81067370045987);
(1:107.30008415513335,(4:0.526556,(2:0.464826,3:1.67651):1e-06):0.969541);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.3306578900574315, 0.3346595101388535, 0.3346826010322968,
1, 0.29804438880206696, 0.3508909974427257, 0.3510646149854851,
2, 0.38153996783523914, 0.3092878817141618, 0.3091721516827885,
3, 0.3206626129484652, 0.33969467224044203, 0.3396427160433742,
4, 0.33696162454332157, 0.33150007643446333, 0.33153830025471337,
5, 0.3016623916279327, 0.3492111568104872, 0.34912645279329985,
6, 0.38962285346197245, 0.3051851332649619, 0.30519201450809863,
7, 0.29865132817481016, 0.35073403040038154, 0.3506146426582586,
8, 0.3419373182449352, 0.3289215590571033, 0.32914112393230066,
9, 0.3018125895628075, 0.34915031454619017, 0.3490370971251943,
10, 0.3707891044431205, 0.31460691139353425, 0.3146039853975195,
11, 0.31550270639888256, 0.34216276262642437, 0.34233453220933086,
12, 0.31601471489322397, 0.34220585959211886, 0.34177942674896994,
13, 0.3611175474576363, 0.3195571643238772, 0.31932528945086636,
14, 0.3042058895671511, 0.3474872765584796, 0.34830683510756144,
15, 0.33610809936637503, 0.33262204870088496, 0.33126985316614804,
16, 0.3200029355737159, 0.33923951787626927, 0.3407575477838336,
17, 0.3414388075783384, 0.3304842619663648, 0.3280769316898505,
18, 0.3280659814291196, 0.3354464070166692, 0.3364876127902541,
19, 0.3185546719591259, 0.3409168143855435, 0.34052851489103286,
20, 0.35275787521028196, 0.32371093024405195, 0.3235311957825145,
21, 0.36136895869074637, 0.31893568041865844, 0.31969536212959365,
22, 0.30996111984304364, 0.34597109316184405, 0.3440677882335896,
23, 0.32973559553072673, 0.3339237202053444, 0.3363406855013562,
24, 0.3364320323281901, 0.33295117022643794, 0.33061679868321286,
25, 0.309159664928017, 0.3437975307724417, 0.34704280553649425,
26, 0.3910537830904897, 0.30531372243372823, 0.30363249571445416,
27, 0.28397059898373844, 0.35736146226614585, 0.3586679399888526,
28, 0.3846969372933658, 0.3084116444859737, 0.3068914194613839,
29, 0.312739664765085, 0.34321402634380116, 0.3440463101322732,
30, 0.35480255607578975, 0.3229750628607412, 0.3222223823039834,
31, 0.2901198958509701, 0.35432519706359816, 0.35555490832510184,
32, 0.39163661515917597, 0.30468608840057954, 0.3036772976787627,
33, 0.3020658838283631, 0.34827449753897777, 0.3496596198714415,
34, 0.33913321023449106, 0.33136338753678823, 0.32950340346661167,
35, 0.319002503677907, 0.33998064612474893, 0.34101685143642174,
36, 0.32917563101082864, 0.3357728342476013, 0.3350515359805628,
37, 0.3223188868307155, 0.33848560830666485, 0.339195506102751,
38, 0.34979311123899315, 0.32541148333498693, 0.3247954066657802,
39, 0.28835393064654313, 0.3552207942885455, 0.3564252763027889,
40, 0.40321797954290833, 0.29857901628218747, 0.29820300541442263,
41, 0.28101043523764235, 0.3596493827588332, 0.3593401832437801,
42, 0.3646054021972284, 0.31770653174811886, 0.31768806729544175,
43, 0.28881191055217476, 0.35548672596355774, 0.355701364723775,
44, 0.3823138236713203, 0.3091071263077261, 0.30857905125988333,
45, 0.32524841049512504, 0.33681972618364764, 0.33793186455941776,
46, 0.32348054046134694, 0.33940415761450066, 0.3371153031631679,
47, 0.3640426075020376, 0.3172722712563586, 0.3186851224809445,
48, 0.310819908835173, 0.3453027825257983, 0.34387730987799586,
49, 0.33020777986482674, 0.334914438484814, 0.3348777828883058,
50, 0.3399232275779834, 0.32923817321960885, 0.3308386004386297,
51, 0.3216209716129945, 0.33965540706516417, 0.3387236225587122,
52, 0.34647503016869496, 0.32653007504804027, 0.326994896021582,
53, 0.33106771657167017, 0.33469101653245587, 0.33424126813284566,
54, 0.30959941406931396, 0.3446883625350978, 0.3457122246321045,
55, 0.3632519155391613, 0.31945578000302743, 0.31729230569390554,
56, 0.32049801718021625, 0.33875385791409157, 0.3407481261440801,
57, 0.3232732695464912, 0.3395675425675464, 0.33715918912406556,
58, 0.34795601786160624, 0.32404567640708937, 0.3279983069673978,
59, 0.35673525237814224, 0.32254669924063467, 0.3207180496151621,
60, 0.30954805177526673, 0.34468819550647306, 0.3457637539536618,
61, 0.32618853439587653, 0.33714770445419123, 0.3366637623837668,
62, 0.3634117403841302, 0.3182022095796485, 0.3183860512699854,
63, 0.28752378789666627, 0.35634101134222157, 0.3561352019923479,
64, 0.3984711272345841, 0.30063718829234054, 0.30089168570226715,
65, 0.26638750426334956, 0.3670304682294026, 0.36658202873788404,
66, 0.41305112840879216, 0.2936422638311669, 0.29330660898960126,
67, 0.27743487960418206, 0.3606552272420203, 0.36190989438250754,
68, 0.3708798868687192, 0.3149764502387957, 0.31414366411951045,
69, 0.2829099149675489, 0.3578990420749646, 0.35919104418776765,
70, 0.39975587543137675, 0.30049243489755134, 0.2997516908984087,
71, 0.2844729886791246, 0.3574673966065771, 0.3580596159426883,
72, 0.3538559809744866, 0.3232804278428258, 0.32286359240980855,
73, 0.3501220114027784, 0.32480591614337373, 0.32507207368100255,
74, 0.28658581780675635, 0.35693685064069774, 0.3564773327773081,
75, 0.39764323233018756, 0.30063072938482144, 0.301726039509741,
76, 0.2849819136207098, 0.3578088231951754, 0.35720926440893824,
77, 0.35876152251005305, 0.32046520210740165, 0.32077327660911814,
78, 0.338833277867469, 0.33077189046813366, 0.33039483289059746,
79, 0.35145147294733947, 0.324040551216214, 0.3245079770614062,
80, 0.32139575219914696, 0.33944382140752755, 0.33916042761798365,
81, 0.3208429288148212, 0.33961578978827883, 0.33954128262050975,
82, 0.3530371670001537, 0.3232545599393028, 0.3237082742835793,
83, 0.31898655492550376, 0.34115148047837457, 0.3398619658186991,
