Optimize time:0.4017403025759591
Begin Prob:-27376.323234754083
End Prob:-27288.534599667906
Substitution parameters:[0.21799736077214313, 0.27217363147674084, 0.27727106794173617, 0.23255793980937997, 1.1193473713658542]
Trees:
((2:664.5019170556455,3:156.52704677314975):265.1756365966738,(1:321.4575032033297,4:148.35800575985306):454.3578130543484);
(4:145.8990931551787,(3:237.90203120640027,(1:165.86790301976242,2:148.36045662766406):0.0010643184150996902):224.60111122369403);
(4:0.861211,(2:0.669557,(1:223.44007879682934,3:0.647789):1e-06):0.861211);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.0316886521704082, 0.4872670831995524, 0.48104426642745285,
1, 0.028327805446064353, 0.4889873275558365, 0.4826848687980533,
2, 0.02455959303658829, 0.4909181925558733, 0.4845222162052242,
3, 0.01904131758088759, 0.4937313625634597, 0.4872273216532487,
4, 0.016365100839057727, 0.4951136003874302, 0.4885213005736473,
5, 0.013885423641332544, 0.49639611047230287, 0.4897184676850452,
6, 0.012474654747847608, 0.497140796648706, 0.4903845503997992,
7, 0.010200516355085011, 0.4983210713792333, 0.491478414063686,
8, 0.008663796862384365, 0.499128655527374, 0.49220754940853806,
9, 0.007666495759687838, 0.4996633428794105, 0.49267016316177503,
10, 0.007039618749414431, 0.5000103571918314, 0.4929500258576772,
11, 0.006221085854611662, 0.500449141930375, 0.4933297740167366,
12, 0.005180225582290992, 0.5010060327187402, 0.49381374349878376,
13, 0.004637285764106343, 0.5013124341000137, 0.49405028193662415,
14, 0.0036176950724275646, 0.5018596962822075, 0.4945226104466576,
15, 0.0026471875841018668, 0.5023814703310919, 0.4949713438838446,
16, 0.0015122768792219263, 0.5029916097372427, 0.49549611518426145,
17, 0.0012120782516785496, 0.5031800273434178, 0.4956078962052635,
18, 0.0013527860853879007, 0.5031456461963746, 0.49550156952015134,
19, 0.0016616544450669397, 0.5030270556939452, 0.49531129166059734,
20, 0.0021070829723715033, 0.5028394025645349, 0.4950535162612005,
21, 0.0022283430033175544, 0.5028124720262965, 0.4949591867705525,
22, 0.0023821133288283113, 0.5027683417956722, 0.4948495466757603,
23, 0.0022328113459282907, 0.5028822890255936, 0.49488490142567404,
24, 0.001957170884379571, 0.5030652356242321, 0.49497759529081164,
25, 0.0016584920758822962, 0.5032589966404076, 0.49508251308459506,
26, 0.00142401917557097, 0.5034199279311893, 0.49515605469441926,
27, 0.0013942925256293435, 0.5034778400708464, 0.49512786920631985,
28, 0.0014544077646386413, 0.5034892842378812, 0.49505630979839066,
29, 0.0017964816676985303, 0.5033569489669968, 0.4948465711667217,
30, 0.001849882752132894, 0.5033705742733281, 0.4947795447751512,
31, 0.001901689510243895, 0.5033841721731389, 0.49471414011615256,
32, 0.0016767537012443955, 0.503538007480097, 0.4947852406174189,
33, 0.0014693268095506292, 0.503682059216379, 0.4948486157734432,
34, 0.001467585069172458, 0.5037226595463905, 0.49480975718494147,
35, 0.0014289088298499166, 0.5037811454610915, 0.49478994750744903,
36, 0.001378487665777274, 0.5038446953355665, 0.4947768187998495,
37, 0.0015803923346149587, 0.5037791600393747, 0.4946404494268335,
38, 0.0016528489108349784, 0.5037742875972527, 0.4945728652904258,
39, 0.0017357005093112776, 0.503763317403739, 0.494500983883986,
40, 0.0017052680552549634, 0.5038151453592695, 0.49447958838132827,
41, 0.0013933469152617151, 0.5040096917600845, 0.49459696312166057,
42, 0.0011767618482309468, 0.504154942640702, 0.494668297308852,
43, 0.0007032765533495646, 0.5044409752547, 0.49485574999114207,
44, 0.00041528420654672225, 0.5046313378120257, 0.49495337977886633,
45, 0.00023996637336666765, 0.5047647893238127, 0.49499524609931117,
46, 0.000162881941942137, 0.504848345527102, 0.4949887743284245,
47, 0.00012176788158084785, 0.5049113636673849, 0.4949668702495568,
48, 8.822528125487456e-05, 0.5049704954135972, 0.49494128110366314,
49, 0.00012113851215005806, 0.5049949166738044, 0.4948839466108501,
50, 0.0001783007446482585, 0.5050055774299781, 0.49481612362077265,
51, 0.00019900607241893928, 0.5050335431745555, 0.4947674525487262,
52, 0.00027161937285516955, 0.5050338880545053, 0.4946944943669097,
53, 0.0003095899929455765, 0.5050437074243683, 0.4946467043763732,
54, 0.0004397751312459886, 0.5050056311570457, 0.4945545955050787,
55, 0.0005616876520888981, 0.5049713759633712, 0.49446693817918,
56, 0.000708377273107122, 0.5049235352022317, 0.4943680893182454,
57, 0.0006443986393925438, 0.5049869558503107, 0.4943686473033813,
58, 0.0005617506541779094, 0.505060868073504, 0.4943773830676921,
59, 0.0006063084397860633, 0.5050706412272328, 0.4943230521263959,
60, 0.0006232355530362164, 0.5050934880170201, 0.4942832782214474,
61, 0.0008633194321736108, 0.5050022898987826, 0.4941343924611526,
62, 0.0009157544822955235, 0.5050087311490804, 0.4940755161612677,
63, 0.0009228655247051897, 0.505037456027881, 0.49403968023796585,
64, 0.0007975647433327586, 0.5051498250935577, 0.49405261195296857,
65, 0.0007851337530093214, 0.505203467585282, 0.4940114004536447,
66, 0.0007445847428186466, 0.5052705486072606, 0.49398486843814915,
67, 0.001046810142447097, 0.5051643994558442, 0.49378879219074123,
68, 0.0011108407469238107, 0.5051791823288518, 0.49370997871322125,
69, 0.001382261726195335, 0.5050877180589685, 0.493530022003565,
70, 0.0015249537644259012, 0.5050567202778092, 0.4934183277460004,
71, 0.0017385892991778182, 0.5049801646625476, 0.49328124782951255,
72, 0.001708536045655766, 0.5050376643721594, 0.49325380137241337,
73, 0.001531635450394263, 0.5051748102650646, 0.4932935560720053,
74, 0.0014055941952341646, 0.5052859718638282, 0.49330843572833577,
75, 0.0011400804210685473, 0.5054646073734556, 0.49339531399462255,
76, 0.0008398126945089273, 0.5056601535818396, 0.49350003550909016,
77, 0.0006856524153275387, 0.5057800956331563, 0.49353425373632565,
78, 0.0006870531555254715, 0.5058193860635082, 0.49349356256562626,
79, 0.0008008649051639082, 0.5058023027738776, 0.49339683410694535,
80, 0.0010927311149711487, 0.505693736187828, 0.49321353448514305,
81, 0.0011409010193955242, 0.505713740217939, 0.493145360548214,
82, 0.001319042393270451, 0.5056678971546693, 0.4930130622401588,
83, 0.0015183426275176264, 0.5056107497561634, 0.49287090940271494,
84, 0.001745806446408622, 0.5055409019689465, 0.4927132933741781,
85, 0.0017269515965402042, 0.5055865071896763, 0.4926865430027962,
86, 0.001765862363895923, 0.5055938591629549, 0.492640280260391,
87, 0.001534304959209427, 0.5057387647987697, 0.49272693202739015,
88, 0.0011776275084018645, 0.5059418336172544, 0.49288054065824627,
89, 0.0009288885644449866, 0.5060892966599772, 0.4929818165605945,
90, 0.0007560390400239331, 0.506197328375302, 0.4930466343703518,
91, 0.0007299169913237657, 0.5062315640103126, 0.49303852078248056,
92, 0.000713602358475855, 0.5062599734599253, 0.4930264259677936,
93, 0.0006443104687209485, 0.5063145994744189, 0.4930410918410663,
94, 0.0006654542823194438, 0.5063219034599998, 0.49301264404054357,
95, 0.001032454698731754, 0.5061542048916159, 0.49281334219282247,
96, 0.0012735100132254377, 0.506055053786242, 0.4926714379822709,
97, 0.0013736588645902425, 0.5060326109745611, 0.49259373194479245,
98, 0.0014767123420023306, 0.506008023941617, 0.49251526549851293,
99, 0.0016358679951520992, 0.5059543460602186, 0.49240978772707167,
100, 0.0018370671207890677, 0.5058717212948431, 0.4922912133666373,
101, 0.0024422422640231604, 0.5055845144193646, 0.49197324510025514,
102, 0.0027186265842136753, 0.5054550862049353, 0.4918262889949562,
103, 0.002851955238448032, 0.5053935655714643, 0.4917544809727049,
104, 0.0026562216929188445, 0.5054956668119602, 0.4918481132774794,
105, 0.0024431117385362196, 0.5056060677053469, 0.49195082234057663,
106, 0.0020719589449755297, 0.5057933545316187, 0.4921346883073259,
107, 0.0015168720366281483, 0.5060589707448404, 0.4924241590029377,
108, 0.0010591763274782396, 0.5062754141251615, 0.4926654113315216,
109, 0.0008931258110250958, 0.5063436973516166, 0.4927631786228291,
110, 0.0010886286557637496, 0.5062288771482799, 0.4926824959812546,
111, 0.0011703532484393243, 0.5061770697909841, 0.49265257874487667,
112, 0.00101804228523009, 0.5062444773826983, 0.49273748211409674,
113, 0.0005986312981388291, 0.5064447487139623, 0.49295662176971045,
114, 0.0003519469141620769, 0.5065583429093439, 0.4930897119612649,
115, 0.0002267686210868532, 0.5066107874646861, 0.49316244569818185,
116, 0.0001230850744276282, 0.5066519399076487, 0.4932249768050405,
117, 0.00012165033290343435, 0.5066404892178882, 0.4932378622366519,
118, 0.00012503309690415284, 0.5066267299336643, 0.49324823875843105,
119, 0.0002329991255647959, 0.5065591185777781, 0.4932078840861646,
120, 0.00031382858413020606, 0.5064961093097821, 0.49319006389715425,
121, 0.0004900178391994643, 0.506384925257161, 0.4931250586926707,
122, 0.0006991813121345941, 0.5062565743208107, 0.49304424615793463,
123, 0.0007802070152896882, 0.5061906128917646, 0.49302918188111633,
124, 0.0008422648000016392, 0.5061334644405104, 0.49302427254731696,
125, 0.0007893773337298162, 0.5061392996677294, 0.4930713247880984,
126, 0.0008806667469035014, 0.5060726737908835, 0.4930466612524326,
127, 0.0008565616940489633, 0.5060692110963398, 0.49307422899954056,
128, 0.0007165719646503679, 0.5061291939009662, 0.49315423592356455,
129, 0.0005514087621726778, 0.5062012543224879, 0.4932473387035608,
130, 0.0003699615351455735, 0.5062824914828858, 0.4933475487700252,
131, 0.00029588974824654824, 0.5063096416467291, 0.4933944703920661,
132, 0.00030227089860808865, 0.506294796667164, 0.49340293422050907,
133, 0.0005029556772171838, 0.5061809945958596, 0.4933160515130332,
134, 0.0008225576607910641, 0.5060054434772315, 0.49317200064906247,
135, 0.0011954374749236101, 0.5058020848271902, 0.49300247948448456,
136, 0.0014405770633083967, 0.5056681488868403, 0.4928912758355937,
137, 0.001882614076421952, 0.5054345187660086, 0.49268286894459834,
138, 0.0030731659420136924, 0.5048218402817944, 0.49210499556294984,
139, 0.0038629574764288, 0.5044142625681503, 0.491722781741804,
140, 0.004143452879310624, 0.5042646036200721, 0.49159194528984335,
141, 0.004056319642019728, 0.5043013461889023, 0.4916423359582512,
142, 0.0038151686787960557, 0.5044114147058604, 0.4917734184031007,
143, 0.0038779464105943486, 0.5043688159462493, 0.4917532394314504,
144, 0.003809908102778253, 0.5043867417732255, 0.4918033519121812,
145, 0.003945949553997315, 0.5043007865183329, 0.49175326571526073,
146, 0.004241993544785541, 0.5041242022266084, 0.4916338060139059,
147, 0.004168100819953879, 0.5041352020947486, 0.49169669887265516,
148, 0.003951487332934554, 0.5042130782950306, 0.49183543615960884,
149, 0.0035722827429762586, 0.504379510275556, 0.49204820876750277,
150, 0.0027671277543044803, 0.5047578317785059, 0.49247504225411276,
151, 0.0019823056639707596, 0.5051255722424065, 0.492892123878287,
152, 0.0012058775335831253, 0.5054886640646712, 0.493305460187928,
153, 0.0005373012085653946, 0.5057896287733471, 0.4936730718045506,
154, 0.00033710979716254625, 0.5058546185672195, 0.4938082734223374,
155, 0.0003620402007055637, 0.5058053111591393, 0.49383265042771657,
156, 0.0003409216553626484, 0.5057785187095348, 0.4938805614193948,
157, 0.00027277772533578084, 0.5057747325853365, 0.4939524914756196,
158, 0.0002564960137217528, 0.5057449624560229, 0.49399854331563653,
159, 0.000287114782552118, 0.5056894344044616, 0.4940234525990809,
160, 0.00031260366620113706, 0.5056352520437616, 0.4940521460757136,
161, 0.0005762432590377112, 0.5054597143418524, 0.49396404418508694,
162, 0.0008140989328101059, 0.5052963573711835, 0.4938895454811572,
