Optimize time:0.36741115152835846
Begin Prob:-27468.2524853961
End Prob:-27355.736147322383
Substitution parameters:[0.21407719840038508, 0.273321063871537, 0.2822151868521116, 0.2303865508759663, 1.6765436565794838]
Trees:
(1:763.9345354122056,(4:690.9633213264848,(2:690.9633213264848,3:763.9322585681878):690.9815752879915):763.6815195862575);
(1:763.9322585681878,(2:763.7057068678473,(3:761.8287709569324,4:763.9322585681878):763.9070079810949):763.9345354122056);
(1:763.9322585681878,(3:0.930614,(2:0.98047,4:0.979274):1e-06):0.630301);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.03423911181414585, 0.5385879353833887, 0.42717295361722235,
1, 0.03375802964065745, 0.5389369346846524, 0.42730503648823787,
2, 0.033083483598646025, 0.5394029275033269, 0.42751358971138326,
3, 0.03268872550891167, 0.5397146642044609, 0.42759661110377295,
4, 0.03213878777750811, 0.540120375401922, 0.42774083763573206,
5, 0.031428662798475684, 0.5406234513721278, 0.4279478866442233,
6, 0.03061127481931868, 0.5411571857565546, 0.42823154024046106,
7, 0.029606169149393076, 0.5418039692388812, 0.42858986242618236,
8, 0.028068956170669377, 0.5427552521806949, 0.4291757924637768,
9, 0.026447984110450615, 0.5437469456929894, 0.4298050710127948,
10, 0.02471016705262159, 0.5448082761470951, 0.4304815576170475,
11, 0.02341631517482359, 0.5456170606717802, 0.4309666249694964,
12, 0.022709564763466562, 0.5460955490891883, 0.4311948869625969,
13, 0.021968152966772778, 0.5465985993529218, 0.43143324849552017,
14, 0.021218380030727926, 0.547110923289953, 0.4316706974965893,
15, 0.020837015333983785, 0.5474169086079889, 0.431746076875479,
16, 0.020380603126445667, 0.5477534465476349, 0.43186595114431137,
17, 0.01973010525473046, 0.5482066911317046, 0.4320632044319022,
18, 0.018946466382100208, 0.548740770008739, 0.432312764426478,
19, 0.01816105962482668, 0.5492687969309651, 0.43257014426189705,
20, 0.016973081320209745, 0.5500125686984969, 0.43301435079640416,
21, 0.015360930791395805, 0.5510057159573767, 0.4336333540648808,
22, 0.013426229295911328, 0.5521668299127999, 0.43440694160362714,
23, 0.010978791733968568, 0.553590211304889, 0.4354309977754347,
24, 0.00926548662149203, 0.554583338485258, 0.43615117570868517,
25, 0.007867277541020132, 0.5554026937212034, 0.43673002955307394,
26, 0.006292472712301037, 0.5563220922005562, 0.4373854359031767,
27, 0.004553692693513534, 0.5573378517120807, 0.43810845641074575,
28, 0.003335659482196813, 0.5580460688917781, 0.43861827244252494,
