Optimize time:0.1541186343299018
Begin Prob:-27371.525026770167
End Prob:-27365.326276375195
Substitution parameters:[0.22698218354414798, 0.2581542876602237, 0.26421688854593695, 0.25064664024969135, 1.420644414224679]
Trees:
(4:306.97294054011473,(2:309.0177232747593,(1:309.0177232747593,3:273.3451713564356):309.0177232747593):309.0177232747593);
(4:303.9963756533181,(1:309.0177232747593,(2:302.43978603103585,3:303.94875225519684):309.0177232747593):306.84501605064236);
(4:0.666139,(3:0.704494,(1:272.5326949083384,2:1.22255):1e-06):0.666139);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.33359169523092874, 0.33282759979898047, 0.33358070630955866,
1, 0.3332469192603204, 0.333494833396629, 0.3332582486832895,
2, 0.3334939101386748, 0.33300896185706286, 0.33349712934492,
3, 0.3333592581334148, 0.3332799627275628, 0.33336078048020135,
4, 0.33333478196150984, 0.3333199864214643, 0.33334523295731056,
5, 0.3335062747705895, 0.33299453466573814, 0.33349919190504107,
6, 0.3333176622713291, 0.33336819584331745, 0.33331414322502767,
7, 0.33332465031381775, 0.33335819553225454, 0.3333171554972016,
8, 0.33326251312592436, 0.3334719416210945, 0.3332655465948943,
9, 0.3335364727886364, 0.33291373670017393, 0.3335497918529188,
10, 0.33323441166869383, 0.33354647223014355, 0.3332191174426509,
11, 0.3333424915251474, 0.33332593479130357, 0.33333157502283545,
12, 0.33329880358235353, 0.33338133995068814, 0.33331985780832374,
13, 0.3332948706642788, 0.3334782931815415, 0.3332268374964068,
14, 0.33344338634594967, 0.33304639745667153, 0.3335102175383005,
15, 0.3332295882648495, 0.33360047960804917, 0.33316993346770846,
16, 0.3334475425882581, 0.3330581673229178, 0.33349429143229414,
17, 0.33328595349312706, 0.3334459210055786, 0.33326812684403395,
18, 0.3335025053633588, 0.3329805544028534, 0.33351694157657863,
19, 0.3333627632980832, 0.3332687692211916, 0.33336846882346316,
20, 0.33329292104746877, 0.33342218344990526, 0.33328489684612594,
21, 0.33342381765231544, 0.333125325577983, 0.33345085811365394,
22, 0.33328208483377036, 0.3334559450357064, 0.3332619714736649,
23, 0.3335267068418617, 0.332930386264329, 0.33354290823527827,
