Optimize time:0.3824752433432473
Begin Prob:-27364.519781354622
End Prob:-27282.762306943885
Substitution parameters:[0.2225045281444781, 0.25841757939559207, 0.2666775279417444, 0.2524003645181855, 1.6615307477702148]
Trees:
(4:621.2265226747489,(3:736.2515256074921,(1:714.868510189437,2:735.7016730804522):735.6897513704008):720.6027898835722);
(4:681.7970017920001,(2:700.0736136702719,(1:682.8530796656282,3:735.7016730804522):681.7970017920001):736.0828885918667);
(4:0.744239,(1:736.0682414318121,(2:0.744997,3:1.33653):0.044443):0.744239);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.0018807168583208562, 0.5136256651628103, 0.4844936165451959,
1, 0.0015674937114306447, 0.5137945890582919, 0.48463791579806587,
2, 0.0012992021995202714, 0.5139402859181216, 0.48476051045021995,
3, 0.0009294580700080768, 0.5141342605135611, 0.4849362799818654,
4, 0.0006646055346528104, 0.5142734035690375, 0.48506198946405793,
5, 0.0005304000105738081, 0.5143457614739982, 0.4851238370824798,
6, 0.00043014551055941934, 0.5143978959819705, 0.4851719570728143,
7, 0.0004022306260587145, 0.5144129631342808, 0.4851848048046615,
8, 0.00037272956464479986, 0.5144279277685537, 0.4851993412313754,
9, 0.000354675938434038, 0.5144370650673075, 0.4852082575580653,
10, 0.00034576576843361534, 0.5144406862781871, 0.4852135465189669,
11, 0.00033179209261959073, 0.5144483498343144, 0.48521985663828887,
12, 0.00032498074106819015, 0.5144523698149964, 0.48522264800918324,
13, 0.00031199606868718944, 0.5144655738939636, 0.48522242860000603,
14, 0.00029108635014103175, 0.5144885778948947, 0.4852203343192922,
15, 0.0002631878689090355, 0.5145166574746355, 0.48522015321997786,
16, 0.00023413306709230939, 0.5145440629801593, 0.48522180251961083,
17, 0.00019309398085774876, 0.5145761641343894, 0.48523074045099907,
18, 0.00018312000799766454, 0.5145919603885362, 0.4852249181687451,
19, 0.000169278995493774, 0.5146078644026435, 0.48522285516422964,
