Optimize time:0.15564360837141672
Begin Prob:-27318.48797050091
End Prob:-27316.499803486437
Substitution parameters:[0.2251863063855932, 0.26631494361857233, 0.2600945552794893, 0.24840419471634514, 0.8825796156624184]
Trees:
(4:499.405889734543,(2:499.96672642129363,(1:357.0388462676857,3:498.7443534383287):500.0004999999999):499.52067914512077);
(4:500.0005407495391,(1:496.7118502321412,(2:499.8816739853034,3:352.07079744741276):361.2255787846357):499.9938155994247);
(4:0.622424,(3:0.785245,(1:497.0867547499283,2:0.877979):1e-06):0.622424);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.3337877042301341, 0.3325954487670834, 0.3336168449585023,
1, 0.3337306592788202, 0.3323513174917849, 0.3339180211866368,
2, 0.33414006062717805, 0.3321052175665438, 0.33375471976509474,
3, 0.33571122554977395, 0.33000628761086387, 0.3342824847989588,
4, 0.3325715020736151, 0.33448342597460456, 0.3329450699122353,
5, 0.3314946399545785, 0.336607839903183, 0.3318975181028879,
6, 0.3357332640411651, 0.3301548411372591, 0.33411189278333064,
7, 0.33389356105648865, 0.3328065534324388, 0.3332998834717191,
8, 0.3346578933066895, 0.330510341802251, 0.3348317628525389,
9, 0.33776257451432584, 0.32828232796299905, 0.33395509548269275,
10, 0.3338692313439652, 0.33272825221877683, 0.3334025143974314,
11, 0.33572840853727876, 0.3294860939440749, 0.33478549548001235,
12, 0.33600570975816235, 0.33029393392450274, 0.333700354277114,
13, 0.33112446688582026, 0.336897775501658, 0.33197775557553916,
14, 0.3325754277044759, 0.3343355269848476, 0.3330890432727964,
15, 0.3342435882839677, 0.33078140101411074, 0.3349750086630027,
16, 0.33615446810917454, 0.3292590853010447, 0.3345864445509959,
17, 0.33391039148775836, 0.3327417077144387, 0.33334789875814863,
18, 0.3344008564082292, 0.33192047222134874, 0.33367866933161217,
19, 0.3334310442034859, 0.33366053150372843, 0.3329084222529228,
20, 0.33296500149155367, 0.33433332752240913, 0.33270166894677716,
21, 0.3309326677786939, 0.3373421730472926, 0.3317251571354765,
22, 0.3270966069983662, 0.3443875430953398, 0.328515847867735,
23, 0.33250483870694836, 0.3353142785278085, 0.33218088072769025,
24, 0.3334284676699597, 0.33310707498062003, 0.33346445531100477,
25, 0.33380846092636846, 0.33156873889796984, 0.3346227981384573,
26, 0.33442921349350097, 0.33048612636767416, 0.33508465810176435,
27, 0.3362989983053228, 0.32953923648571143, 0.33416176317206986,
28, 0.33434979534170645, 0.330934080328859, 0.3347161222918772,
29, 0.33487058277418885, 0.3306922295849228, 0.33443718560316466,
30, 0.33389341858462596, 0.3315848851361609, 0.3345216942423027,
31, 0.33380905401097316, 0.3314569225917027, 0.3347340213606416,
32, 0.33397002658647273, 0.3312749645811855, 0.33475500679503395,
33, 0.33515164864637503, 0.3308659824740733, 0.3339823668433264,
34, 0.3338035598765372, 0.33209892898201887, 0.334097509105443,
35, 0.3332549702743151, 0.33218092203188654, 0.3345641056583588,
36, 0.333580896437986, 0.33224028421723034, 0.33417881730971094,
37, 0.3335188196018182, 0.3322319915229224, 0.3342491868405037,
38, 0.33264212128930304, 0.3341513565582217, 0.33320652011780505,
39, 0.32727582230199664, 0.34426417846255536, 0.328459997201347,
40, 0.3341534059522136, 0.333732612786873, 0.33211397922646196,
41, 0.3272005468847848, 0.3444451078044212, 0.32835434327590535,
42, 0.33021505082045427, 0.33877368956112813, 0.3310112575813836,
43, 0.3321980081702597, 0.33524166122375215, 0.3325603285698683,
44, 0.333355450032678, 0.3337053343358897, 0.33293921359366213,
45, 0.3338890935460656, 0.3317256553054367, 0.33438524911042206,
46, 0.33517395064129557, 0.3304214925139602, 0.3344045548064706,
47, 0.3363384405070006, 0.32901667708310284, 0.33464488037097057,
48, 0.33418452000015736, 0.33150746167179884, 0.3343080162908448,
49, 0.3343888502484235, 0.3305927534384503, 0.3350183942749806,
50, 0.33222391204092866, 0.33486390548048683, 0.3329121804389324,
51, 0.3333538858345134, 0.3332282369111856, 0.3334178752150021,
52, 0.3337173552459311, 0.3325830845302269, 0.33369955818518054,
53, 0.333167222575019, 0.33247075548600374, 0.33436201990058007,
54, 0.3330899682987707, 0.3336550492913961, 0.3332549803721826,
55, 0.33198271628064435, 0.33469725532833244, 0.3333200263515359,
56, 0.33345835837379273, 0.3324259045425319, 0.3341157350436559,
57, 0.33398790780805476, 0.3309326673609316, 0.3350794227926644,
58, 0.33347543564350585, 0.33255239403745196, 0.3339721682811357,
59, 0.33233614576521864, 0.3349586254584407, 0.3327052267366379,
60, 0.335761205973535, 0.3306094784559174, 0.33362931353149944,
61, 0.3341032576630549, 0.33175738535020155, 0.3341393549498122,
62, 0.33428778289018984, 0.3326700927061135, 0.33304212236704855,
63, 0.33810828780543817, 0.3278966241542782, 0.33399508600436734,
64, 0.3348991435195217, 0.3296495480713067, 0.3354513063719038,
65, 0.33503386778210265, 0.3302137557641946, 0.33475237441605915,
66, 0.3292255912066747, 0.3402246579482723, 0.3305497488074098,
67, 0.3332944379041622, 0.33241287338195474, 0.33429268667753687,
68, 0.333433272945391, 0.33352924843346454, 0.3330374765851883,
69, 0.33334186654260867, 0.3335141148617156, 0.3331440165592719,
70, 0.33339464866837565, 0.3321136927132697, 0.33449165658096375,
71, 0.3350899659810351, 0.33005516894123993, 0.3348548630387853,
72, 0.3323046351617001, 0.3346487995051289, 0.33304656329540505,
73, 0.3328983527994804, 0.3328621037291631, 0.33423954143507995,
74, 0.3329424770104922, 0.33347807151658554, 0.3335794494355923,
75, 0.329865992722704, 0.33922138219176284, 0.3309126230486473,
76, 0.33494149603576606, 0.3303284775909724, 0.3347300243366223,
77, 0.3336544185737869, 0.3314046471032149, 0.33494093228524824,
78, 0.3302100983413322, 0.3387080353889357, 0.33108186423338914,
79, 0.33364003544429094, 0.33311112997375864, 0.33324883254541005,
80, 0.335512484223922, 0.33079329625047393, 0.33369421749141037,
81, 0.33648873351691294, 0.3297885577856145, 0.33372270666244236,
82, 0.33568187022513135, 0.3305327849824874, 0.33378534275750005,
83, 0.33474863412184475, 0.3314009805627463, 0.3338503832791191,
84, 0.33349147164406884, 0.33300666119145245, 0.3335018651296507,
85, 0.3319777170973261, 0.33482440328181207, 0.3331978775872361,
86, 0.332397453769231, 0.334548595249583, 0.3330539489458356,
87, 0.3334369792394415, 0.33305093489400467, 0.3335120838330095,
88, 0.3339720666015978, 0.33196652448292113, 0.3340614068817894,
89, 0.3358968537045644, 0.32956798053023023, 0.3345351637302038,
90, 0.33395937931629877, 0.3317399452294191, 0.33430067341780445,
91, 0.3335305222596576, 0.33252726216068795, 0.33394221354365694,
92, 0.3326581350489947, 0.33411391989098893, 0.33322794302499953,
93, 0.327193665020686, 0.3441634673548931, 0.3286428655885503,
94, 0.3329915512298426, 0.3342494249013162, 0.3327590218338486,
95, 0.3309207667829575, 0.3375019845976528, 0.331577246584381,
96, 0.3335431808185148, 0.3333750520356488, 0.3330817651098398,
97, 0.32967569970430777, 0.33983459434628205, 0.33048970391337124,
98, 0.33445196430898994, 0.331980605024009, 0.333567428631762,
99, 0.3368762870879741, 0.3294477586159851, 0.3336759522625742,
100, 0.33783203590666666, 0.32860144024866733, 0.33356652180881263,
101, 0.331976726520381, 0.33589607980973335, 0.3321271916344271,
102, 0.3330736965481503, 0.3323315337457191, 0.3345947676701174,
103, 0.3339209882749929, 0.3305388436425957, 0.3355401660449457,
104, 0.3336613459713291, 0.33162370199426766, 0.33471494999682455,
105, 0.3329743431087263, 0.33341538441321633, 0.3336102704420827,
106, 0.32913539444867246, 0.3404907780024575, 0.33037382551206307,
107, 0.3340757481024321, 0.33215395619641375, 0.3337702936601732,
108, 0.3338957311343415, 0.33162348444063316, 0.33448078238621354,
109, 0.3344985839767872, 0.33130262639745905, 0.33419878758670385,
110, 0.33409088680312987, 0.330726129516641, 0.3351829816431547,
111, 0.33351927037526485, 0.3332759409784982, 0.3332047866060727,
112, 0.3330839025053787, 0.3337229610454836, 0.3331931344086045,
113, 0.33600782323701406, 0.3296906981828263, 0.33430147653944314,
114, 0.33410402298111075, 0.33263929954085586, 0.33325667543736853,
115, 0.33578170498186, 0.33011123802892456, 0.33410705494875964,
116, 0.3316007922451445, 0.3364887162296241, 0.33191048948296187,
117, 0.3335896013123105, 0.33311784443041986, 0.3332925522171077,
118, 0.3331603446212857, 0.3338596193275737, 0.3329800340093696,
119, 0.332025944088058, 0.3346692919139412, 0.3333047619572815,
120, 0.3336712836028838, 0.33203848820439447, 0.3342902261530415,
121, 0.3354368782244117, 0.32964666614803634, 0.3349164535877545,
122, 0.3349894604011678, 0.3308757558153053, 0.3341347817445031,
123, 0.33463160981340906, 0.33130128087196814, 0.3340671072757575,
124, 0.3334209398658302, 0.33200887508655824, 0.33457018300824226,
125, 0.33384040454633856, 0.3319098569506689, 0.33424973646301465,
126, 0.335295479022853, 0.3296715537726233, 0.33503296516561243,
127, 0.3332087049862607, 0.3323304841336837, 0.3344608088399184,
128, 0.3319174555032225, 0.3353196419553758, 0.3327629005005955,
129, 0.33252904870382344, 0.33446667006590874, 0.3330042791895963,
130, 0.33314822210171485, 0.3332154441317745, 0.3336363317251703,
131, 0.3314079431970888, 0.33633484768531097, 0.33225720707599193,
132, 0.3289779766394915, 0.34071249354324085, 0.33030952777564493,
133, 0.3312528058171215, 0.3361247285297608, 0.33262246361061876,
134, 0.33279458287605895, 0.33469352912403055, 0.33251188595769465,
135, 0.33116727201729157, 0.3373057142915539, 0.3315270116482647,
136, 0.33535644368997103, 0.3316525090947607, 0.3329910451732211,
137, 0.3305260360190713, 0.3389452367274999, 0.3305287252107015,
138, 0.33743549012713214, 0.3293286515201665, 0.33323585631000774,
139, 0.3342495734469715, 0.332808205353962, 0.33294221915504824,
140, 0.3345013952389093, 0.3317688816977519, 0.3337297210197443,
141, 0.33328073605468045, 0.3340409462311905, 0.33267831567072,
142, 0.3310980654036845, 0.33739514674540977, 0.3315067858084336,
143, 0.33440220222161643, 0.33239052933585483, 0.3332072664012255,
144, 0.332169217207729, 0.33526546555323755, 0.3325653151978906,
145, 0.33374324126978994, 0.3327746856102117, 0.33348207107927613,
146, 0.33359812731455446, 0.3328348429579758, 0.33356702768425,
147, 0.3336812779403122, 0.3323251492970527, 0.3339935707195646,
148, 0.33383135518357426, 0.3321339116987075, 0.33403473107496484,
149, 0.3349740513643609, 0.3308232873987358, 0.33420265919320563,
150, 0.3350848535685476, 0.33124590160156175, 0.3336692427860651,
151, 0.3330781376151972, 0.33393966077609205, 0.3329821995648211,
152, 0.32893461729170753, 0.3410909559650392, 0.32997442469732796,
153, 0.33541761036948625, 0.33070498091518696, 0.3338774066687754,
154, 0.3343836025222114, 0.33194257165084173, 0.3336738237810155,
155, 0.3351730353075609, 0.33113819865667976, 0.33368876398914143,
156, 0.3347287374550425, 0.3315186333172181, 0.33375262717870824,
157, 0.33431410231994096, 0.33262935003216015, 0.33305654559822573,
158, 0.3275559350924125, 0.3434307906111117, 0.3290132722477225,
159, 0.3333141099333767, 0.3315279062521585, 0.33515798176476946,
160, 0.3332464480851046, 0.3334097818153044, 0.3333437680518158,
161, 0.33285956938534306, 0.33403513751720476, 0.3331052910493986,
162, 0.3346510086301163, 0.3311822115347289, 0.3341667777859349,
163, 0.33394239067607917, 0.33170026541862646, 0.3343573418570074,
164, 0.33434722421274043, 0.33172313842757506, 0.3339296353117587,
165, 0.3328447771940171, 0.3336790665943333, 0.3334761541626602,
166, 0.33399402087829444, 0.3304671938218403, 0.3355387832511932,
167, 0.33363156683097356, 0.3321351784522053, 0.3342332526688306,
168, 0.33311172540769846, 0.3332572698075478, 0.33363100273637925,
169, 0.330241380999099, 0.3385021843932762, 0.3312564325586038,
170, 0.32898230900992237, 0.34088239732815184, 0.3301352916142862,
171, 0.33245699564022674, 0.3350600238584143, 0.33248297845463043,
172, 0.33193027851489354, 0.3354991248920717, 0.33257059454748633,
173, 0.33336764605978736, 0.3329086226148032, 0.33372372927790894,
174, 0.33361949784394, 0.33285305660989406, 0.3335274434984617,
175, 0.33440199586835406, 0.3319078910650856, 0.33369011102042945,
176, 0.3332842980775032, 0.33401046779627935, 0.33270523208165204,
177, 0.3312207162186736, 0.3370564966675986, 0.3317227850689708,
178, 0.33323143757613954, 0.33355094059490553, 0.33321761978512004,
179, 0.333987787120491, 0.332366704219408, 0.33364550661565245,
180, 0.33028474909290606, 0.338259078720702, 0.3314561701405443,
181, 0.3300331436415357, 0.33955404129146605, 0.330412813021061,
182, 0.3368332095988277, 0.32992801631595436, 0.33323877203869057,
183, 0.3324095517538254, 0.3345170160518301, 0.3330734301478564,
184, 0.33188637621050826, 0.33561806597502325, 0.3324955557673449,
185, 0.3331288782029462, 0.3342278602102392, 0.33264325953910406,
186, 0.33273671105873764, 0.33505902612600014, 0.33220426076820625,
