Optimize time:1.691506407989396
Begin Prob:-126242.9044459324
End Prob:-122675.6274721588
Substitution parameters:[1, 0.24316639265624715, 0.24822135549681548, 0.24677745524229913, 0.2618347966046382, 2.5032069405900943]
Trees:
(2:618.034370715906,(1:618.034370715906,(3:632.1014783389703,4:639.3205856818779):639.3205856818779):871.5629439018729);
((2:620.6951475866525,4:620.6951475866525):620.6963531949067,(1:991.8709319608408,3:620.6951475866525):620.6972741976587);
(2:0.407726,(3:0.27911,(1:568.4189180867703,4:0.73017):1e-06):0.407726);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.0016114397595249424, 0.9095110573393793, 0.08887753077679522,
1, 0.0007527421103791045, 0.9120410227232888, 0.0872062630331765,
2, 0.0003661693613514073, 0.9143813217728963, 0.08525253673388807,
3, 0.00019146546319104345, 0.9167955709395609, 0.08301299147721981,
4, 0.00010911251455184828, 0.9194114752042376, 0.080479440158698,
5, 7.568182475600807e-05, 0.922317181000174, 0.07760716505502828,
6, 5.210120789191256e-05, 0.9248289206312575, 0.07511900602139839,
7, 3.419382243081058e-05, 0.9269982661349996, 0.07296756791620455,
8, 2.290660175889817e-05, 0.9288419741270997, 0.071135147144956,
9, 1.477096181005329e-05, 0.9304047177426631, 0.06958053916831872,
10, 1.205453598430334e-05, 0.9321402522978692, 0.06784772104162835,
11, 1.1899433025326661e-05, 0.934112590832836, 0.06587553761127948,
12, 1.161224397968323e-05, 0.9366912834065316, 0.06329713221679131,
13, 1.2371067716739114e-05, 0.9396006683819625, 0.06038698840161497,
14, 1.4206047078336168e-05, 0.9428010875413868, 0.05718473426475168,
15, 1.841321233004363e-05, 0.9464106367674687, 0.05357097788830725,
16, 2.6016553670358834e-05, 0.9504579291642741, 0.049516082152894804,
17, 3.7825164201138314e-05, 0.9556670725978434, 0.04429513011078548,
18, 6.349811042798052e-05, 0.961497552093242, 0.03843897768272195,
19, 5.102676805711605e-05, 0.9665096517725106, 0.033439349345709066,
20, 4.465254679137316e-05, 0.9708187153844763, 0.029136659960420235,
21, 3.7698060333138364e-05, 0.9745720397665864, 0.02539029006469818,
22, 3.205389534960262e-05, 0.9778210925155298, 0.02214688148094783,
23, 2.652394233538227e-05, 0.9806329200784788, 0.019340583872510288,
24, 2.2625563694518547e-05, 0.9830517911418586, 0.016925611181599652,
25, 2.0084236074628937e-05, 0.9851318994840009, 0.014848044163043568,
26, 1.8712721046587617e-05, 0.9869178794611753, 0.013063435692496954,
27, 1.7972040512429623e-05, 0.9884540737304767, 0.011527982113039226,
28, 1.6567041768694165e-05, 0.989783491077431, 0.010199969764137735,
29, 1.5056786787134277e-05, 0.9909325346960599, 0.009052436409376145,
30, 1.4385493089282067e-05, 0.9919195885471842, 0.008066053852523567,
31, 1.3567669738694883e-05, 0.992772233351938, 0.007214226876974321,
32, 1.2493201926591964e-05, 0.9935095001037352, 0.006478034606163419,
33, 1.1213527175910567e-05, 0.9941458099671802, 0.005843004413756221,
34, 1.0374433101931064e-05, 0.9946910774264451, 0.005298576042342221,
