Optimize time:1.9653463237815434
Begin Prob:-27302.41770724335
End Prob:-27280.869103769175
Substitution parameters back:[0.27019044950858245, 0.20061417806475298, 0.18341252116603868, 0.3457828512606259, 4.195685454906454]
Substitution parameters hot:[0.2513239887946581, 0.21529874784312786, 0.15942440831881866, 0.3739528550433953, 6.180554491854891]
Transition parameters:[0.6000358858748864, 0.20782014718492012, 0.4580527936954657]
hscale parameters:76.6292702275208
Trees:
(2:620.1884359695654,(1:619.0171597441296,(3:618.0187649948467,4:624.5917345933915):618.034370715906):618.034370715906);
(2:618.034370715906,(3:616.1113098987772,(4:616.1149939097851,1:618.034370715906):618.034370715906):618.034370715906);
(2:618.0187649948467,(4:618.0187649948467,(3:618.0187649948467,1:618.0187649948467):618.0535163264043):618.0187649948467);
(2:47524.58725189531,(1:47434.83320950532,(3:47358.326948468784,4:47862.00881203295):47359.522803484935):47359.522803484935);
(2:47359.522803484935,(3:47212.16005646521,(4:47212.442359540255,1:47359.522803484935):47359.522803484935):47359.522803484935);
(2:47358.326948468784,(4:47358.326948468784,(3:47358.326948468784,1:47358.326948468784):47360.98991764548):47358.326948468784);

Position, Posteriors1, Posteriors2, Posteriors3, Posteriors4, Posteriors5, Posteriors6,
0, 0.22550560132394135, 0.11471418881267993, 0.11454395625324842, 0.18174541733598762, 0.18174541733135932, 0.18174541733135932,
1, 0.219716191260316, 0.11940245502933503, 0.11932683121566182, 0.18051817363091535, 0.1805181736263183, 0.1805181736263183,
2, 0.16966806811036925, 0.20743908920299517, 0.20816042421154038, 0.13824413895676937, 0.13824413895324889, 0.13824413895375182,
3, 0.15511010406248363, 0.1793244932057766, 0.17903170380767086, 0.1621778991063189, 0.1621778991027789, 0.1621778991027789,
4, 0.2127594145201255, 0.11865491216595661, 0.11841884022374832, 0.18338894382865914, 0.18338894382465615, 0.18338894382465615,
5, 0.18632878118055182, 0.11553259280001632, 0.11532487810777638, 0.19427124876892685, 0.19427124876468632, 0.1942712487653931,
6, 0.1799197327840363, 0.117679542646891, 0.11749791380428413, 0.19496760305384714, 0.1949676030495914, 0.1949676030488821,
7, 0.16955088808454435, 0.12821993168683013, 0.12819101945486783, 0.19134605305632985, 0.19134605305215316, 0.19134605305215316,
8, 0.15699049953583638, 0.22004144881506849, 0.2210184214594668, 0.1339832095281003, 0.1339832095246883, 0.1339832095246883,
9, 0.1438842013387136, 0.19348347088274295, 0.19367648509016758, 0.15631861369517935, 0.15631861369062988, 0.15631861369119857,
10, 0.1613390895434407, 0.13318422520672607, 0.13314224121103024, 0.19077814747914243, 0.19077814747428412, 0.19077814747428412,
11, 0.17298140566772593, 0.20135017781488834, 0.2021102706002778, 0.14118604810351326, 0.1411860481009451, 0.1411860481009451,
12, 0.20866324564892444, 0.12019989267921709, 0.12007739103687237, 0.1836864896769403, 0.1836864896729308, 0.1836864896729308,
13, 0.17805491956260666, 0.12188477397252098, 0.12163273201943817, 0.19280919094783994, 0.19280919094363133, 0.1928091909429299,
14, 0.15855016658533777, 0.16828489707579988, 0.1677512989010702, 0.16847121194497605, 0.1684712119406858, 0.1684712119406858,
15, 0.18104554191539576, 0.11917560857950672, 0.11888220182704559, 0.19363221535894695, 0.19363221535401595, 0.19363221535401595,
16, 0.2234874060103099, 0.11166733938859924, 0.1114999727814288, 0.18444842673872042, 0.1844484267346943, 0.1844484267346943,
17, 0.19037374160549697, 0.11910095728736433, 0.11928000570327191, 0.19041509793351136, 0.19041509792866226, 0.19041509792866226,
18, 0.181766611925507, 0.19699087311554844, 0.19780621822726474, 0.1411454317083166, 0.1411454317052357, 0.1411454317047222,
19, 0.22227674745272494, 0.11817716279879831, 0.11810629370994466, 0.18047993147812427, 0.1804799314735282, 0.1804799314735282,
20, 0.2219117098989831, 0.11578269688637974, 0.11554175518624124, 0.18225461214135913, 0.1822546121373809, 0.1822546121373809,
21, 0.16602294051220295, 0.16680070274406092, 0.16630511637065187, 0.16695707958956496, 0.16695707958592063, 0.16695707958592063,
22, 0.18281636346399888, 0.11850375754319735, 0.11820133990428154, 0.19349284582846563, 0.19349284582353815, 0.1934928458242421,
23, 0.22476450580322943, 0.10938214027107242, 0.1091168454527879, 0.18557883562282965, 0.18557883561877886, 0.18557883561877886,
24, 0.21443019636033828, 0.11729588073234626, 0.11706479126231543, 0.18373637668030313, 0.18373637667562412, 0.18373637667562412,
25, 0.14930074444433866, 0.19428055255419385, 0.19432400240417297, 0.15403156633048357, 0.15403156632656104, 0.15403156632656104,
26, 0.13597149578295686, 0.20786939594675788, 0.2081140288924675, 0.1493483592572951, 0.1493483592534918, 0.1493483592534918,
27, 0.15523210039958002, 0.21587547700410042, 0.2166166004488938, 0.13742527351394102, 0.13742527351044137, 0.1374252735109413,
28, 0.1800869894413446, 0.13395661968006142, 0.1332806976376933, 0.18422523054602932, 0.18422523054133788, 0.18422523054133788,
29, 0.1692379234344285, 0.2096594540497687, 0.2103610145762933, 0.13691386877812028, 0.13691386877463366, 0.13691386877463366,
