Optimize time:4.589076381921768
Begin Prob:-27437.143171673288
End Prob:-26700.992881732313
Substitution parameters back:[0.4098369807767134, 0.10614712747314282, 0.31542791075444754, 0.1685879809956964, 6.577656155503789]
Substitution parameters hot:[0.1260134227104774, 0.3036266148342519, 0.11174413222043962, 0.45861583023483105, 7.082331121061191]
Transition parameters:[0.9452056463240173, 0.5201637539986318, 0.4788659039415142]
hscale parameters:67.70155034160221
Trees:
((2:618.034370715906,1:618.034370715906):618.034370715906,(4:618.034370715906,3:618.034370715906):618.034370715906);
(2:617.9763206271998,(4:618.034370715906,(1:618.034370715906,3:618.034576018803):618.034370715906):613.0939472744973);
(2:613.1362965502824,(3:617.7210984253251,(4:617.2296190808157,1:564.0436192703382):618.034576018803):597.5520404866537);
((2:41841.88506186335,1:41841.88506186335):41841.88506186335,(4:41841.88506186335,3:41841.88506186335):41841.88506186335);
(2:41837.95498086048,(4:41841.88506186335,(1:41841.88506186335,3:41841.89896118778):41841.88506186335):41507.41073553599);
(2:41510.277847162484,(3:41820.67604211196,(4:41787.40212852781,1:38186.62748489032):41841.89896118778):40455.19955073431);

Position, Posteriors1, Posteriors2, Posteriors3, Posteriors4, Posteriors5, Posteriors6,
0, 0.3285515314350456, 0.3285515314350456, 0.3285515314350456, 0.0047818013371756125, 0.004781801337488741, 0.0047818013376279105,
1, 0.04637977864950782, 0.04637977864950782, 0.04637977864950782, 0.28695355410792833, 0.2869535541267191, 0.2869535541350705,
2, 0.005052652679867716, 0.005052652679867716, 0.005052652679867716, 0.32828068007236516, 0.32828068009744504, 0.32828068010819356,
3, 0.04252940049747322, 0.04252940049747322, 0.04252940049747322, 0.29080393225947443, 0.29080393227745943, 0.29080393228592294,
4, 0.3294492759484205, 0.3294492759484205, 0.3294492759484205, 0.003884056824124609, 0.0038840568243789513, 0.0038840568245202523,
5, 0.30828968793254585, 0.30828968793254585, 0.3082896879314243, 0.025043644839248126, 0.025043644840614752, 0.02504364484107029,
6, 0.3294336560877031, 0.3294336560877031, 0.3294336560877031, 0.0038996766850668855, 0.0038996766852796897, 0.0038996766853648113,
7, 0.3123898973463468, 0.3123898973463468, 0.3123898973463468, 0.020943435424449954, 0.02094343542544045, 0.02094343542597379,
8, 0.3297174783026322, 0.3297174783026322, 0.3297174783026322, 0.003615854467863961, 0.0036158544680744316, 0.0036158544681665124,
9, 0.1846192407815347, 0.1846192407815347, 0.18461924078086306, 0.14871409198070007, 0.14871409199152044, 0.1487140919963896,
