Optimize time:3.0196241025792228
Begin Prob:-237797.07639846395
End Prob:-231126.67209333734
Substitution parameters:[1, 0.25163555891822165, 0.2463192417217978, 0.249890143941468, 0.2521550554185125, 2.955267236933541]
Trees:
(4:961.2290729644251,(3:961.2539428990129,(1:480.3434866400919,2:937.9372419809968):999.6285307968946):480.3434866400919);
((2:791.8984948936724,4:937.9342615534839):962.0334861591165,(1:475.2527804097401,3:944.2719657272487):670.9704440398014);
(4:0.348922,(1:674.4955416913772,(2:0.666299,3:0.362977):1e-06):0.348922);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.0015066614126413326, 0.0437188787107226, 0.9547744394805509,
1, 0.0006841228506857278, 0.04232386563124774, 0.9569919911214618,
2, 0.00031214334038686016, 0.040990388794817534, 0.9586974474620235,
3, 0.00014385203007814189, 0.0397242634748951, 0.9601318640862943,
4, 6.772896811464821e-05, 0.03863370387982421, 0.9612985467504592,
5, 3.3497536061462765e-05, 0.03760442668611004, 0.9623620553747442,
6, 1.8375013856660295e-05, 0.03663482939551942, 0.9633467752024859,
7, 1.1300943159898143e-05, 0.035807105864368804, 0.9641815727731589,
8, 8.118690596349111e-06, 0.03502909083717937, 0.964962770072143,
9, 6.783640609744797e-06, 0.03429845238716568, 0.9656947435574528,
10, 6.209058715550622e-06, 0.033682550171064835, 0.9663112203519182,
11, 6.2366175045657465e-06, 0.03316952893453083, 0.9668242140556235,
12, 6.978485121002624e-06, 0.0327493552015423, 0.9672436459197288,
13, 6.9645781601146075e-06, 0.03227293943418276, 0.9677200756183252,
14, 8.219431780204254e-06, 0.03188569941889484, 0.9681060607621641,
15, 1.1689464632652038e-05, 0.03152904205297574, 0.9684592480683331,
16, 1.0412905115746355e-05, 0.03075038909041079, 0.9692391776094704,
17, 7.947691884914533e-06, 0.029652450608296077, 0.9703395813240379,
18, 6.812352173700441e-06, 0.02861883767321661, 0.9713743295784482,
19, 6.3520823990563005e-06, 0.027646040388194085, 0.9723475871239721,
20, 6.003678723441294e-06, 0.026816652469266965, 0.9731773234431141,
21, 6.076974138210377e-06, 0.026037380672488043, 0.9739565219495327,
22, 6.65853210427701e-06, 0.025373464372784052, 0.9746198566840314,
23, 8.396811872315789e-06, 0.024749313051976946, 0.975242269735664,
24, 9.262433710651595e-06, 0.02407152225737161, 0.9759191949271017,
25, 9.988661707400486e-06, 0.023325206691422396, 0.9766647842475146,
26, 1.0638680477399701e-05, 0.02250680626615191, 0.9774825346520888,
27, 1.0830090865829961e-05, 0.021624556978619387, 0.9783645925304904,
28, 1.1156292462532177e-05, 0.020660197827027958, 0.9793286254793797,
29, 1.0864219228712679e-05, 0.019624793171435236, 0.980364322208795,
30, 1.044572799708904e-05, 0.01849788226578374, 0.9814916515946794,
31, 1.257407671417376e-05, 0.017430876070426163, 0.9825565294537056,
32, 1.8071088083823252e-05, 0.016506270974913445, 0.9834756375411599,
33, 3.1462331607059904e-05, 0.0156295340087338, 0.9843389832651557,
