Optimize time:3.03228618853622
Begin Prob:-243752.3425762094
End Prob:-237115.74861856602
Substitution parameters:[1, 0.23261369191163636, 0.2670978447923648, 0.2639245609682135, 0.23636390232778537, 4.229316589571195]
Trees:
(2:260.69442958757793,(1:978.7137850340281,(3:236.15521303904896,4:680.3424706859106):680.340207159061):260.69442958757793);
(2:376.5992084990356,(4:679.8427440017457,(1:978.7137850340281,3:679.9523857189786):736.9439403745507):618.0349716479525);
(2:0.424143,(3:0.403196,(1:393.7324510086881,4:0.736646):1e-06):0.424143);

Position, Posteriors1, Posteriors2, Posteriors3,
0, 0.11997297397669653, 0.08728245127825288, 0.7927446990368082,
1, 0.12016939631942139, 0.08633790836846551, 0.7934928196028244,
2, 0.12136796919409622, 0.08505676361023538, 0.7935753914967443,
3, 0.12380760902811919, 0.08304838886397788, 0.7931441264248063,
4, 0.12518315499118443, 0.08140542979616458, 0.7934115395300645,
5, 0.1284258780208368, 0.07906446839322488, 0.7925097779228157,
6, 0.13030972969527618, 0.07722064339181671, 0.7924697512341758,
7, 0.13221391622449696, 0.07548642730566112, 0.7922997808254248,
8, 0.1341360482268194, 0.073857335970827, 0.7920067401498155,
9, 0.1388260990266252, 0.07107746399075898, 0.7900965613345425,
10, 0.14155924042877463, 0.06900400497176108, 0.7894368789418817,
11, 0.14188989130680818, 0.06786333068923223, 0.7902469023555049,
12, 0.14163025404697274, 0.06676489615295544, 0.7916049741390111,
13, 0.1413309212971019, 0.06577366051376174, 0.7928955425426091,
14, 0.13855779538439372, 0.06497321119916673, 0.7964691177615847,
15, 0.13572331375478883, 0.06427522588382133, 0.8000015847089245,
16, 0.13283421315578936, 0.06367486988045047, 0.803491041302232,
17, 0.12988909814992933, 0.06316806713774757, 0.806942959033251,
18, 0.1174621087170625, 0.0632357348243599, 0.81930228078085,
19, 0.09426764421872649, 0.06447225827143992, 0.8412602218341351,
20, 0.07061404542254508, 0.06592638202775342, 0.8634596968785613,
21, 0.03006262944928264, 0.0684168743924214, 0.9015206204634156,
22, 0.013011174818741393, 0.06913126077502069, 0.9178576887005381,
23, 0.005839330255097568, 0.06909240211759272, 0.9250683919296631,
24, 0.003065082147303797, 0.06882848344087159, 0.9281065587009573,
25, 0.00202540873770866, 0.06844438782188958, 0.9295303277527017,
26, 0.0016159345912651192, 0.06808991890979302, 0.9302942708244135,
27, 0.0008875621824443287, 0.06768689076788963, 0.9314256713517675,
28, 0.0005858288414409856, 0.06728403786634993, 0.9321302575941065,
29, 0.00047794228175181396, 0.06690529552433948, 0.9326168864846834,
30, 0.00043216736408594977, 0.06642953516317712, 0.9331384217764621,
31, 0.00033350763286809943, 0.06588512663276666, 0.9337814900638051,
32, 0.0002834707276060874, 0.06524411976354527, 0.9344725338302865,
33, 0.0001815782033153567, 0.06452127225702631, 0.9352972738336952,
34, 0.0001467777998199268, 0.06392875188029426, 0.9359245946358224,
35, 7.428072157053061e-05, 0.06325820960619494, 0.9366676339783765,
36, 4.4319085618419324e-05, 0.06262523161349728, 0.9373305736092633,
37, 3.328326525489816e-05, 0.06211191877400336, 0.9378549222666879,
38, 3.3256282854584564e-05, 0.06164193735794712, 0.9383249306483958,
39, 4.4066453757609315e-05, 0.061212221235593445, 0.9387438366075068,
40, 7.676545338177838e-05, 0.060878797121756235, 0.9390445617062644,
41, 6.760658075648491e-05, 0.06049330010367225, 0.9394392176097002,
42, 3.850595472033336e-05, 0.06003635675645675, 0.9399252615732963,
43, 2.7500680382932873e-05, 0.05968011280394527, 0.940292510815028,
44, 2.7753759148175305e-05, 0.05935358462209399, 0.9406187859081641,
45, 3.70604417361085e-05, 0.05911594325728112, 0.9408471205903813,
46, 4.342690213409943e-05, 0.05892233282110743, 0.9410343645678828,
47, 5.841645261467131e-05, 0.058663866389735225, 0.9412778414499844,
48, 5.18256110196877e-05, 0.05850930466366671, 0.941438994005027,
49, 5.4371391798879546e-05, 0.05828210382534662, 0.9416636490926332,
50, 6.764095763536351e-05, 0.057977156387852224, 0.9419553269412874,
51, 9.922655665541819e-05, 0.057589291345648594, 0.9423116063864986,
52, 0.0001337565501874455, 0.057229122202017854, 0.9426372455442039,
53, 0.0002078617327037004, 0.056774414117892906, 0.9430178484356556,
54, 0.0002510900552102214, 0.05642360631701219, 0.943325427912435,
55, 0.00026154799004955747, 0.05617711594913978, 0.9435614603673466,
56, 0.00031714126673156674, 0.055991489462286485, 0.9436914935801302,
57, 0.00034576188115849246, 0.055888557478646454, 0.9437658049492762,
58, 0.00038018848427439164, 0.05580743762302569, 0.9438124982018445,
59, 0.0004203249318656936, 0.05579394308316113, 0.9437858562731977,
60, 0.000421274197895588, 0.055870477854961256, 0.9437083722598438,
61, 0.0003830639416438188, 0.05603991558053601, 0.9435771447725311,
62, 0.00028932739550690514, 0.056313413339666975, 0.9433973835711665,
63, 0.0002459101209328074, 0.05650082547061873, 0.9432533887142005,
64, 0.00022747205444664697, 0.05662004773783154, 0.9431526044831954,
65, 0.00020972124342591558, 0.05680970552516054, 0.9429806974943414,
66, 0.00015557049065942, 0.057099936903194634, 0.9427446168833543,
67, 0.00013665231666843504, 0.057457409626997726, 0.9424060623151482,
68, 0.00011725276729635392, 0.05790162294246383, 0.9419812485378232,
69, 6.690981257415867e-05, 0.05847385973533149, 0.94145935469723,
70, 3.819625256395471e-05, 0.05895250671063487, 0.9410094213000104,
71, 2.821521108178585e-05, 0.05952087306309385, 0.9404510360144822,
72, 2.71632753451452e-05, 0.06019067492611165, 0.9397822860774984,
73, 2.136333718020922e-05, 0.060932116224387274, 0.9390466446761323,
74, 2.2719284099816762e-05, 0.0618227274702857, 0.9381546774935712,
75, 1.9818053527186477e-05, 0.06279975651912677, 0.9371805496846815,
76, 1.2440555337197702e-05, 0.06387041102740175, 0.9361172726607527,
77, 8.621872766188565e-06, 0.06479456279276323, 0.9351969395914365,
78, 6.014535006017299e-06, 0.06560552616877972, 0.9343885835526647,
79, 4.1900949547325e-06, 0.06629737283044276, 0.933698561333857,
80, 4.035910323648582e-06, 0.06703525204575043, 0.9329608362877634,
81, 3.6035821360007493e-06, 0.06766113749782456, 0.9323353831503339,
82, 4.469584374893221e-06, 0.0683310078820787, 0.9316646467658962,
83, 7.398877214720195e-06, 0.06904658401962402, 0.9309461413331516,
84, 7.159777310551491e-06, 0.06989508491304203, 0.930097879544668,
85, 7.854367941156145e-06, 0.07061988552704937, 0.9293723843350815,
86, 5.320282615872613e-06, 0.07147915011236451, 0.9285156538435579,
87, 4.7401307890306155e-06, 0.07248202412346082, 0.927513359986889,
88, 5.288593966588637e-06, 0.07354346085121038, 0.9264513747934082,
89, 7.704766747091755e-06, 0.0747752202722671, 0.9252171991847166,
90, 6.170057395459389e-06, 0.07607416524199302, 0.9239197889138335,
91, 5.699650253532592e-06, 0.07757013979064888, 0.9224242848018703,
92, 6.7592916412585105e-06, 0.07929406563105858, 0.9206992992989904,
93, 6.966074066301691e-06, 0.08081896541543607, 0.9191741927482302,
94, 9.591883655347764e-06, 0.08257626273162472, 0.9174142696334311,
95, 1.6320852513585648e-05, 0.08442994189929161, 0.915553861496022,
96, 3.218840970287782e-05, 0.08638406196711827, 0.9135838738749247,
97, 4.515329572649838e-05, 0.08844063750792858, 0.91151433342993,
98, 3.934718592793653e-05, 0.0908451120993307, 0.9091156649578738,
99, 4.37388049893848e-05, 0.0929562878724248, 0.9070000975700455,
100, 2.83190684472161e-05, 0.09482476620477182, 0.9051470389814027,
101, 2.6500052666745985e-05, 0.09679393412856681, 0.9031796900790853,
102, 1.8027993171503743e-05, 0.09894045062924398, 0.9010416456584993,
103, 1.3321405628535292e-05, 0.10085155908557329, 0.8991352437694128,
104, 1.203619330501993e-05, 0.10252490146355016, 0.8974631866421798,
105, 1.2271970310174822e-05, 0.10400833580010864, 0.8959795165148516,
106, 1.404904066829755e-05, 0.1053216524867576, 0.8946644227557412,
107, 1.8971589343211174e-05, 0.10645645466777072, 0.8935246980001802,
108, 2.942231375181654e-05, 0.10742977293735954, 0.8925409290402089,
109, 2.358184374258e-05, 0.10861897822441222, 0.8913575642065976,
110, 2.790437787389538e-05, 0.10987883775643963, 0.890093382140099,
111, 2.851729813678705e-05, 0.1112049177770976, 0.8887666892016889,
112, 2.2717431631737574e-05, 0.11265981029520232, 0.8873175965454124,
113, 2.1025352890603494e-05, 0.1139350296260771, 0.8860440692700052,
114, 1.6078910781448233e-05, 0.11528182257358287, 0.8847022227874315,
115, 1.787356454629731e-05, 0.11684127462844948, 0.8831409760851455,
116, 2.737443230237005e-05, 0.11848812754470023, 0.8814846223049143,
117, 5.0094447081647804e-05, 0.12038392288755365, 0.8795661069521667,
118, 4.8256244752189646e-05, 0.12265922866793659, 0.8772926393793492,
119, 6.119643441920782e-05, 0.1252651764354661, 0.8746737514599687,
120, 6.944340585757161e-05, 0.12799915096482978, 0.8719315299572028,
121, 9.617054384105887e-05, 0.13040029018424792, 0.8695036636225738,
122, 0.00015088270870126214, 0.1324974792946313, 0.8673517623609791,
123, 0.00019681663849972395, 0.13478966933797895, 0.8650136383930703,
124, 0.00020829512781490842, 0.13747587876899411, 0.862315950491692,
125, 0.0002161745083471285, 0.14057469520711388, 0.8592092546753368,
126, 0.00028196096625895495, 0.14411935079503088, 0.8555988126061917,
127, 0.00030270004207046765, 0.14826309747299, 0.8514343268596132,
128, 0.0003633672523573191, 0.151940698267045, 0.84769605886542,
129, 0.0003521142877781345, 0.15632737831254917, 0.8433206317714127,
130, 0.0002522503425720072, 0.16157557981067025, 0.8381722942165322,
131, 0.00020935913168954954, 0.16623417390114734, 0.8335565913672699,
132, 0.00020037786218520028, 0.17035795595723682, 0.8294417905793605,
133, 0.00018333062234269568, 0.17510350026108232, 0.8247132935108981,
134, 0.00020862433507867742, 0.1805102579815648, 0.8192812421095359,
135, 0.00022113290378444412, 0.1863896904922374, 0.8133893010005249,
136, 0.00021424348235098923, 0.192793418906663, 0.8069924620176793,
137, 0.00012022956460975023, 0.20042580780839553, 0.7994540870246376,
138, 7.918025437561853e-05, 0.20713064865969927, 0.7927902954665794,
139, 5.9723897986681403e-05, 0.21312279968060216, 0.7868176008073883,
140, 5.85779434577933e-05, 0.21995621094343004, 0.7799853355052989,
141, 7.672419110992607e-05, 0.2277587728313265, 0.7721646273868411,
142, 7.598405310486375e-05, 0.23624181272879108, 0.7636823276056074,
143, 6.238247944066527e-05, 0.24516055112886836, 0.7547771908098354,
144, 6.621128139149446e-05, 0.2530317967049391, 0.746902116409901,
145, 8.69848827670867e-05, 0.25994818509353007, 0.7399649544199149,
146, 9.096557731975658e-05, 0.2674693951520518, 0.732439763654271,
147, 0.0001172098802105372, 0.27408135861840316, 0.7258015558826756,
148, 0.00016872278076674228, 0.27996012700205236, 0.7198712745907275,
149, 0.0002948888503603436, 0.28667441673105015, 0.7130308187927272,
150, 0.00031928745297128306, 0.2946740726602851, 0.7050067642629848,
151, 0.00031816678845774846, 0.3033865566202349, 0.6962954009899412,
152, 0.00036949565209883745, 0.31116922677834186, 0.6884614019878772,
153, 0.00048125078052745334, 0.3180916853137082, 0.6814271883057119,
154, 0.000515912305893859, 0.32617516174843025, 0.6733090503401125,
155, 0.00045960709873187197, 0.3356082968966204, 0.6639322204000758,
156, 0.00022703407132662498, 0.3469176331835379, 0.6528554571389629,
157, 0.0001411149826169183, 0.358721142097895, 0.6411378672990765,
158, 9.542390678400526e-05, 0.3692124051003997, 0.6306922953788174,
159, 7.213944026542277e-05, 0.37854627394661516, 0.6213817110035209,
160, 7.037299046386656e-05, 0.3867801428473794, 0.613149608553279,
161, 8.191549810721612e-05, 0.39415343413518095, 0.6057647747694597,
162, 0.00010846628056995982, 0.4007170371354766, 0.5991746209793,
163, 8.884135229826303e-05, 0.4083692557282686, 0.5915420273247466,
164, 5.166627673905354e-05, 0.41717284238060937, 0.5827756157605473,
165, 3.465947814070449e-05, 0.4249344095471505, 0.5750310553715514,
166, 2.742289395005512e-05, 0.43379622186760636, 0.5661764796473789,
167, 2.804497002702144e-05, 0.4431238539664793, 0.556848225491938,
168, 3.385916113495515e-05, 0.45378142591046233, 0.5461848393414648,
169, 3.9430183899107924e-05, 0.46328083026428335, 0.5366798639671502,
170, 4.774227792485017e-05, 0.4717455516197362, 0.5282068305244129,
171, 7.766408692253711e-05, 0.4807942796489621, 0.5191281807032627,
172, 0.00012501920345710541, 0.48885622644733856, 0.5110188787962638,
173, 0.0001202493432161369, 0.49826024446423045, 0.5016196306443098,
174, 0.0001517943846377988, 0.5089874678916453, 0.49086086218549657,
175, 9.584146286891372e-05, 0.5217380370999286, 0.47816624587916823,
176, 6.664381724333574e-05, 0.5331498827120854, 0.466783597905882,
177, 5.737184203607668e-05, 0.546163335464617, 0.4537794171376092,
178, 5.653729334925369e-05, 0.5578141115260064, 0.44212947561480764,
179, 7.167385637667624e-05, 0.5711137012318814, 0.4288147493494974,
180, 9.649368569656462e-05, 0.5829695587419357, 0.4169340720027951,
181, 0.00010418117828322865, 0.595438006696336, 0.40445793654732326,
182, 0.00015893592676401977, 0.6097057989374942, 0.39013538956001437,
183, 0.0002527775095690176, 0.6224115062173652, 0.3773358407048562,
184, 0.00042341541786837533, 0.6337854789005117, 0.36579123011407916,
185, 0.00045330200813134346, 0.6473034214910763, 0.3522434009270739,
186, 0.00031626703084781943, 0.6634317843322493, 0.3362520730948567,
187, 0.00025433452810981927, 0.6777600631481284, 0.321985726775732,
188, 0.000146619720611587, 0.6933620562349101, 0.3064914485297043,
189, 8.573596909580934e-05, 0.7072364290855618, 0.2926779594017058,
190, 6.400700858731775e-05, 0.7218142781644656, 0.278121839268634,
191, 5.947995440691893e-05, 0.7384501363370165, 0.26149050813783725,
192, 5.886013316064316e-05, 0.7532678423721396, 0.24667342191534616,
193, 6.25022406571651e-05, 0.766478723746237, 0.23345889843965104,
194, 7.27576647635446e-05, 0.7782563398543223, 0.2216710269173802,
195, 9.622225538088548e-05, 0.7888157424754657, 0.21108815971612746,
196, 0.00014174275822262557, 0.7982814768796249, 0.20157690481823196,
197, 0.00017012845047220408, 0.8091683018074771, 0.19066169418147855,
198, 0.00010557025614451606, 0.822112066204692, 0.17778248797883603,
199, 6.957020107854139e-05, 0.8336315034877764, 0.1662990507699626,
200, 4.859849569082239e-05, 0.8438908215663719, 0.15606070440525338,
201, 3.688435922646763e-05, 0.8530840960040782, 0.1468791441201599,
202, 3.016049206644775e-05, 0.8613243900755176, 0.13864557391663382,
203, 2.5229147392642777e-05, 0.8686690695963394, 0.1313058257372678,
204, 2.2099743415886095e-05, 0.8752532928297562, 0.12472473188233699,
205, 2.0163350348270557e-05, 0.8811557282232616, 0.11882423287507898,
206, 1.766731940392145e-05, 0.8876005071864321, 0.11238194994370951,
207, 1.4774967628372171e-05, 0.8933789519377172, 0.106606397542313,
208, 1.3384550981330967e-05, 0.8984844512300155, 0.10150228868326269,
209, 1.3041782608270224e-05, 0.902999658938692, 0.0969874237334603,
210, 1.1874739431782306e-05, 0.9070194049612152, 0.09296884473244628,
211, 9.823999068697811e-06, 0.9106007101389197, 0.0893895902961136,
212, 8.144135380021743e-06, 0.9137505704311586, 0.08624140988278187,
213, 8.961044461805719e-06, 0.9170800820989331, 0.08291108129422753,
214, 8.796817693862343e-06, 0.920063301386672, 0.07992802624565461,
215, 9.050042110775714e-06, 0.9234779632611194, 0.07651311113698607,
216, 9.275387276302954e-06, 0.926482198680568, 0.07350865035625255,
217, 9.046148458267861e-06, 0.9291734012348128, 0.0708176770631328,
218, 8.620720798862023e-06, 0.9315832050517705, 0.06840829865211945,
219, 8.971297639790397e-06, 0.933700013904921, 0.06629113919544383,
220, 9.281367775748056e-06, 0.9355820644545108, 0.06440877858065983,
221, 1.0280397802571945e-05, 0.9372638414408465, 0.06272600257561273,
222, 1.2138494196015903e-05, 0.9387560341383903, 0.06123195175853028,
223, 9.25224720665344e-06, 0.9403280377098941, 0.05966283444824493,
224, 1.047056162070921e-05, 0.9419914167765072, 0.05799823706395054,
225, 1.2797829643045637e-05, 0.9434661449491736, 0.05652118164049615,
226, 1.7696812272589062e-05, 0.9447790933047999, 0.055203334272676284,
227, 1.7110835455045687e-05, 0.9462180618464641, 0.05376495171432588,
228, 1.9963450068296883e-05, 0.9474999087133128, 0.05248025228239887,
229, 2.6833236368206517e-05, 0.9486326498802625, 0.051340641299584745,
230, 1.7283246029444007e-05, 0.95000370047862, 0.04997914069794536,
231, 1.252214884088459e-05, 0.9512232851515905, 0.0487643171281478,
